pair_id,interp_block,record_point,t,d
13,0,resid_post_2,0.0400,0.038984
13,0,resid_post_3,0.0400,0.035717
13,0,resid_post_4,0.0400,0.030605
13,0,resid_post_5,0.0400,0.024334
13,0,resid_post_6,0.0400,0.021010
13,0,resid_post_7,0.0400,0.019137
13,0,resid_post_8,0.0400,0.017372
13,0,resid_post_9,0.0400,0.015422
13,0,resid_post_10,0.0400,0.015095
13,0,resid_post_11,0.0400,0.014182
13,0,logits,0.0500,0.009923
13,0,resid_post_1,0.0500,0.051896
13,0,resid_post_2,0.0500,0.048852
13,0,resid_post_3,0.0500,0.044744
13,0,resid_post_4,0.0500,0.038313
13,0,resid_post_5,0.0500,0.030501
13,0,resid_post_6,0.0500,0.026359
13,0,resid_post_7,0.0500,0.024025
13,0,resid_post_8,0.0500,0.021807
13,0,resid_post_9,0.0500,0.019359
13,0,resid_post_10,0.0500,0.018959
13,0,resid_post_11,0.0500,0.017811
13,0,logits,0.0600,0.012005
13,0,resid_post_1,0.0600,0.062335
13,0,resid_post_2,0.0600,0.058769
13,0,resid_post_3,0.0600,0.053810
13,0,resid_post_4,0.0600,0.046047
13,0,resid_post_5,0.0600,0.036710
13,0,resid_post_6,0.0600,0.031753
13,0,resid_post_7,0.0600,0.028963
13,0,resid_post_8,0.0600,0.026286
13,0,resid_post_9,0.0600,0.023334
13,0,resid_post_10,0.0600,0.022867
13,0,resid_post_11,0.0600,0.021480
13,0,logits,0.0700,0.014125
13,0,resid_post_1,0.0700,0.072794
13,0,resid_post_2,0.0700,0.068734
13,0,resid_post_3,0.0700,0.062915
13,0,resid_post_4,0.0700,0.053810
13,0,resid_post_5,0.0700,0.042963
13,0,resid_post_6,0.0700,0.037199
13,0,resid_post_7,0.0700,0.033954
13,0,resid_post_8,0.0700,0.030813
13,0,resid_post_9,0.0700,0.027353
13,0,resid_post_10,0.0700,0.026824
13,0,resid_post_11,0.0700,0.025194
13,0,logits,0.0800,0.016288
13,0,resid_post_1,0.0800,0.083273
13,0,resid_post_2,0.0800,0.078748
13,0,resid_post_3,0.0800,0.072060
13,0,resid_post_4,0.0800,0.061605
13,0,resid_post_5,0.0800,0.049266
13,0,resid_post_6,0.0800,0.042701
13,0,resid_post_7,0.0800,0.039006
13,0,resid_post_8,0.0800,0.035394
13,0,resid_post_9,0.0800,0.031418
13,0,resid_post_10,0.0800,0.030834
13,0,resid_post_11,0.0800,0.028957
13,0,logits,0.0900,0.018495
13,0,resid_post_1,0.0900,0.093772
13,0,resid_post_2,0.0900,0.088812
13,0,resid_post_3,0.0900,0.081244
13,0,resid_post_4,0.0900,0.069435
13,0,resid_post_5,0.0900,0.055623
13,0,resid_post_6,0.0900,0.048266
13,0,resid_post_7,0.0900,0.044123
13,0,resid_post_8,0.0900,0.040034
13,0,resid_post_9,0.0900,0.035536
13,0,resid_post_10,0.0900,0.034902
13,0,resid_post_11,0.0900,0.032774
13,0,logits,0.1000,0.020751
13,0,resid_post_1,0.1000,0.104290
13,0,resid_post_2,0.1000,0.098926
13,0,resid_post_3,0.1000,0.090470
13,0,resid_post_4,0.1000,0.077304
13,0,resid_post_5,0.1000,0.062040
13,0,resid_post_6,0.1000,0.053898
13,0,resid_post_7,0.1000,0.049312
13,0,resid_post_8,0.1000,0.044739
13,0,resid_post_9,0.1000,0.039711
13,0,resid_post_10,0.1000,0.039034
13,0,resid_post_11,0.1000,0.036652
13,0,logits,0.1100,0.023060
13,0,resid_post_1,0.1100,0.114829
13,0,resid_post_2,0.1100,0.109089
13,0,resid_post_3,0.1100,0.099736
13,0,resid_post_4,0.1100,0.085216
13,0,resid_post_5,0.1100,0.068524
13,0,resid_post_6,0.1100,0.059605
13,0,resid_post_7,0.1100,0.054579
13,0,resid_post_8,0.1100,0.049515
13,0,resid_post_9,0.1100,0.043950
13,0,resid_post_10,0.1100,0.043238
13,0,resid_post_11,0.1100,0.040597
13,0,logits,0.1200,0.025427
13,0,resid_post_1,0.1200,0.125389
13,0,resid_post_2,0.1200,0.119303
13,0,resid_post_3,0.1200,0.109045
13,0,resid_post_4,0.1200,0.093176
13,0,resid_post_5,0.1200,0.075079
13,0,resid_post_6,0.1200,0.065396
13,0,resid_post_7,0.1200,0.059934
13,0,resid_post_8,0.1200,0.054369
13,0,resid_post_9,0.1200,0.048258
13,0,resid_post_10,0.1200,0.047519
13,0,resid_post_11,0.1200,0.044615
13,0,logits,0.1300,0.027857
13,0,resid_post_1,0.1300,0.135970
13,0,resid_post_2,0.1300,0.129569
13,0,resid_post_3,0.1300,0.118398
13,0,resid_post_4,0.1300,0.101187
13,0,resid_post_5,0.1300,0.081715
13,0,resid_post_6,0.1300,0.071277
13,0,resid_post_7,0.1300,0.065383
13,0,resid_post_8,0.1300,0.059310
13,0,resid_post_9,0.1300,0.052643
13,0,resid_post_10,0.1300,0.051887
13,0,resid_post_11,0.1300,0.048714
13,0,logits,0.1400,0.030356
13,0,resid_post_1,0.1400,0.146572
13,0,resid_post_2,0.1400,0.139887
13,0,resid_post_3,0.1400,0.127797
13,0,resid_post_4,0.1400,0.109257
13,0,resid_post_5,0.1400,0.088437
13,0,resid_post_6,0.1400,0.077259
13,0,resid_post_7,0.1400,0.070937
13,0,resid_post_8,0.1400,0.064345
13,0,resid_post_9,0.1400,0.057113
13,0,resid_post_10,0.1400,0.056350
13,0,resid_post_11,0.1400,0.052905
13,0,logits,0.1500,0.032931
13,0,resid_post_1,0.1500,0.157197
13,0,resid_post_2,0.1500,0.150258
13,0,resid_post_3,0.1500,0.137241
13,0,resid_post_4,0.1500,0.117390
13,0,resid_post_5,0.1500,0.095256
13,0,resid_post_6,0.1500,0.083351
13,0,resid_post_7,0.1500,0.076605
13,0,resid_post_8,0.1500,0.069485
13,0,resid_post_9,0.1500,0.061676
13,0,resid_post_10,0.1500,0.060917
13,0,resid_post_11,0.1500,0.057195
13,0,logits,0.1600,0.035589
13,0,resid_post_1,0.1600,0.167845
13,0,resid_post_2,0.1600,0.160683
13,0,resid_post_3,0.1600,0.146735
13,0,resid_post_4,0.1600,0.125593
13,0,resid_post_5,0.1600,0.102180
13,0,resid_post_6,0.1600,0.089564
13,0,resid_post_7,0.1600,0.082400
13,0,resid_post_8,0.1600,0.074740
13,0,resid_post_9,0.1600,0.066341
13,0,resid_post_10,0.1600,0.065599
13,0,resid_post_11,0.1600,0.061596
13,0,logits,0.1700,0.038339
13,0,resid_post_1,0.1700,0.178516
13,0,resid_post_2,0.1700,0.171163
13,0,resid_post_3,0.1700,0.156281
13,0,resid_post_4,0.1700,0.133874
13,0,resid_post_5,0.1700,0.109220
13,0,resid_post_6,0.1700,0.095911
13,0,resid_post_7,0.1700,0.088332
13,0,resid_post_8,0.1700,0.080122
13,0,resid_post_9,0.1700,0.071121
13,0,resid_post_10,0.1700,0.070409
13,0,resid_post_11,0.1700,0.066120
13,0,logits,0.1800,0.041191
13,0,resid_post_1,0.1800,0.189212
13,0,resid_post_2,0.1800,0.181700
13,0,resid_post_3,0.1800,0.165880
13,0,resid_post_4,0.1800,0.142242
13,0,resid_post_5,0.1800,0.116387
13,0,resid_post_6,0.1800,0.102405
13,0,resid_post_7,0.1800,0.094417
13,0,resid_post_8,0.1800,0.085642
13,0,resid_post_9,0.1800,0.076025
13,0,resid_post_10,0.1800,0.075358
13,0,resid_post_11,0.1800,0.070780
13,0,logits,0.1900,0.044156
13,0,resid_post_1,0.1900,0.199932
13,0,resid_post_2,0.1900,0.192294
13,0,resid_post_3,0.1900,0.175537
13,0,resid_post_4,0.1900,0.150704
13,0,resid_post_5,0.1900,0.123693
13,0,resid_post_6,0.1900,0.109062
13,0,resid_post_7,0.1900,0.100670
13,0,resid_post_8,0.1900,0.091316
13,0,resid_post_9,0.1900,0.081068
13,0,resid_post_10,0.1900,0.080462
13,0,resid_post_11,0.1900,0.075591
13,0,logits,0.2000,0.047247
13,0,resid_post_1,0.2000,0.210678
13,0,resid_post_2,0.2000,0.202947
13,0,resid_post_3,0.2000,0.185256
13,0,resid_post_4,0.2000,0.159273
13,0,resid_post_5,0.2000,0.131151
13,0,resid_post_6,0.2000,0.115897
13,0,resid_post_7,0.2000,0.107106
13,0,resid_post_8,0.2000,0.097159
13,0,resid_post_9,0.2000,0.086262
13,0,resid_post_10,0.2000,0.085737
13,0,resid_post_11,0.2000,0.080570
13,0,logits,0.2100,0.050478
13,0,resid_post_1,0.2100,0.221450
13,0,resid_post_2,0.2100,0.213661
13,0,resid_post_3,0.2100,0.195040
13,0,resid_post_4,0.2100,0.167958
13,0,resid_post_5,0.2100,0.138778
13,0,resid_post_6,0.2100,0.122929
13,0,resid_post_7,0.2100,0.113746
13,0,resid_post_8,0.2100,0.103187
13,0,resid_post_9,0.2100,0.091626
13,0,resid_post_10,0.2100,0.091200
13,0,resid_post_11,0.2100,0.085735
13,0,logits,0.2200,0.053865
13,0,resid_post_1,0.2200,0.232249
13,0,resid_post_2,0.2200,0.224438
13,0,resid_post_3,0.2200,0.204895
13,0,resid_post_4,0.2200,0.176773
13,0,resid_post_5,0.2200,0.146588
13,0,resid_post_6,0.2200,0.130177
13,0,resid_post_7,0.2200,0.120608
13,0,resid_post_8,0.2200,0.109420
13,0,resid_post_9,0.2200,0.097175
13,0,resid_post_10,0.2200,0.096871
13,0,resid_post_11,0.2200,0.091106
13,0,logits,0.2300,0.057427
13,0,resid_post_1,0.2300,0.243075
13,0,resid_post_2,0.2300,0.235279
13,0,resid_post_3,0.2300,0.214827
13,0,resid_post_4,0.2300,0.185730
13,0,resid_post_5,0.2300,0.154599
13,0,resid_post_6,0.2300,0.137664
13,0,resid_post_7,0.2300,0.127716
13,0,resid_post_8,0.2300,0.115878
13,0,resid_post_9,0.2300,0.102928
13,0,resid_post_10,0.2300,0.102770
13,0,resid_post_11,0.2300,0.096707
13,0,logits,0.2400,0.061184
13,0,resid_post_1,0.2400,0.253929
13,0,resid_post_2,0.2400,0.246186
13,0,resid_post_3,0.2400,0.224842
13,0,resid_post_4,0.2400,0.194847
13,0,resid_post_5,0.2400,0.162830
13,0,resid_post_6,0.2400,0.145413
13,0,resid_post_7,0.2400,0.135093
13,0,resid_post_8,0.2400,0.122583
13,0,resid_post_9,0.2400,0.108909
13,0,resid_post_10,0.2400,0.108922
13,0,resid_post_11,0.2400,0.102561
13,0,logits,0.2500,0.065162
13,0,resid_post_1,0.2500,0.264810
13,0,resid_post_2,0.2500,0.257161
13,0,resid_post_3,0.2500,0.234948
13,0,resid_post_4,0.2500,0.204138
13,0,resid_post_5,0.2500,0.171302
13,0,resid_post_6,0.2500,0.153450
13,0,resid_post_7,0.2500,0.142768
13,0,resid_post_8,0.2500,0.129560
13,0,resid_post_9,0.2500,0.115138
13,0,resid_post_10,0.2500,0.115352
13,0,resid_post_11,0.2500,0.108697
13,0,logits,0.2600,0.069386
13,0,resid_post_1,0.2600,0.275719
13,0,resid_post_2,0.2600,0.268207
13,0,resid_post_3,0.2600,0.245153
13,0,resid_post_4,0.2600,0.213622
13,0,resid_post_5,0.2600,0.180037
13,0,resid_post_6,0.2600,0.161803
13,0,resid_post_7,0.2600,0.150769
13,0,resid_post_8,0.2600,0.136836
13,0,resid_post_9,0.2600,0.121644
13,0,resid_post_10,0.2600,0.122089
13,0,resid_post_11,0.2600,0.115145
13,0,logits,0.2700,0.073888
13,0,resid_post_1,0.2700,0.286656
13,0,resid_post_2,0.2700,0.279326
13,0,resid_post_3,0.2700,0.255466
13,0,resid_post_4,0.2700,0.223318
13,0,resid_post_5,0.2700,0.189059
13,0,resid_post_6,0.2700,0.170503
13,0,resid_post_7,0.2700,0.159127
13,0,resid_post_8,0.2700,0.144439
13,0,resid_post_9,0.2700,0.128452
13,0,resid_post_10,0.2700,0.129162
13,0,resid_post_11,0.2700,0.121937
13,0,logits,0.2800,0.078701
13,0,resid_post_1,0.2800,0.297621
13,0,resid_post_2,0.2800,0.290519
13,0,resid_post_3,0.2800,0.265898
13,0,resid_post_4,0.2800,0.233248
13,0,resid_post_5,0.2800,0.198392
13,0,resid_post_6,0.2800,0.179581
13,0,resid_post_7,0.2800,0.167878
13,0,resid_post_8,0.2800,0.152400
13,0,resid_post_9,0.2800,0.135594
13,0,resid_post_10,0.2800,0.136605
13,0,resid_post_11,0.2800,0.129108
13,0,logits,0.2900,0.083865
13,0,resid_post_1,0.2900,0.308613
13,0,resid_post_2,0.2900,0.301790
13,0,resid_post_3,0.2900,0.276458
13,0,resid_post_4,0.2900,0.243434
13,0,resid_post_5,0.2900,0.208064
13,0,resid_post_6,0.2900,0.189074
13,0,resid_post_7,0.2900,0.177057
13,0,resid_post_8,0.2900,0.160752
13,0,resid_post_9,0.2900,0.143103
13,0,resid_post_10,0.2900,0.144453
13,0,resid_post_11,0.2900,0.136699
13,0,logits,0.3000,0.089424
13,0,resid_post_1,0.3000,0.319632
13,0,resid_post_2,0.3000,0.313139
13,0,resid_post_3,0.3000,0.287159
13,0,resid_post_4,0.3000,0.253898
13,0,resid_post_5,0.3000,0.218101
13,0,resid_post_6,0.3000,0.199016
13,0,resid_post_7,0.3000,0.186705
13,0,resid_post_8,0.3000,0.169530
13,0,resid_post_9,0.3000,0.151015
13,0,resid_post_10,0.3000,0.152745
13,0,resid_post_11,0.3000,0.144750
13,0,logits,0.3100,0.095425
13,0,resid_post_1,0.3100,0.330677
13,0,resid_post_2,0.3100,0.324570
13,0,resid_post_3,0.3100,0.298012
13,0,resid_post_4,0.3100,0.264665
13,0,resid_post_5,0.3100,0.228532
13,0,resid_post_6,0.3100,0.209445
13,0,resid_post_7,0.3100,0.196860
13,0,resid_post_8,0.3100,0.178771
13,0,resid_post_9,0.3100,0.159368
13,0,resid_post_10,0.3100,0.161521
13,0,resid_post_11,0.3100,0.153305
13,0,logits,0.3200,0.101924
13,0,resid_post_1,0.3200,0.341746
13,0,resid_post_2,0.3200,0.336084
13,0,resid_post_3,0.3200,0.309029
13,0,resid_post_4,0.3200,0.275759
13,0,resid_post_5,0.3200,0.239386
13,0,resid_post_6,0.3200,0.220401
13,0,resid_post_7,0.3200,0.207567
13,0,resid_post_8,0.3200,0.188513
13,0,resid_post_9,0.3200,0.168202
13,0,resid_post_10,0.3200,0.170825
13,0,resid_post_11,0.3200,0.162411
13,0,logits,0.3300,0.108984
13,0,resid_post_1,0.3300,0.352839
13,0,resid_post_2,0.3300,0.347682
13,0,resid_post_3,0.3300,0.320222
13,0,resid_post_4,0.3300,0.287205
13,0,resid_post_5,0.3300,0.250693
13,0,resid_post_6,0.3300,0.231921
13,0,resid_post_7,0.3300,0.218867
13,0,resid_post_8,0.3300,0.198794
13,0,resid_post_9,0.3300,0.177562
13,0,resid_post_10,0.3300,0.180701
13,0,resid_post_11,0.3300,0.172118
13,0,logits,0.3400,0.116673
13,0,resid_post_1,0.3400,0.363953
13,0,resid_post_2,0.3400,0.359365
13,0,resid_post_3,0.3400,0.331601
13,0,resid_post_4,0.3400,0.299025
13,0,resid_post_5,0.3400,0.262479
13,0,resid_post_6,0.3400,0.244044
13,0,resid_post_7,0.3400,0.230805
13,0,resid_post_8,0.3400,0.209653
13,0,resid_post_9,0.3400,0.187493
13,0,resid_post_10,0.3400,0.191196
13,0,resid_post_11,0.3400,0.182475
13,0,logits,0.3500,0.125069
13,0,resid_post_1,0.3500,0.375088
13,0,resid_post_2,0.3500,0.371134
13,0,resid_post_3,0.3500,0.343179
13,0,resid_post_4,0.3500,0.311241
13,0,resid_post_5,0.3500,0.274774
13,0,resid_post_6,0.3500,0.256806
13,0,resid_post_7,0.3500,0.243421
13,0,resid_post_8,0.3500,0.221129
13,0,resid_post_9,0.3500,0.198043
13,0,resid_post_10,0.3500,0.202360
13,0,resid_post_11,0.3500,0.193535
13,0,logits,0.3600,0.134262
13,0,resid_post_1,0.3600,0.386240
13,0,resid_post_2,0.3600,0.382988
13,0,resid_post_3,0.3600,0.354964
13,0,resid_post_4,0.3600,0.323873
13,0,resid_post_5,0.3600,0.287602
13,0,resid_post_6,0.3600,0.270240
13,0,resid_post_7,0.3600,0.256754
13,0,resid_post_8,0.3600,0.233259
13,0,resid_post_9,0.3600,0.209262
13,0,resid_post_10,0.3600,0.214240
13,0,resid_post_11,0.3600,0.205350
13,0,logits,0.3700,0.144349
13,0,resid_post_1,0.3700,0.397408
13,0,resid_post_2,0.3700,0.394925
13,0,resid_post_3,0.3700,0.366963
13,0,resid_post_4,0.3700,0.336937
13,0,resid_post_5,0.3700,0.300986
13,0,resid_post_6,0.3700,0.284374
13,0,resid_post_7,0.3700,0.270839
13,0,resid_post_8,0.3700,0.246076
13,0,resid_post_9,0.3700,0.221203
13,0,resid_post_10,0.3700,0.226889
13,0,resid_post_11,0.3700,0.217972
13,0,logits,0.3800,0.155445
13,0,resid_post_1,0.3800,0.408589
13,0,resid_post_2,0.3800,0.406943
13,0,resid_post_3,0.3800,0.379181
13,0,resid_post_4,0.3800,0.350445
13,0,resid_post_5,0.3800,0.314946
13,0,resid_post_6,0.3800,0.299229
13,0,resid_post_7,0.3800,0.285702
13,0,resid_post_8,0.3800,0.259611
13,0,resid_post_9,0.3800,0.233918
13,0,resid_post_10,0.3800,0.240356
13,0,resid_post_11,0.3800,0.231453
13,0,logits,0.3900,0.167676
13,0,resid_post_1,0.3900,0.419779
13,0,resid_post_2,0.3900,0.419040
13,0,resid_post_3,0.3900,0.391621
13,0,resid_post_4,0.3900,0.364402
13,0,resid_post_5,0.3900,0.329497
13,0,resid_post_6,0.3900,0.314817
13,0,resid_post_7,0.3900,0.301364
13,0,resid_post_8,0.3900,0.273888
13,0,resid_post_9,0.3900,0.247462
13,0,resid_post_10,0.3900,0.254691
13,0,resid_post_11,0.3900,0.245842
13,0,logits,0.4000,0.181184
13,0,resid_post_1,0.4000,0.430976
13,0,resid_post_2,0.4000,0.431209
13,0,resid_post_3,0.4000,0.404281
13,0,resid_post_4,0.4000,0.378809
13,0,resid_post_5,0.4000,0.344647
13,0,resid_post_6,0.4000,0.331140
13,0,resid_post_7,0.4000,0.317830
13,0,resid_post_8,0.4000,0.288925
13,0,resid_post_9,0.4000,0.261894
13,0,resid_post_10,0.4000,0.269943
13,0,resid_post_11,0.4000,0.261185
13,0,logits,0.4100,0.196127
13,0,resid_post_1,0.4100,0.442176
13,0,resid_post_2,0.4100,0.443446
13,0,resid_post_3,0.4100,0.417155
13,0,resid_post_4,0.4100,0.393658
13,0,resid_post_5,0.4100,0.360399
13,0,resid_post_6,0.4100,0.348186
13,0,resid_post_7,0.4100,0.335094
13,0,resid_post_8,0.4100,0.304733
13,0,resid_post_9,0.4100,0.277269
13,0,resid_post_10,0.4100,0.286157
13,0,resid_post_11,0.4100,0.277525
13,0,logits,0.4200,0.212676
13,0,resid_post_1,0.4200,0.453376
13,0,resid_post_2,0.4200,0.455741
13,0,resid_post_3,0.4200,0.430236
13,0,resid_post_4,0.4200,0.408932
13,0,resid_post_5,0.4200,0.376745
13,0,resid_post_6,0.4200,0.365927
13,0,resid_post_7,0.4200,0.353133
13,0,resid_post_8,0.4200,0.321314
13,0,resid_post_9,0.4200,0.293647
13,0,resid_post_10,0.4200,0.303375
13,0,resid_post_11,0.4200,0.294897
13,0,logits,0.4300,0.231005
13,0,resid_post_1,0.4300,0.464571
13,0,resid_post_2,0.4300,0.468087
13,0,resid_post_3,0.4300,0.443509
13,0,resid_post_4,0.4300,0.424607
13,0,resid_post_5,0.4300,0.393669
13,0,resid_post_6,0.4300,0.384322
13,0,resid_post_7,0.4300,0.371909
13,0,resid_post_8,0.4300,0.338658
13,0,resid_post_9,0.4300,0.311086
13,0,resid_post_10,0.4300,0.321631
13,0,resid_post_11,0.4300,0.313330
13,0,logits,0.4400,0.251278
13,0,resid_post_1,0.4400,0.475757
13,0,resid_post_2,0.4400,0.480473
13,0,resid_post_3,0.4400,0.456957
13,0,resid_post_4,0.4400,0.440649
13,0,resid_post_5,0.4400,0.411142
13,0,resid_post_6,0.4400,0.403308
13,0,resid_post_7,0.4400,0.391364
13,0,resid_post_8,0.4400,0.356747
13,0,resid_post_9,0.4400,0.329642
13,0,resid_post_10,0.4400,0.340948
13,0,resid_post_11,0.4400,0.332841
13,0,logits,0.4500,0.273623
13,0,resid_post_1,0.4500,0.486930
13,0,resid_post_2,0.4500,0.492885
13,0,resid_post_3,0.4500,0.470558
13,0,resid_post_4,0.4500,0.457014
13,0,resid_post_5,0.4500,0.429123
13,0,resid_post_6,0.4500,0.422810
13,0,resid_post_7,0.4500,0.411423
13,0,resid_post_8,0.4500,0.375553
13,0,resid_post_9,0.4500,0.349362
13,0,resid_post_10,0.4500,0.361329
13,0,resid_post_11,0.4500,0.353429
13,0,logits,0.4600,0.298101
13,0,resid_post_1,0.4600,0.498085
13,0,resid_post_2,0.4600,0.505312
13,0,resid_post_3,0.4600,0.484285
13,0,resid_post_4,0.4600,0.473650
13,0,resid_post_5,0.4600,0.447554
13,0,resid_post_6,0.4600,0.442735
13,0,resid_post_7,0.4600,0.431995
13,0,resid_post_8,0.4600,0.395039
13,0,resid_post_9,0.4600,0.370277
13,0,resid_post_10,0.4600,0.382752
13,0,resid_post_11,0.4600,0.375073
13,0,logits,0.4700,0.324671
13,0,resid_post_1,0.4700,0.509218
13,0,resid_post_2,0.4700,0.517737
13,0,resid_post_3,0.4700,0.498110
13,0,resid_post_4,0.4700,0.490496
13,0,resid_post_5,0.4700,0.466366
13,0,resid_post_6,0.4700,0.462979
13,0,resid_post_7,0.4700,0.452977
13,0,resid_post_8,0.4700,0.415155
13,0,resid_post_9,0.4700,0.392389
13,0,resid_post_10,0.4700,0.405166
13,0,resid_post_11,0.4700,0.397722
13,0,logits,0.4800,0.353174
13,0,resid_post_1,0.4800,0.520324
13,0,resid_post_2,0.4800,0.530145
13,0,resid_post_3,0.4800,0.512000
13,0,resid_post_4,0.4800,0.507483
13,0,resid_post_5,0.4800,0.485472
13,0,resid_post_6,0.4800,0.483428
13,0,resid_post_7,0.4800,0.474254
13,0,resid_post_8,0.4800,0.435845
13,0,resid_post_9,0.4800,0.415654
13,0,resid_post_10,0.4800,0.428479
13,0,resid_post_11,0.4800,0.421300
13,0,logits,0.4900,0.383356
13,0,resid_post_1,0.4900,0.531398
13,0,resid_post_2,0.4900,0.542520
13,0,resid_post_3,0.4900,0.525919
13,0,resid_post_4,0.4900,0.524539
13,0,resid_post_5,0.4900,0.504777
13,0,resid_post_6,0.4900,0.503964
13,0,resid_post_7,0.4900,0.495701
13,0,resid_post_8,0.4900,0.457042
13,0,resid_post_9,0.4900,0.439967
13,0,resid_post_10,0.4900,0.452568
13,0,resid_post_11,0.4900,0.445700
13,0,logits,0.5000,0.414915
13,0,resid_post_1,0.5000,0.542436
13,0,resid_post_2,0.5000,0.554843
13,0,resid_post_3,0.5000,0.539832
13,0,resid_post_4,0.5000,0.541586
13,0,resid_post_5,0.5000,0.524173
13,0,resid_post_6,0.5000,0.524468
13,0,resid_post_7,0.5000,0.517193
13,0,resid_post_8,0.5000,0.478666
13,0,resid_post_9,0.5000,0.465152
13,0,resid_post_10,0.5000,0.477273
13,0,resid_post_11,0.5000,0.470795
13,0,logits,0.5100,0.447550
13,0,resid_post_1,0.5100,0.553431
13,0,resid_post_2,0.5100,0.567098
13,0,resid_post_3,0.5100,0.553701
13,0,resid_post_4,0.5100,0.558543
13,0,resid_post_5,0.5100,0.543549
13,0,resid_post_6,0.5100,0.544823
13,0,resid_post_7,0.5100,0.538603
13,0,resid_post_8,0.5100,0.500626
13,0,resid_post_9,0.5100,0.490963
13,0,resid_post_10,0.5100,0.502400
13,0,resid_post_11,0.5100,0.496427
13,0,logits,0.5200,0.480981
13,0,resid_post_1,0.5200,0.564381
13,0,resid_post_2,0.5200,0.579267
13,0,resid_post_3,0.5200,0.567488
13,0,resid_post_4,0.5200,0.575334
13,0,resid_post_5,0.5200,0.562794
13,0,resid_post_6,0.5200,0.564922
13,0,resid_post_7,0.5200,0.559809
13,0,resid_post_8,0.5200,0.522814
13,0,resid_post_9,0.5200,0.517101
13,0,resid_post_10,0.5200,0.527726
13,0,resid_post_11,0.5200,0.522403
13,0,logits,0.5300,0.514909
13,0,resid_post_1,0.5300,0.575279
13,0,resid_post_2,0.5300,0.591333
13,0,resid_post_3,0.5300,0.581158
13,0,resid_post_4,0.5300,0.591881
13,0,resid_post_5,0.5300,0.581799
13,0,resid_post_6,0.5300,0.584669
13,0,resid_post_7,0.5300,0.580699
13,0,resid_post_8,0.5300,0.545104
13,0,resid_post_9,0.5300,0.543244
13,0,resid_post_10,0.5300,0.553005
13,0,resid_post_11,0.5300,0.548488
13,0,logits,0.5400,0.548981
13,0,resid_post_1,0.5400,0.586121
13,0,resid_post_2,0.5400,0.603280
13,0,resid_post_3,0.5400,0.594677
13,0,resid_post_4,0.5400,0.608116
13,0,resid_post_5,0.5400,0.600465
13,0,resid_post_6,0.5400,0.603980
13,0,resid_post_7,0.5400,0.601170
13,0,resid_post_8,0.5400,0.567353
13,0,resid_post_9,0.5400,0.569078
13,0,resid_post_10,0.5400,0.577986
13,0,resid_post_11,0.5400,0.574413
13,0,logits,0.5500,0.582761
13,0,resid_post_1,0.5500,0.596902
13,0,resid_post_2,0.5500,0.615093
13,0,resid_post_3,0.5500,0.608014
13,0,resid_post_4,0.5500,0.623976
13,0,resid_post_5,0.5500,0.618706
13,0,resid_post_6,0.5500,0.622786
13,0,resid_post_7,0.5500,0.621133
13,0,resid_post_8,0.5500,0.589405
13,0,resid_post_9,0.5500,0.594325
13,0,resid_post_10,0.5500,0.602429
13,0,resid_post_11,0.5500,0.599893
13,0,logits,0.5600,0.615758
13,0,resid_post_1,0.5600,0.607618
13,0,resid_post_2,0.5600,0.626759
13,0,resid_post_3,0.5600,0.621140
13,0,resid_post_4,0.5600,0.639410
13,0,resid_post_5,0.5600,0.636449
13,0,resid_post_6,0.5600,0.641032
13,0,resid_post_7,0.5600,0.640516
13,0,resid_post_8,0.5600,0.611102
13,0,resid_post_9,0.5600,0.618755
13,0,resid_post_10,0.5600,0.626124
13,0,resid_post_11,0.5600,0.624658
13,0,logits,0.5700,0.647492
13,0,resid_post_1,0.5700,0.618266
13,0,resid_post_2,0.5700,0.638265
13,0,resid_post_3,0.5700,0.634032
13,0,resid_post_4,0.5700,0.654375
13,0,resid_post_5,0.5700,0.653636
13,0,resid_post_6,0.5700,0.658675
13,0,resid_post_7,0.5700,0.659256
13,0,resid_post_8,0.5700,0.632294
13,0,resid_post_9,0.5700,0.642196
13,0,resid_post_10,0.5700,0.648903
13,0,resid_post_11,0.5700,0.648481
13,0,logits,0.5800,0.677547
13,0,resid_post_1,0.5800,0.628840
13,0,resid_post_2,0.5800,0.649602
13,0,resid_post_3,0.5800,0.646670
13,0,resid_post_4,0.5800,0.668842
13,0,resid_post_5,0.5800,0.670225
13,0,resid_post_6,0.5800,0.675685
13,0,resid_post_7,0.5800,0.677308
13,0,resid_post_8,0.5800,0.652844
13,0,resid_post_9,0.5800,0.664527
13,0,resid_post_10,0.5800,0.670641
13,0,resid_post_11,0.5800,0.671189
13,0,logits,0.5900,0.705627
13,0,resid_post_1,0.5900,0.639337
13,0,resid_post_2,0.5900,0.660761
13,0,resid_post_3,0.5900,0.659040
13,0,resid_post_4,0.5900,0.682793
13,0,resid_post_5,0.5900,0.686188
13,0,resid_post_6,0.5900,0.692041
13,0,resid_post_7,0.5900,0.694634
13,0,resid_post_8,0.5900,0.672643
13,0,resid_post_9,0.5900,0.685674
13,0,resid_post_10,0.5900,0.691258
13,0,resid_post_11,0.5900,0.692670
13,0,logits,0.6000,0.731559
13,0,resid_post_1,0.6000,0.649754
13,0,resid_post_2,0.6000,0.671738
13,0,resid_post_3,0.6000,0.671129
13,0,resid_post_4,0.6000,0.696219
13,0,resid_post_5,0.6000,0.701507
