context,direction,block,basepoint,rho,d_hidden,jsd,flip
3,2,0,natural,3.5999999999999996,1.3753645420074463,0.6306281089782715,1.0
3,2,0,natural,4.2,1.40290367603302,0.6285314559936523,1.0
3,2,0,natural,4.8,1.423334002494812,0.6246129870414734,1.0
3,2,0,natural,5.3999999999999995,1.4398901462554932,0.6229779720306396,1.0
3,2,0,natural,6.0,1.452867031097412,0.623193621635437,1.0
3,3,0,natural,0.0,0.0,0.0,0.0
3,3,0,natural,0.6,0.21197184920310974,0.0001266744948225096,0.0
3,3,0,natural,1.2,0.5772185921669006,0.032909929752349854,0.0
3,3,0,natural,1.7999999999999998,1.030203938484192,0.6649688482284546,1.0
3,3,0,natural,2.4,1.281224012374878,0.6856927871704102,1.0
3,3,0,natural,3.0,1.3751590251922607,0.667694091796875,1.0
3,3,0,natural,3.5999999999999996,1.4262113571166992,0.5782023668289185,1.0
3,3,0,natural,4.2,1.4605531692504883,0.5304423570632935,1.0
3,3,0,natural,4.8,1.480812430381775,0.5133922696113586,1.0
3,3,0,natural,5.3999999999999995,1.4916917085647583,0.5030313730239868,1.0
3,3,0,natural,6.0,1.4978896379470825,0.49706655740737915,0.0
3,4,0,natural,0.0,0.0,0.0,0.0
3,4,0,natural,0.6,0.17264974117279053,4.3159605411347e-05,0.0
3,4,0,natural,1.2,0.40679943561553955,7.617523078806698e-05,0.0
3,4,0,natural,1.7999999999999998,0.6599390506744385,0.0008456830400973558,0.0
3,4,0,natural,2.4,0.9179273247718811,0.034896522760391235,0.0
3,4,0,natural,3.0,1.1276768445968628,0.2740030288696289,0.0
3,4,0,natural,3.5999999999999996,1.2394295930862427,0.4362942576408386,1.0
3,4,0,natural,4.2,1.2977348566055298,0.47290706634521484,1.0
3,4,0,natural,4.8,1.3348078727722168,0.48770207166671753,1.0
3,4,0,natural,5.3999999999999995,1.361293077468872,0.4986506998538971,1.0
3,4,0,natural,6.0,1.3815014362335205,0.5076559782028198,1.0
3,5,0,natural,0.0,0.0,0.0,0.0
3,5,0,natural,0.6,0.21305818855762482,0.0003973478451371193,0.0
3,5,0,natural,1.2,0.4346400201320648,0.0018314485205337405,0.0
3,5,0,natural,1.7999999999999998,0.7142699956893921,0.04108903929591179,0.0
3,5,0,natural,2.4,1.0394017696380615,0.5862847566604614,1.0
3,5,0,natural,3.0,1.2445316314697266,0.6783796548843384,1.0
3,5,0,natural,3.5999999999999996,1.3401751518249512,0.6836731433868408,1.0
3,5,0,natural,4.2,1.3875808715820312,0.684161901473999,1.0
3,5,0,natural,4.8,1.4134876728057861,0.6837158203125,1.0
3,5,0,natural,5.3999999999999995,1.4290293455123901,0.682909369468689,1.0
3,5,0,natural,6.0,1.4392489194869995,0.6819392442703247,1.0
3,6,0,natural,0.0,0.0,0.0,0.0
3,6,0,natural,0.6,0.18454675376415253,1.5835532394703478e-05,0.0
3,6,0,natural,1.2,0.4501396715641022,0.0003642045194283128,0.0
3,6,0,natural,1.7999999999999998,0.7918767333030701,0.06144984811544418,0.0
3,6,0,natural,2.4,1.1242032051086426,0.5786625742912292,1.0
3,6,0,natural,3.0,1.3102281093597412,0.6540400981903076,1.0
3,6,0,natural,3.5999999999999996,1.3828293085098267,0.660085916519165,1.0
3,6,0,natural,4.2,1.4131994247436523,0.659451961517334,1.0
3,6,0,natural,4.8,1.4307059049606323,0.6572839021682739,1.0
3,6,0,natural,5.3999999999999995,1.4440805912017822,0.6547562479972839,1.0
3,6,0,natural,6.0,1.4554853439331055,0.6523962020874023,1.0
3,7,0,natural,0.0,0.0,0.0,0.0
3,7,0,natural,0.6,0.18062685430049896,1.720766886137426e-05,0.0
3,7,0,natural,1.2,0.38832610845565796,8.038408850552514e-05,0.0
3,7,0,natural,1.7999999999999998,0.6633309721946716,0.0026878095231950283,0.0
3,7,0,natural,2.4,1.0736159086227417,0.22050191462039948,0.0
3,7,0,natural,3.0,1.3689881563186646,0.6193779706954956,1.0
3,7,0,natural,3.5999999999999996,1.4915944337844849,0.6497285962104797,1.0
3,7,0,natural,4.2,1.543529748916626,0.6489894390106201,1.0
3,7,0,natural,4.8,1.5683623552322388,0.6441218852996826,1.0
3,7,0,natural,5.3999999999999995,1.581844687461853,0.6397484540939331,1.0
3,7,0,natural,6.0,1.5902249813079834,0.6367568969726562,1.0
4,0,0,natural,0.0,0.0,0.0,0.0
4,0,0,natural,0.6,0.16088593006134033,8.681134204380214e-06,0.0
4,0,0,natural,1.2,0.4041000306606293,0.00022024296049494296,0.0
4,0,0,natural,1.7999999999999998,0.723687469959259,0.0052723512053489685,0.0
4,0,0,natural,2.4,1.0461326837539673,0.1769554764032364,0.0
4,0,0,natural,3.0,1.249111294746399,0.5071971416473389,1.0
4,0,0,natural,3.5999999999999996,1.3448748588562012,0.5575984716415405,1.0
4,0,0,natural,4.2,1.393394947052002,0.5652245879173279,1.0
4,0,0,natural,4.8,1.4193962812423706,0.5651785135269165,1.0
4,0,0,natural,5.3999999999999995,1.4344264268875122,0.5633337497711182,1.0
4,0,0,natural,6.0,1.4442625045776367,0.5618973970413208,1.0
4,1,0,natural,0.0,0.0,0.0,0.0
4,1,0,natural,0.6,0.16613554954528809,1.3248809409560636e-05,0.0
4,1,0,natural,1.2,0.4300083816051483,0.00018388379248790443,0.0
4,1,0,natural,1.7999999999999998,0.7252159714698792,0.004701530560851097,0.0
4,1,0,natural,2.4,0.9500216841697693,0.04943201318383217,0.0
4,1,0,natural,3.0,1.120344877243042,0.2602626383304596,0.0
4,1,0,natural,3.5999999999999996,1.2280158996582031,0.4287160038948059,1.0
4,1,0,natural,4.2,1.2970693111419678,0.48473668098449707,1.0
4,1,0,natural,4.8,1.3461298942565918,0.5103588104248047,1.0
4,1,0,natural,5.3999999999999995,1.3826104402542114,0.5288277864456177,1.0
4,1,0,natural,6.0,1.410691738128662,0.544879138469696,1.0
4,2,0,natural,0.0,0.0,0.0,0.0
4,2,0,natural,0.6,0.18018276989459991,1.4106242815614678e-05,0.0
4,2,0,natural,1.2,0.46278658509254456,0.0002297942846780643,0.0
4,2,0,natural,1.7999999999999998,0.8244286179542542,0.013411086052656174,0.0
4,2,0,natural,2.4,1.1458789110183716,0.3160242736339569,0.0
4,2,0,natural,3.0,1.3013173341751099,0.5018154978752136,1.0
4,2,0,natural,3.5999999999999996,1.3821897506713867,0.5223129987716675,1.0
4,2,0,natural,4.2,1.4380204677581787,0.5473529100418091,1.0
4,2,0,natural,4.8,1.4802123308181763,0.5764486193656921,1.0
4,2,0,natural,5.3999999999999995,1.510974407196045,0.5986535549163818,1.0
4,2,0,natural,6.0,1.5308599472045898,0.6117868423461914,1.0
4,3,0,natural,0.0,0.0,0.0,0.0
4,3,0,natural,0.6,0.14734621345996857,4.145876118855085e-06,0.0
4,3,0,natural,1.2,0.36652839183807373,4.9742306146072224e-05,0.0
4,3,0,natural,1.7999999999999998,0.7348634004592896,0.0036337734200060368,0.0
4,3,0,natural,2.4,1.1596522331237793,0.3172627091407776,1.0
4,3,0,natural,3.0,1.4130969047546387,0.654007613658905,1.0
