token_id,token,D,W_mid,W_final,t10_mid,t90_mid,t10_final,t90_final,flag_nonmonotonic
329,' for',1.6669,0.1045,0.0378,0.3306,0.4351,0.3920,0.4297,0
330,'ac',2.4267,0.1207,0.0683,0.3816,0.5023,0.4237,0.4921,0
331,' y',2.1207,0.1428,0.0653,0.3797,0.5224,0.4227,0.4880,0
332,'ver',2.5164,0.1163,0.0598,0.3987,0.5150,0.4451,0.5050,0
333,'ur',2.3907,0.1136,0.0601,0.3840,0.4975,0.4342,0.4943,0
334,' u',2.1572,0.1415,0.0416,0.4160,0.5575,0.4648,0.5063,0
335,'ld',2.6281,0.1541,0.1053,0.3634,0.5175,0.4069,0.5122,0
336,' st',2.0630,0.1354,0.0539,0.3908,0.5262,0.4447,0.4985,0
337,' M',1.8939,0.1280,0.0376,0.3563,0.4843,0.4205,0.4581,0
338,"""'s""",1.7622,0.1306,0.0604,0.3394,0.4700,0.3929,0.4533,0
339,' he',1.7451,0.1005,0.0408,0.3510,0.4515,0.4069,0.4477,0
340,' it',1.6576,0.1116,0.0591,0.3468,0.4584,0.3897,0.4488,0
341,'ation',2.4276,0.1712,0.1202,0.3073,0.4785,0.3597,0.4800,1
342,'ith',2.6280,0.1679,0.1373,0.2973,0.4652,0.3435,0.4809,0
343,'ir',2.4159,0.1574,0.0758,0.3468,0.5043,0.4090,0.4848,1
344,'ce',2.5375,0.1519,0.0815,0.3574,0.5093,0.4136,0.4951,0
345,' you',1.6904,0.1103,0.0568,0.3479,0.4582,0.3917,0.4486,0
346,'il',2.3300,0.1392,0.0877,0.3355,0.4747,0.3858,0.4736,0
347,' B',1.8298,0.1689,0.0521,0.3553,0.5242,0.4202,0.4723,0
348,' wh',2.1859,0.1267,0.0374,0.4303,0.5570,0.4809,0.5184,0
349,'ol',2.3054,0.1059,0.0545,0.3974,0.5033,0.4435,0.4980,0
350,' P',1.8898,0.1335,0.0398,0.3651,0.4986,0.4354,0.4752,0
351,' with',1.6985,0.1265,0.0577,0.3334,0.4599,0.4019,0.4596,0
352,' 1',1.8172,0.1569,0.0660,0.3381,0.4950,0.4173,0.4834,0
353,'ter',2.5636,0.1200,0.0708,0.3462,0.4662,0.4087,0.4794,0
354,'ch',2.2674,0.1212,0.0516,0.3754,0.4966,0.4413,0.4929,0
355,' as',1.6921,0.1329,0.0465,0.3469,0.4799,0.4235,0.4700,0
356,' we',1.7127,0.1106,0.0473,0.3573,0.4679,0.4073,0.4546,0
357,' (',1.7229,0.1329,0.0737,0.3392,0.4721,0.3919,0.4656,0
358,'nd',2.4609,0.2198,0.0799,0.3828,0.6026,0.4174,0.4974,1
359,'ill',2.5385,0.1381,0.0830,0.3539,0.4920,0.3963,0.4794,0
360,' D',1.8502,0.1397,0.0463,0.3477,0.4874,0.4117,0.4580,0
361,'if',2.2338,0.1189,0.0645,0.3729,0.4918,0.4153,0.4798,0
362,' 2',1.7778,0.1538,0.0595,0.3398,0.4936,0.4187,0.4782,0
363,'ag',2.4076,0.1154,0.0694,0.3837,0.4991,0.4205,0.4899,0
364,'ers',2.2406,0.1073,0.0583,0.3546,0.4619,0.4092,0.4675,0
365,'ke',2.4102,0.1242,0.0698,0.3748,0.4991,0.4252,0.4950,0
366,"' ""'",1.7213,0.1372,0.0260,0.3167,0.4539,0.4238,0.4498,0
367,' H',1.9034,0.1573,0.0674,0.3468,0.5041,0.4090,0.4765,0
368,'em',2.3868,0.1154,0.0821,0.4067,0.5221,0.4292,0.5112,0
369,' con',2.2374,0.1404,0.0636,0.4148,0.5552,0.4608,0.5245,0
370,' W',1.9373,0.1383,0.0396,0.3397,0.4780,0.4112,0.4508,0
371,' R',1.8902,0.1701,0.0477,0.3610,0.5311,0.4307,0.4785,0
372,'her',2.5381,0.1645,0.0541,0.3355,0.5000,0.3840,0.4381,1
373,' was',1.7383,0.1171,0.0582,0.3205,0.4376,0.3808,0.4390,0
374,' r',1.9630,0.1632,0.0679,0.3421,0.5053,0.3918,0.4597,0
375,'od',2.4568,0.1242,0.0797,0.3989,0.5230,0.4360,0.5157,0
376,' F',1.9355,0.1645,0.0498,0.3583,0.5228,0.4197,0.4694,0
377,'ul',2.4596,0.1128,0.0649,0.3770,0.4898,0.4143,0.4792,0
378,'ate',2.4701,0.1433,0.0955,0.3146,0.4579,0.3604,0.4560,1
379,' at',1.7140,0.1537,0.0755,0.3338,0.4876,0.4137,0.4893,0
380,'ri',2.4520,0.1375,0.0622,0.3621,0.4996,0.4080,0.4702,0
381,'pp',2.5326,0.1739,0.0695,0.3816,0.5555,0.4178,0.4873,0
382,'ore',2.5545,0.1353,0.0918,0.3645,0.4998,0.3967,0.4884,0
383,' The',1.7714,0.2285,0.0602,0.3225,0.5510,0.3956,0.4558,0
384,' se',2.1846,0.1778,0.0964,0.3629,0.5407,0.4068,0.5032,0
385,'us',2.3320,0.1254,0.0843,0.3618,0.4872,0.4016,0.4859,0
386,' pro',2.0920,0.1795,0.0816,0.4185,0.5980,0.4649,0.5465,0
387,' ha',2.2372,0.1968,0.1008,0.3960,0.5927,0.4358,0.5366,0
388,'um',2.4347,0.1084,0.0637,0.3815,0.4899,0.4212,0.4849,0
389,' are',1.7152,0.0992,0.0571,0.3908,0.4900,0.4313,0.4884,0
390,' de',2.1033,0.1769,0.0794,0.3915,0.5685,0.4443,0.5237,0
391,'ain',2.5526,0.1504,0.1006,0.3603,0.5107,0.4029,0.5035,0
392,'and',2.0517,0.1570,0.1080,0.3592,0.5162,0.4140,0.5220,0
393,' or',1.7862,0.0918,0.0454,0.3543,0.4460,0.3926,0.4380,0
394,'igh',2.6597,0.2018,0.1277,0.3611,0.5629,0.4142,0.5419,0
395,'est',2.4155,0.1240,0.0978,0.3812,0.5053,0.3966,0.4945,0
396,'ist',2.3396,0.1219,0.0730,0.3597,0.4816,0.4098,0.4828,0
397,'ab',2.3304,0.1149,0.0616,0.3946,0.5095,0.4417,0.5033,0
398,'rom',2.6101,0.1390,0.0762,0.3588,0.4979,0.3911,0.4673,0
399,' N',1.9483,0.1355,0.0423,0.3809,0.5164,0.4461,0.4884,0
400,'th',2.2565,0.1915,0.0597,0.3889,0.5804,0.4271,0.4868,0
401,' com',2.3292,0.1539,0.0610,0.4280,0.5819,0.4791,0.5401,0
402,' G',1.9203,0.1635,0.0449,0.3511,0.5146,0.4236,0.4684,0
403,'un',2.3009,0.1243,0.0610,0.3851,0.5094,0.4372,0.4982,0
404,'op',2.4003,0.1209,0.0648,0.4220,0.5429,0.4623,0.5271,0
405,'00',2.3761,0.2388,0.0931,0.3557,0.5945,0.3951,0.4882,0
406,' L',1.9124,0.1451,0.0565,0.3509,0.4960,0.4128,0.4694,0
407,' not',1.7135,0.1394,0.0565,0.3398,0.4791,0.4133,0.4698,0
408,'ess',2.6659,0.1442,0.0852,0.3064,0.4506,0.3415,0.4267,1
409,' ex',2.1995,0.1715,0.0725,0.3935,0.5650,0.4468,0.5193,0
410,' v',2.0817,0.1166,0.0391,0.3523,0.4689,0.4001,0.4392,0
411,'res',2.4688,0.1210,0.0608,0.3878,0.5088,0.4382,0.4990,0
412,' E',1.9759,0.1558,0.0451,0.3461,0.5019,0.4119,0.4570,0
413,'ew',2.6031,0.1551,0.1004,0.3738,0.5288,0.4161,0.5165,0
414,'ity',2.5324,0.1588,0.1007,0.3320,0.4908,0.3911,0.4917,1
415,'ant',2.4415,0.1388,0.0950,0.3377,0.4765,0.3709,0.4659,0
416,' by',1.7423,0.1407,0.0638,0.3381,0.4787,0.3995,0.4632,0
417,'el',2.2963,0.1084,0.0514,0.3682,0.4766,0.4220,0.4734,0
418,'os',2.3080,0.1025,0.1379,0.3708,0.4732,0.4166,0.5545,0
419,'ort',2.5644,0.1537,0.1197,0.3778,0.5315,0.4124,0.5321,0
420,'oc',2.4506,0.1121,0.0530,0.3954,0.5075,0.4430,0.4960,0
421,'qu',2.4885,0.1432,0.0636,0.4479,0.5911,0.4720,0.5356,0
422,' from',1.7445,0.1358,0.0769,0.3402,0.4760,0.4103,0.4872,0
423,' have',1.7383,0.1555,0.1022,0.3624,0.5179,0.4281,0.5303,0
424,' su',2.2697,0.2001,0.0536,0.4231,0.6233,0.4791,0.5326,0
425,'ive',2.5434,0.1278,0.0732,0.3565,0.4842,0.4092,0.4825,1
426,'ould',2.8716,0.1658,0.1239,0.3773,0.5431,0.4081,0.5320,0
427,' sh',2.0596,0.1611,0.0623,0.3677,0.5288,0.4314,0.4938,0
428,' this',1.6972,0.1326,0.0536,0.3410,0.4736,0.4101,0.4637,0
429,'nt',2.6453,0.2130,0.0760,0.3380,0.5510,0.4039,0.4798,0
430,'ra',2.3780,0.1529,0.0830,0.3692,0.5221,0.4217,0.5047,0
431,'pe',2.4967,0.1579,0.1045,0.4123,0.5702,0.4499,0.5544,0
432,'ight',2.6130,0.1730,0.1269,0.3786,0.5516,0.4142,0.5411,0
433,'art',2.5636,0.1263,0.0797,0.3702,0.4965,0.4048,0.4845,0
434,'ment',2.6544,0.1882,0.1224,0.3177,0.5059,0.3537,0.4761,1
435,' al',2.1800,0.1742,0.0808,0.3475,0.5217,0.4053,0.4860,0
436,'ust',2.5829,0.1486,0.1127,0.3769,0.5255,0.4056,0.5183,0
437,'end',2.4093,0.1177,0.0641,0.3630,0.4808,0.4038,0.4679,0
438,'--',2.1858,0.1401,0.0716,0.3526,0.4926,0.4230,0.4946,0
439,'all',2.3013,0.1410,0.0569,0.3575,0.4985,0.4134,0.4703,0
440,' O',2.0348,0.1736,0.0555,0.3607,0.5343,0.4327,0.4882,0
441,'ack',2.4771,0.1388,0.0772,0.3779,0.5168,0.4359,0.5130,0
442,' ch',2.0667,0.1426,0.0642,0.3595,0.5021,0.4135,0.4777,0
443,' le',2.1689,0.1958,0.0706,0.3914,0.5873,0.4488,0.5194,0
444,'ies',2.4109,0.1102,0.0750,0.3552,0.4654,0.4051,0.4801,0
445,'red',2.4945,0.1230,0.0832,0.3612,0.4842,0.3963,0.4796,0
446,'ard',2.5263,0.1708,0.1285,0.3147,0.4854,0.3539,0.4824,0
447,'�',2.6335,0.2403,0.1571,0.3581,0.5984,0.3601,0.5171,0
448,'out',2.2890,0.1231,0.0603,0.3667,0.4898,0.4101,0.4704,0
449,' J',1.9415,0.1263,0.0392,0.3607,0.4870,0.4286,0.4678,0
450,' ab',2.2612,0.2271,0.0798,0.3510,0.5781,0.4068,0.4866,0
451,'ear',2.6665,0.1157,0.0695,0.3845,0.5002,0.4235,0.4930,0
452,'iv',2.5191,0.1460,0.1004,0.3513,0.4973,0.3803,0.4808,1
453,'ally',2.6713,0.1799,0.0781,0.3363,0.5162,0.3816,0.4597,1
454,'our',2.4911,0.1477,0.0706,0.3304,0.4781,0.3753,0.4459,1
455,'ost',2.5869,0.1262,0.0831,0.3939,0.5200,0.4353,0.5184,0
456,'gh',2.6016,0.1563,0.0736,0.3505,0.5068,0.4043,0.4779,1
457,'pt',2.6076,0.1653,0.1049,0.3612,0.5264,0.4175,0.5223,0
458,' pl',2.1932,0.1711,0.0751,0.3912,0.5622,0.4330,0.5081,0
459,'ast',2.5411,0.1123,0.0778,0.4116,0.5239,0.4429,0.5207,0
460,' can',1.7508,0.1091,0.0500,0.4034,0.5125,0.4589,0.5089,0
461,'ak',2.3563,0.1307,0.0743,0.3447,0.4755,0.3968,0.4711,0
462,'ome',2.5897,0.1499,0.1000,0.4030,0.5529,0.4403,0.5404,0
463,'ud',2.5002,0.1296,0.0711,0.3785,0.5081,0.4215,0.4926,0
464,'The',1.9678,0.1934,0.1604,0.3365,0.5299,0.4018,0.5622,0
465,' his',1.7513,0.1044,0.0398,0.3227,0.4270,0.3820,0.4217,1
466,' do',1.7786,0.1268,0.0473,0.3812,0.5080,0.4518,0.4991,0
467,' go',1.7591,0.1352,0.0589,0.4182,0.5534,0.4804,0.5393,0
468,' has',1.7084,0.1347,0.0691,0.3652,0.4999,0.4220,0.4911,0
469,'ge',2.5098,0.1248,0.0642,0.3902,0.5151,0.4447,0.5089,0
470,"""'t""",2.0079,0.1485,0.0629,0.3543,0.5027,0.4348,0.4977,0
471,' U',1.9403,0.1391,0.0490,0.3960,0.5351,0.4606,0.5096,0
472,'rou',2.6457,0.1474,0.0778,0.3883,0.5357,0.4217,0.4995,0
473,' sa',2.3076,0.1877,0.0906,0.3613,0.5490,0.4060,0.4966,0
474,' j',1.9996,0.1405,0.0515,0.3751,0.5156,0.4349,0.4864,0
475,' but',1.7680,0.1464,0.0650,0.3839,0.5303,0.4446,0.5096,0
476,' wor',2.4586,0.2415,0.1062,0.4164,0.6579,0.4607,0.5668,0
477,' all',1.7077,0.1720,0.0661,0.3588,0.5308,0.4506,0.5167,0
478,'ect',2.7473,0.1704,0.1054,0.3501,0.5205,0.4063,0.5117,0
479,' k',1.9323,0.1207,0.0424,0.3532,0.4739,0.4153,0.4577,0
480,'ame',2.6158,0.2024,0.1305,0.3637,0.5662,0.4065,0.5371,0
481,' will',1.7753,0.1121,0.0651,0.3941,0.5062,0.4311,0.4962,1
482,'ok',2.4923,0.1512,0.0991,0.3498,0.5010,0.3893,0.4884,0
483,' whe',2.4265,0.2422,0.1002,0.3831,0.6253,0.4171,0.5173,0
484,' they',1.7471,0.1070,0.0524,0.3719,0.4790,0.4212,0.4736,0
485,'ide',2.5503,0.1437,0.0813,0.3598,0.5035,0.4159,0.4971,1
486,'01',2.3162,0.1843,0.1076,0.3582,0.5425,0.4090,0.5166,1
487,'ff',2.4907,0.1407,0.0746,0.3603,0.5010,0.4038,0.4784,0
488,'ich',2.5968,0.1731,0.1231,0.3300,0.5032,0.3869,0.5100,0
489,'pl',2.5231,0.1356,0.0640,0.3844,0.5200,0.4235,0.4875,0
490,'ther',2.7271,0.1860,0.0943,0.3317,0.5177,0.3647,0.4590,0
491,' tr',2.2457,0.1664,0.0637,0.3810,0.5474,0.4381,0.5018,0
492,'..',2.0847,0.1787,0.0754,0.4154,0.5941,0.4684,0.5437,0
493,' int',2.1654,0.1461,0.0641,0.4324,0.5785,0.4919,0.5560,0
494,'ie',2.2783,0.1280,0.0648,0.3892,0.5172,0.4443,0.5091,0
495,'ure',2.5533,0.1590,0.0981,0.3105,0.4695,0.3518,0.4499,0
496,'age',2.5826,0.1969,0.1268,0.2961,0.4930,0.3450,0.4718,1
497,' ne',2.2886,0.1636,0.0640,0.3925,0.5560,0.4349,0.4989,0
498,'ial',2.6215,0.1640,0.1106,0.3337,0.4977,0.3710,0.4816,0
499,'ap',2.3878,0.0980,0.0541,0.3962,0.4942,0.4333,0.4874,0
500,'ine',2.3645,0.1576,0.1126,0.3379,0.4955,0.3730,0.4856,0
501,'ice',2.6037,0.1943,0.1129,0.3392,0.5335,0.3867,0.4996,0
502,' me',1.8699,0.1164,0.0667,0.3833,0.4998,0.4301,0.4968,0
503,' out',1.7516,0.1324,0.0566,0.3844,0.5168,0.4513,0.5079,0
504,'ans',2.4598,0.1258,0.0724,0.3436,0.4694,0.3856,0.4581,0
505,'one',2.3004,0.1241,0.0631,0.3547,0.4788,0.4066,0.4697,0
506,'ong',2.5447,0.1074,0.0673,0.4121,0.5194,0.4453,0.5126,0
507,'ions',2.6115,0.1372,0.1231,0.2987,0.4359,0.3608,0.4839,0
508,' who',1.8191,0.1611,0.0734,0.3733,0.5345,0.4410,0.5144,0
509,' K',1.9292,0.1267,0.0350,0.3379,0.4646,0.4137,0.4487,0
510,' up',1.7751,0.1395,0.0578,0.3776,0.5171,0.4512,0.5090,0
511,' their',1.7551,0.1120,0.1123,0.3440,0.4560,0.4063,0.5186,0
512,' ad',2.2234,0.1458,0.0712,0.3636,0.5094,0.4268,0.4981,0
513,' 3',1.7763,0.1537,0.0606,0.3412,0.4949,0.4273,0.4879,0
514,' us',1.9034,0.1095,0.0500,0.3791,0.4886,0.4176,0.4676,0
515,'ated',2.4434,0.1494,0.0805,0.3046,0.4540,0.3627,0.4431,1
516,'ous',2.5243,0.1791,0.1524,0.3690,0.5481,0.3933,0.5457,0
517,' more',1.6719,0.1644,0.1078,0.3620,0.5264,0.4088,0.5166,0
518,'ue',2.5530,0.1471,0.0898,0.3572,0.5044,0.4087,0.4985,0
519,'og',2.4772,0.1363,0.0756,0.3804,0.5167,0.4278,0.5034,0
520,' St',2.0292,0.1570,0.0526,0.3404,0.4974,0.4146,0.4672,0
521,'ind',2.5174,0.1755,0.1027,0.3538,0.5293,0.3920,0.4947,0
522,'ike',2.6633,0.1461,0.0868,0.3638,0.5099,0.4105,0.4973,0
523,' so',1.7830,0.1680,0.0630,0.3580,0.5261,0.4355,0.4984,0
524,'ime',2.6529,0.1645,0.0879,0.3405,0.5050,0.3839,0.4718,0
525,'per',2.4556,0.1967,0.1047,0.3966,0.5933,0.4487,0.5533,0
526,"'.""'",1.7954,0.1394,0.0902,0.3441,0.4835,0.4305,0.5208,1
527,'ber',2.5618,0.1394,0.0947,0.4113,0.5507,0.4519,0.5466,0
528,'iz',2.4486,0.1101,0.0658,0.3896,0.4998,0.4302,0.4960,0
529,'act',2.6023,0.1597,0.1104,0.3814,0.5412,0.4255,0.5359,0
530,' one',1.6930,0.1542,0.0649,0.3552,0.5094,0.4366,0.5015,0
531,' said',1.8991,0.1262,0.0554,0.3530,0.4792,0.4167,0.4721,0
532,' -',1.8845,0.1155,0.0550,0.3314,0.4469,0.3821,0.4371,0
533,'are',2.4061,0.1112,0.0665,0.3828,0.4940,0.4124,0.4789,0
534,' your',1.7548,0.1089,0.0544,0.3401,0.4490,0.3945,0.4489,0
535,'cc',2.5234,0.1334,0.0695,0.3842,0.5176,0.4324,0.5020,0
536,' Th',2.1925,0.1499,0.0457,0.3680,0.5179,0.4429,0.4885,0
537,' cl',2.1059,0.1651,0.0739,0.3948,0.5600,0.4463,0.5203,0
538,'ep',2.5460,0.1163,0.0651,0.3949,0.5112,0.4425,0.5076,0
539,'ake',2.6571,0.1465,0.0956,0.3512,0.4976,0.4026,0.4983,0
540,'able',2.3996,0.1569,0.1279,0.3390,0.4959,0.3825,0.5104,0
541,'ip',2.4603,0.1422,0.0872,0.3413,0.4835,0.3799,0.4671,0
542,' cont',2.3535,0.1669,0.0530,0.4823,0.6492,0.5227,0.5757,0
543,' which',1.8556,0.1719,0.2340,0.3487,0.5206,0.4278,0.6618,0
544,'ia',2.3924,0.1618,0.1162,0.3206,0.4824,0.3633,0.4795,0
545,' im',2.3881,0.1583,0.0804,0.4204,0.5787,0.4668,0.5472,0
546,' about',1.7843,0.1389,0.0507,0.3706,0.5095,0.4590,0.5098,0
547,' were',1.7881,0.1060,0.0682,0.3671,0.4731,0.4213,0.4895,0
548,'very',2.2183,0.1771,0.1117,0.3738,0.5509,0.4109,0.5226,0
549,'ub',2.4916,0.1239,0.0911,0.4082,0.5321,0.4308,0.5219,0
550,' had',1.7677,0.1404,0.0748,0.3358,0.4762,0.3927,0.4674,0
551,' en',2.2642,0.1958,0.0859,0.3563,0.5521,0.4124,0.4983,0
552,' comp',2.3448,0.1888,0.0607,0.4108,0.5995,0.4581,0.5188,0
553,"',""'",1.8171,0.1277,0.0591,0.3590,0.4867,0.4407,0.4998,0
554,' In',1.7987,0.1534,0.0704,0.3421,0.4955,0.4088,0.4793,1
555,' un',1.9403,0.1888,0.0920,0.3715,0.5602,0.4364,0.5284,0
556,' ag',2.2906,0.1611,0.0534,0.4187,0.5799,0.4706,0.5241,0
557,'ire',2.5747,0.1811,0.1091,0.3337,0.5149,0.3864,0.4955,0
558,'ace',2.6839,0.1732,0.1035,0.3149,0.4881,0.3646,0.4681,1
559,'au',2.5893,0.1255,0.0737,0.3343,0.4598,0.3806,0.4543,0
560,'ary',2.5681,0.1456,0.1054,0.3726,0.5183,0.4352,0.5406,0
561,' would',1.7842,0.1182,0.0744,0.3713,0.4895,0.4200,0.4943,0
562,'ass',2.5259,0.1156,0.0625,0.3719,0.4874,0.4209,0.4834,1
563,'ry',2.5401,0.1328,0.0870,0.3338,0.4666,0.3719,0.4589,0
564,' �',2.5165,0.2464,0.1393,0.3631,0.6094,0.3872,0.5265,0
565,'cl',2.4444,0.1257,0.0537,0.3942,0.5199,0.4445,0.4982,0
566,'ook',2.6377,0.1968,0.1069,0.3620,0.5588,0.3920,0.4989,0
567,'ere',2.6380,0.1885,0.1082,0.3667,0.5552,0.4048,0.5129,0
568,'so',2.4354,0.1517,0.0545,0.3673,0.5190,0.3974,0.4519,0
569,' V',1.9608,0.1294,0.0427,0.3523,0.4817,0.4159,0.4586,0
570,'ign',2.6228,0.1315,0.0879,0.4159,0.5473,0.4505,0.5384,0
571,'ib',2.5199,0.1374,0.0704,0.3727,0.5101,0.4214,0.4917,0
572,' off',1.8818,0.1393,0.0616,0.3742,0.5135,0.4465,0.5081,0
573,' te',2.2450,0.1438,0.0549,0.4161,0.5599,0.4628,0.5178,0
574,'ven',2.5922,0.1303,0.0794,0.3779,0.5082,0.4175,0.4969,0
575,' Y',2.0587,0.1315,0.0569,0.3642,0.4958,0.4213,0.4783,0
576,'ile',2.5238,0.1618,0.1041,0.3434,0.5053,0.3891,0.4932,0
577,'ose',2.6189,0.1783,0.1579,0.3539,0.5323,0.4012,0.5591,0
578,'ite',2.5016,0.1460,0.0804,0.3557,0.5017,0.4149,0.4953,1
579,'orm',2.6429,0.1282,0.0944,0.3936,0.5218,0.4294,0.5238,0
580,' 201',2.2369,0.1991,0.1170,0.3486,0.5477,0.4120,0.5290,0
581,' res',2.2942,0.1843,0.1100,0.3713,0.5555,0.3935,0.5035,0
582,' man',1.9089,0.1424,0.0538,0.3538,0.4962,0.4349,0.4886,0
583,' per',2.0731,0.1545,0.0717,0.4105,0.5650,0.4708,0.5425,0
584,' other',1.7730,0.1544,0.0868,0.4024,0.5568,0.4638,0.5506,0
585,'ord',2.5961,0.2517,0.1477,0.3140,0.5657,0.3288,0.4765,0
586,'ult',2.6937,0.1268,0.0728,0.3881,0.5149,0.4170,0.4898,0
587,' been',1.7599,0.1545,0.0683,0.3698,0.5243,0.4604,0.5287,0
588,' like',1.8265,0.1709,0.0775,0.3470,0.5179,0.4220,0.4995,0
589,'ase',2.5902,0.2007,0.1815,0.3356,0.5364,0.3850,0.5665,0
590,'ance',2.6455,0.1676,0.1057,0.3081,0.4757,0.3542,0.4599,0
591,'ks',2.5434,0.1244,0.0751,0.3532,0.4776,0.3939,0.4690,0
592,'ays',2.5723,0.1486,0.0843,0.3158,0.4644,0.3729,0.4573,0
593,'own',2.8072,0.1573,0.0968,0.2945,0.4519,0.3546,0.4515,0
594,'ence',2.6053,0.1739,0.1266,0.3112,0.4851,0.3480,0.4746,1
595,' dis',2.1535,0.2385,0.1094,0.3594,0.5979,0.4176,0.5269,0
596,'ction',2.7609,0.1604,0.0975,0.3169,0.4773,0.3840,0.4816,0
597,' any',1.8088,0.1404,0.0668,0.3740,0.5144,0.4252,0.4920,0
598,' app',2.1009,0.1470,0.0636,0.3628,0.5098,0.4359,0.4995,0
599,' sp',2.0875,0.1427,0.0472,0.4245,0.5672,0.4804,0.5276,0
600,'int',2.3853,0.1026,0.0661,0.4151,0.5177,0.4450,0.5111,0
601,'ress',2.7404,0.1410,0.0929,0.3132,0.4542,0.3580,0.4509,1
602,'ations',2.4972,0.1435,0.1668,0.3066,0.4501,0.3766,0.5434,0
603,'ail',2.5450,0.1431,0.0914,0.3722,0.5153,0.4255,0.5169,0
604,' 4',1.7668,0.1509,0.0537,0.3461,0.4970,0.4357,0.4894,0
605,'ical',2.4520,0.1672,0.1152,0.3667,0.5339,0.4183,0.5335,0
606,' them',1.7915,0.1083,0.0647,0.4117,0.5200,0.4534,0.5180,0
607,' her',1.8421,0.1005,0.0430,0.3290,0.4294,0.3863,0.4293,0
608,'ount',2.7254,0.1884,0.1617,0.3514,0.5398,0.3681,0.5297,0
609,' Ch',2.0887,0.1387,0.0407,0.3586,0.4973,0.4362,0.4768,1
610,' ar',2.2327,0.1722,0.0889,0.3635,0.5357,0.4129,0.5018,0
611,' if',1.7928,0.1333,0.0627,0.3953,0.5286,0.4450,0.5077,0
612,' there',1.7847,0.1417,0.0831,0.3559,0.4977,0.4135,0.4966,0
613,' pe',2.2336,0.1633,0.0605,0.4290,0.5923,0.4785,0.5390,0
614,' year',1.9055,0.1546,0.0771,0.3586,0.5132,0.4256,0.5027,0
615,'av',2.5271,0.1182,0.0581,0.3648,0.4830,0.4037,0.4618,0
616,' my',1.8035,0.1244,0.0545,0.3614,0.4857,0.4313,0.4857,0
617,' some',1.7084,0.1718,0.0840,0.3638,0.5355,0.4346,0.5186,0
618,' when',1.8021,0.1262,0.0591,0.3474,0.4736,0.4204,0.4795,0
619,'ough',2.5558,0.1908,0.2050,0.3663,0.5572,0.4108,0.6158,0
620,'ach',2.5429,0.1562,0.0750,0.3323,0.4885,0.4025,0.4775,0
621,' than',1.9081,0.1484,0.0804,0.3855,0.5339,0.4390,0.5194,0
622,'ru',2.6636,0.1291,0.0690,0.3712,0.5004,0.4040,0.4730,0
623,'ond',2.5955,0.1741,0.1315,0.3507,0.5248,0.4028,0.5343,0
624,'ick',2.4820,0.1364,0.0906,0.3977,0.5341,0.4373,0.5279,0
625,' over',1.8131,0.1590,0.0724,0.3870,0.5460,0.4657,0.5380,0
626,'vel',2.6651,0.1609,0.0960,0.3384,0.4993,0.3851,0.4810,0
627,' qu',2.2309,0.1793,0.0714,0.4106,0.5899,0.4682,0.5396,0
628,'\n\n',1.9070,0.2036,0.1358,0.3787,0.5823,0.4496,0.5854,0
629,' sc',2.0655,0.1360,0.0589,0.4119,0.5479,0.4594,0.5183,0
630,'reat',2.6988,0.1844,0.1316,0.3470,0.5314,0.3828,0.5144,0
631,'ree',2.6807,0.1393,0.0824,0.3310,0.4703,0.3714,0.4538,0
632,' It',1.7460,0.1314,0.0624,0.3676,0.4991,0.4170,0.4794,1
633,'ound',2.5766,0.1614,0.1271,0.3696,0.5310,0.4134,0.5405,0
634,'port',2.6435,0.1420,0.0871,0.3514,0.4934,0.3961,0.4831,1
635,' also',1.9070,0.2063,0.1470,0.3446,0.5509,0.4209,0.5679,0
636,' part',1.9639,0.2035,0.1045,0.3613,0.5648,0.4348,0.5394,0
637,'fter',2.8864,0.2135,0.3050,0.3526,0.5660,0.3990,0.7040,0
638,' kn',2.3722,0.1738,0.0627,0.3806,0.5543,0.4268,0.4895,0
639,' bec',2.4732,0.2364,0.1011,0.3856,0.6220,0.4280,0.5292,0
640,' time',1.8662,0.1447,0.0798,0.3452,0.4899,0.4054,0.4852,0
641,'ens',2.5451,0.1146,0.0730,0.3470,0.4616,0.3947,0.4677,0
642,' 5',1.7773,0.1563,0.0683,0.3281,0.4843,0.4104,0.4787,0
643,'ople',3.1117,0.2166,0.1208,0.3250,0.5415,0.3826,0.5033,0
644,' what',1.7163,0.1498,0.0580,0.3739,0.5237,0.4602,0.5183,0
645,' no',1.7911,0.1625,0.0920,0.3407,0.5032,0.4064,0.4984,0
646,'du',2.6569,0.1144,0.0483,0.4003,0.5147,0.4380,0.4863,0
647,'mer',2.5476,0.1360,0.0853,0.3786,0.5146,0.4161,0.5013,0
648,'ang',2.5233,0.1317,0.0872,0.3847,0.5165,0.4201,0.5073,0
649,' new',1.7454,0.1865,0.1264,0.3558,0.5423,0.4026,0.5290,0
650,'----',2.5467,0.1745,0.1036,0.3663,0.5408,0.3994,0.5030,0
651,' get',1.7603,0.1388,0.0660,0.3908,0.5296,0.4495,0.5155,0
652,'ory',2.6601,0.1486,0.1013,0.3455,0.4941,0.3906,0.4918,0
653,'ition',2.6718,0.1498,0.1489,0.2926,0.4424,0.3485,0.4973,1
654,'ings',2.6373,0.1392,0.0748,0.3485,0.4877,0.3946,0.4694,0
655,' just',1.7855,0.1919,0.0777,0.3557,0.5476,0.4482,0.5259,0
