token_id,token,D,W_mid,W_final,t10_mid,t90_mid,t10_final,t90_final,flag_nonmonotonic
1859,'itional',2.7099,0.2000,0.1403,0.3280,0.5281,0.3990,0.5393,0
1860,'dd',2.4931,0.1574,0.0999,0.4036,0.5610,0.4353,0.5351,0
1861,' prob',2.5625,0.1926,0.0728,0.4164,0.6090,0.4583,0.5311,0
1862,' young',1.9238,0.3013,0.2783,0.3153,0.6166,0.3189,0.5971,0
1863,' along',2.0715,0.2203,0.1391,0.3655,0.5858,0.4467,0.5858,0
1864,' according',2.0438,0.1552,0.0918,0.4049,0.5601,0.4618,0.5536,0
1865,' yet',2.1128,0.1946,0.0771,0.4016,0.5962,0.4604,0.5374,0
1866,' members',2.0625,0.1440,0.0746,0.3658,0.5098,0.4230,0.4975,0
1867,' What',1.8185,0.1568,0.0506,0.4042,0.5610,0.4674,0.5180,1
1868,'oid',2.6892,0.1643,0.1105,0.3485,0.5128,0.3974,0.5080,0
1869,' Man',2.1485,0.1165,0.0435,0.3536,0.4701,0.4150,0.4586,0
1870,'And',2.0182,0.1516,0.0941,0.3869,0.5385,0.4564,0.5505,0
1871,' among',2.1083,0.1349,0.0558,0.4312,0.5661,0.5029,0.5587,0
1872,'ai',2.4535,0.1457,0.0786,0.3797,0.5254,0.4303,0.5090,0
1873,' employ',2.3590,0.1718,0.0755,0.3609,0.5327,0.4221,0.4976,1
1874,' Res',2.3138,0.1634,0.0688,0.3615,0.5249,0.4204,0.4892,0
1875,' >',2.1741,0.1720,0.0626,0.3779,0.5499,0.4162,0.4788,0
1876,' invol',2.6335,0.2560,0.0973,0.3240,0.5800,0.3452,0.4425,0
1877,' low',1.8711,0.2739,0.2084,0.3523,0.6262,0.3919,0.6003,0
1878,'af',2.4481,0.1405,0.0765,0.3764,0.5169,0.4320,0.5086,0
1879,' Car',2.1561,0.1523,0.0426,0.3524,0.5047,0.4403,0.4829,0
1880,' hig',2.4684,0.3047,0.1383,0.3537,0.6584,0.3920,0.5304,0
1881,' One',1.9201,0.1648,0.0503,0.3714,0.5362,0.4385,0.4888,0
1882,' Sec',2.4999,0.1561,0.0515,0.3475,0.5036,0.3981,0.4496,0
1883,'ination',2.5758,0.1829,0.1628,0.2934,0.4764,0.3610,0.5238,0
1884,' likely',2.0166,0.1575,0.0721,0.4077,0.5652,0.4863,0.5584,0
1885,' ant',2.2941,0.1872,0.0892,0.3863,0.5735,0.4419,0.5311,0
1886,'aged',2.6155,0.1994,0.1281,0.2846,0.4839,0.3451,0.4732,0
1887,' Russ',2.5707,0.2406,0.1192,0.3615,0.6020,0.3876,0.5068,0
1888,' ben',2.4926,0.1834,0.0518,0.4220,0.6054,0.4767,0.5285,0
1889,' rele',2.6443,0.2233,0.0815,0.3869,0.6102,0.4334,0.5148,0
1890,'For',2.0037,0.1477,0.0430,0.3668,0.5146,0.4161,0.4590,0
1891,'back',2.3716,0.1332,0.0643,0.3769,0.5101,0.4330,0.4973,0
1892,' Not',1.9116,0.1623,0.0512,0.3674,0.5297,0.4248,0.4760,1
1893,' president',1.9566,0.1614,0.0817,0.3875,0.5490,0.4614,0.5431,0
1894,'ball',2.5714,0.1514,0.0905,0.3679,0.5193,0.4186,0.5091,0
1895,' access',2.1416,0.1774,0.0966,0.3802,0.5576,0.4328,0.5294,0
1896,'ividual',2.9486,0.1758,0.1624,0.3368,0.5126,0.3920,0.5543,0
1897,' Dem',2.3360,0.1455,0.0479,0.4055,0.5509,0.4609,0.5089,0
1898,' Euro',2.3081,0.1723,0.0755,0.3840,0.5564,0.4203,0.4958,0
1899,'60',2.2420,0.1897,0.0713,0.3337,0.5234,0.4080,0.4792,0
1900,' known',2.0724,0.1953,0.1112,0.3275,0.5227,0.3929,0.5041,0
1901,'irl',2.7813,0.1581,0.0960,0.3695,0.5276,0.3912,0.4872,0
1902,' Gr',2.2713,0.1568,0.0460,0.3746,0.5314,0.4516,0.4976,0
1903,' early',2.0062,0.2134,0.1071,0.3487,0.5621,0.4155,0.5226,0
1904,'use',2.4792,0.1326,0.0823,0.3749,0.5075,0.4258,0.5082,0
1905,'iety',2.7691,0.2029,0.1337,0.3064,0.5093,0.3730,0.5067,1
1906,'–',2.1341,0.1316,0.0722,0.3657,0.4973,0.4262,0.4984,0
1907,' fight',2.0527,0.1298,0.0747,0.4146,0.5444,0.4640,0.5386,0
1908,' sent',2.0704,0.1565,0.1004,0.3573,0.5138,0.4314,0.5318,0
1909,' today',2.1039,0.1398,0.0633,0.3886,0.5283,0.4562,0.5195,0
1910,' market',2.0383,0.1680,0.0841,0.3914,0.5593,0.4623,0.5465,0
1911,"'"".'",2.0177,0.1216,0.1759,0.3436,0.4652,0.4126,0.5885,1
1912,' based',2.0616,0.1760,0.0811,0.3524,0.5285,0.4455,0.5266,0
1913,' strong',1.8024,0.2831,0.2451,0.3435,0.6265,0.3452,0.5903,0
1914,'urther',2.6219,0.1956,0.1517,0.3472,0.5428,0.3824,0.5341,0
1915,' deb',2.4643,0.2182,0.0499,0.3935,0.6117,0.4489,0.4988,0
1916,'mber',2.7773,0.1796,0.1160,0.3231,0.5027,0.3679,0.4839,0
1917,' problem',1.8811,0.1747,0.1066,0.3963,0.5710,0.4549,0.5615,0
1918,' death',2.1144,0.2280,0.1571,0.3398,0.5678,0.4078,0.5649,0
1919,' social',1.9892,0.1615,0.0867,0.3954,0.5569,0.4503,0.5370,0
1920,'imate',2.7455,0.1710,0.1076,0.3051,0.4761,0.3682,0.4758,0
1921,'AS',2.4123,0.1210,0.0631,0.3716,0.4926,0.4263,0.4893,0
1922,'ortun',2.7630,0.2172,0.1647,0.3736,0.5908,0.3622,0.5269,0
1923,' campaign',2.0561,0.1305,0.0533,0.3591,0.4896,0.4258,0.4791,0
1924,'ery',2.6647,0.2015,0.1557,0.3559,0.5574,0.3794,0.5352,0
1925,'Ch',2.2543,0.1317,0.0489,0.3590,0.4907,0.4270,0.4759,0
1926,' ey',2.4012,0.2215,0.0988,0.3880,0.6096,0.4300,0.5287,0
1927,'ially',2.8509,0.1762,0.2073,0.3087,0.4849,0.3487,0.5560,0
1928,' mus',2.3980,0.2122,0.0716,0.3638,0.5760,0.4042,0.4758,0
1929,'wh',2.4946,0.1322,0.0581,0.4234,0.5557,0.4608,0.5189,0
1930,'pos',2.6027,0.1190,0.0676,0.3779,0.4968,0.4166,0.4842,0
1931,' er',2.3127,0.1835,0.0658,0.3964,0.5799,0.4384,0.5042,0
1932,' saf',2.5205,0.2109,0.0774,0.3855,0.5963,0.4316,0.5090,0
1933,' months',2.0441,0.1754,0.0812,0.3707,0.5461,0.4380,0.5192,0
1934,'iron',2.8487,0.1487,0.0930,0.3621,0.5108,0.4121,0.5051,0
1935,' viol',2.5585,0.1961,0.0640,0.3908,0.5869,0.4217,0.4857,0
1936,' five',1.7818,0.1863,0.0870,0.3508,0.5371,0.4257,0.5127,0
1937,' stre',2.4751,0.2544,0.0836,0.3821,0.6365,0.4210,0.5046,0
1938,' players',1.9961,0.1472,0.0762,0.3928,0.5399,0.4476,0.5238,0
1939,'inc',2.5242,0.1480,0.0993,0.3846,0.5325,0.4063,0.5056,0
1940,'ald',2.6374,0.1461,0.0871,0.3743,0.5203,0.4272,0.5143,0
1941,'year',2.1981,0.1640,0.1053,0.3515,0.5154,0.3943,0.4996,1
1942,'aun',2.7072,0.1569,0.1154,0.3595,0.5164,0.3718,0.4872,0
1943,' success',2.0970,0.1441,0.0701,0.4283,0.5724,0.4849,0.5550,0
1944,' present',2.2023,0.1918,0.1158,0.3571,0.5488,0.4031,0.5189,0
1945,'erence',2.6664,0.2094,0.1446,0.3344,0.5438,0.3918,0.5363,1
1946,' 2014',2.0026,0.1412,0.0778,0.3976,0.5388,0.4519,0.5297,0
1947,' sugg',2.7388,0.2700,0.1068,0.3420,0.6120,0.3656,0.4725,0
1948,' particular',2.0305,0.2050,0.1213,0.3932,0.5982,0.4723,0.5936,0
1949,' try',1.9683,0.1493,0.0689,0.3896,0.5388,0.4491,0.5181,0
1950,' suggest',2.1378,0.1711,0.1347,0.3684,0.5395,0.4181,0.5528,0
1951,' Christ',2.2574,0.1948,0.0990,0.3375,0.5323,0.3974,0.4964,0
1952,'ones',2.7203,0.1288,0.0777,0.3715,0.5003,0.4120,0.4897,0
1953,' priv',2.5851,0.2153,0.1088,0.3574,0.5726,0.4053,0.5141,0
1954,'23',2.1489,0.1915,0.1110,0.3350,0.5265,0.4067,0.5178,0
1955,' crit',2.3761,0.1697,0.0754,0.4113,0.5810,0.4488,0.5242,0
1956,' land',2.1445,0.1441,0.0644,0.3774,0.5215,0.4440,0.5084,0
1957,' local',2.0021,0.1708,0.1046,0.3794,0.5501,0.4247,0.5294,0
1958,'ify',2.5512,0.1442,0.0828,0.3309,0.4751,0.3908,0.4737,0
1959,'29',2.2048,0.1779,0.0987,0.3219,0.4998,0.3920,0.4907,0
1960,' aut',2.3800,0.1809,0.0746,0.3965,0.5774,0.4421,0.5167,0
1961,'ED',2.4088,0.1633,0.0822,0.3411,0.5043,0.3970,0.4792,1
1962,' Gu',2.2650,0.1460,0.0334,0.3891,0.5350,0.4507,0.4841,0
1963,' mult',2.1490,0.1905,0.0717,0.4201,0.6106,0.4763,0.5480,0
1964,' political',1.8842,0.1562,0.0813,0.4075,0.5637,0.4568,0.5381,0
1965,' asked',2.0267,0.1555,0.1040,0.3528,0.5083,0.4245,0.5285,0
1966,' former',1.9469,0.1853,0.1014,0.3912,0.5765,0.4782,0.5796,0
1967,'itter',2.6177,0.1620,0.1083,0.3574,0.5193,0.4156,0.5238,0
1968,'ript',2.9206,0.1756,0.1161,0.3311,0.5068,0.3906,0.5067,0
1969,' close',2.0185,0.2180,0.1675,0.3399,0.5580,0.3806,0.5481,0
1970,' pract',2.5872,0.2293,0.1509,0.3531,0.5824,0.3863,0.5373,0
1971,' York',2.1250,0.1916,0.1080,0.3576,0.5492,0.4221,0.5301,0
1972,' getting',1.8027,0.1682,0.0743,0.3648,0.5330,0.4386,0.5129,0
1973,' across',2.0400,0.1682,0.0838,0.4068,0.5750,0.4888,0.5726,0
1974,' comb',2.4739,0.2201,0.0761,0.3730,0.5931,0.4210,0.4971,0
1975,' believe',2.0064,0.1719,0.0931,0.3720,0.5439,0.4496,0.5427,0
1976,' z',2.0825,0.1312,0.0507,0.3884,0.5196,0.4442,0.4949,0
1977,' toget',2.8569,0.2494,0.1360,0.3092,0.5586,0.3320,0.4680,0
1978,' together',2.1262,0.1792,0.1051,0.3651,0.5443,0.4205,0.5257,1
1979,' Cent',2.4497,0.1568,0.0547,0.3783,0.5352,0.4348,0.4895,0
1980,'irc',2.8702,0.1704,0.1441,0.3191,0.4895,0.3158,0.4599,1
1981,' individual',2.0143,0.1720,0.1142,0.4140,0.5860,0.4445,0.5587,0
1982,' Mc',2.2074,0.1702,0.0582,0.4166,0.5868,0.4890,0.5471,0
1983,'27',2.1704,0.1788,0.1047,0.3459,0.5246,0.4133,0.5179,0
1984,'isk',2.7216,0.1428,0.0840,0.3753,0.5180,0.4139,0.4979,0
1985,' Eng',2.4723,0.1508,0.0613,0.3391,0.4898,0.3946,0.4560,0
1986,' face',2.1432,0.1171,0.0515,0.4152,0.5323,0.4755,0.5270,0
1987,' 24',1.9527,0.1843,0.0762,0.3313,0.5156,0.4119,0.4881,0
1988,' value',2.0951,0.1689,0.0873,0.3589,0.5279,0.4327,0.5200,0
1989,' area',2.0444,0.2004,0.1106,0.3551,0.5555,0.4262,0.5369,0
1990,'ev',2.6194,0.1378,0.0886,0.3778,0.5156,0.4260,0.5146,0
1991,' writ',2.6248,0.2349,0.0867,0.3654,0.6003,0.4142,0.5009,0
1992,' President',2.0418,0.1831,0.1366,0.3761,0.5592,0.4528,0.5895,0
1993,' vot',2.7186,0.2362,0.0964,0.3225,0.5587,0.3768,0.4732,0
1994,' key',1.8897,0.2196,0.1089,0.3874,0.6069,0.4454,0.5543,0
1995,' mom',2.0896,0.1520,0.0945,0.3952,0.5472,0.4347,0.5292,0
1996,'put',2.6131,0.1195,0.0676,0.3753,0.4948,0.4252,0.4928,0
1997,' anything',1.9857,0.1700,0.0878,0.3912,0.5613,0.4548,0.5426,0
1998,' experience',2.1420,0.1834,0.1000,0.3473,0.5308,0.3994,0.4994,0
1999,'attle',2.6777,0.1481,0.1174,0.3663,0.5143,0.3964,0.5138,0
2000,' mind',2.1339,0.2152,0.0936,0.3375,0.5527,0.4257,0.5193,0
2001,'aff',2.6575,0.1578,0.0705,0.3495,0.5073,0.3947,0.4652,0
2002,'omm',2.6807,0.1414,0.0803,0.3798,0.5212,0.4203,0.5006,0
2003,' future',2.0568,0.1728,0.0813,0.3906,0.5634,0.4566,0.5380,0
2004,'ged',2.6599,0.1485,0.0762,0.3404,0.4889,0.3919,0.4681,1
2005,' cut',2.0833,0.1366,0.0647,0.3731,0.5097,0.4328,0.4975,0
2006,' tot',2.4852,0.1972,0.1048,0.3716,0.5689,0.3962,0.5010,0
2007,'itch',2.6182,0.1822,0.1184,0.3643,0.5464,0.4324,0.5508,0
2008,' video',1.9856,0.1328,0.0541,0.4193,0.5521,0.4851,0.5393,0
2009,' investig',2.6623,0.2127,0.1144,0.3461,0.5588,0.4008,0.5151,0
2010,' net',2.2603,0.1540,0.0682,0.4213,0.5752,0.4811,0.5493,0
2011,' My',2.0173,0.2124,0.0543,0.3623,0.5746,0.4203,0.4746,1
2012,'rict',2.5571,0.1774,0.1158,0.3534,0.5308,0.4113,0.5270,1
2013,'ien',2.6786,0.1578,0.0941,0.3179,0.4757,0.3629,0.4570,1
2014,'.)',2.0620,0.1294,0.0895,0.3893,0.5187,0.4776,0.5671,0
2015,' impro',2.5786,0.2371,0.1202,0.3854,0.6225,0.4130,0.5333,0
2016,'though',2.3188,0.2031,0.0968,0.4033,0.6064,0.4452,0.5420,0
2017,'wards',2.7863,0.1701,0.1738,0.3218,0.4919,0.3793,0.5531,0
2018,' connect',2.1569,0.1459,0.0898,0.4137,0.5596,0.4689,0.5587,0
2019,' Med',2.3511,0.1563,0.0708,0.3843,0.5406,0.4383,0.5091,0
2020,'selves',3.0863,0.1870,0.1375,0.3181,0.5050,0.3673,0.5049,0
2021,'ensive',2.5258,0.2263,0.2260,0.3473,0.5735,0.3968,0.6229,0
2022,'mb',2.6594,0.1444,0.0702,0.3952,0.5396,0.4282,0.4985,0
2023,'ober',2.8622,0.1439,0.0950,0.3406,0.4845,0.3840,0.4789,0
2024,'ators',2.5946,0.1602,0.0999,0.3247,0.4850,0.3696,0.4695,0
2025,'An',2.0888,0.1737,0.0645,0.3424,0.5161,0.3962,0.4607,1
2026,' 50',1.8355,0.1957,0.0807,0.3633,0.5590,0.4582,0.5389,0
2027,' redu',2.4698,0.2182,0.0782,0.4022,0.6204,0.4449,0.5231,0
2028,'resent',2.8272,0.2969,0.2653,0.3316,0.6285,0.3616,0.6269,0
2029,' above',2.1077,0.1538,0.0692,0.4006,0.5544,0.4707,0.5398,0
2030,' fre',2.3415,0.2200,0.0910,0.4098,0.6299,0.4644,0.5554,0
2031,' Europe',2.0601,0.1463,0.0697,0.3969,0.5432,0.4489,0.5186,0
2032,'sw',2.5743,0.1347,0.0579,0.3904,0.5251,0.4229,0.4808,0
2033,' amount',2.0757,0.2254,0.1730,0.3481,0.5734,0.3660,0.5390,0
2034,' App',2.3057,0.1713,0.0701,0.3447,0.5160,0.4011,0.4712,0
2035,' either',2.1290,0.2017,0.1360,0.3862,0.5879,0.4539,0.5899,0
2036,' milit',2.5600,0.2552,0.1034,0.3483,0.6035,0.3830,0.4864,0
2037,' anal',2.3412,0.2593,0.0923,0.3922,0.6514,0.4375,0.5297,0
2038,' fail',2.2116,0.1506,0.0842,0.3934,0.5440,0.4411,0.5253,0
2039,' En',2.2043,0.1601,0.0652,0.3678,0.5279,0.4316,0.4968,0
2040,'ales',2.6978,0.1461,0.0827,0.3185,0.4646,0.3766,0.4593,0
2041,' special',2.0254,0.1961,0.1176,0.3803,0.5764,0.4286,0.5462,0
2042,' black',1.9301,0.2272,0.1397,0.3649,0.5920,0.4137,0.5534,0
2043,'IT',2.3561,0.1135,0.0607,0.3861,0.4995,0.4383,0.4990,0
2044,'cher',2.6993,0.1564,0.0892,0.3429,0.4993,0.4085,0.4977,0
2045,' looking',1.9793,0.1735,0.0666,0.3756,0.5491,0.4801,0.5467,0
2046,' fire',2.1092,0.1693,0.0938,0.3293,0.4986,0.3936,0.4874,0
2047,'yn',2.6534,0.1446,0.0865,0.3454,0.4900,0.3946,0.4810,0
2048,' almost',1.8870,0.2483,0.1297,0.3622,0.6106,0.4534,0.5831,0
