condition,src,plateau_auc_low,dist_to_source,l0,ref_at_dist,residual
cooc_full,186,0.06096,62.555,14,0.12248,-0.06152
cooc_full,187,0.15499,62.845,31,0.12215,0.03284
cooc_full,188,0.15226,70.611,85,0.11365,0.03861
cooc_full,189,0.15243,70.149,20,0.11413,0.0383
cooc_full,190,0.1372,74.73,26,0.10952,0.02768
cooc_full,191,0.08795,67.43,15,0.11701,-0.02906
cooc_full,192,0.25842,89.24,84,0.09658,0.16184
cooc_full,193,0.13462,70.889,27,0.11336,0.02125
cooc_full,194,0.33696,77.488,66,0.10687,0.23009
cooc_full,195,0.13759,84.82,29,0.10028,0.03731
cooc_full,196,0.13552,85.903,92,0.09936,0.03616
cooc_full,197,0.1598,67.027,15,0.11745,0.04235
cooc_full,198,0.42373,70.145,27,0.11413,0.3096
cooc_full,199,0.21387,60.738,43,0.12463,0.08924
