condition,src,split,plateau_auc_low,dist_to_source,norm,output_kl,log10_output_kl
sparse_match,51,train,0.07076,72.842,56.938,2.742999,0.4382
sparse_match,52,train,0.07701,64.917,61.007,5.794798,0.763
sparse_match,53,train,0.11042,72.802,68.711,0.900905,-0.0453
sparse_match,54,train,0.0697,48.104,54.815,1.118235,0.0485
sparse_match,55,train,0.06599,88.822,71.485,5.923023,0.7725
sparse_match,56,train,0.02997,58.437,66.137,4.197222,0.623
sparse_match,57,train,0.04763,49.883,65.709,3.793753,0.5791
sparse_match,58,train,0.02764,69.513,62.59,2.592514,0.4137
sparse_match,59,train,0.05092,44.133,58.442,1.104642,0.0432
sparse_match,60,train,0.07066,80.182,76.788,13.062593,1.116
sparse_match,61,train,0.13799,73.96,74.371,10.692915,1.0291
sparse_match,62,train,0.06027,70.471,61.827,5.43296,0.735
sparse_match,63,train,0.06788,90.403,76.661,12.486529,1.0964
sparse_match,64,train,0.05321,54.627,57.373,3.540368,0.549
sparse_match,65,train,0.06484,36.883,54.571,3.514913,0.5459
sparse_match,66,train,0.06027,52.213,57.316,5.953593,0.7748
sparse_match,67,train,0.10583,55.629,63.584,3.039469,0.4828
sparse_match,68,train,0.07485,54.433,56.057,3.546775,0.5498
sparse_match,69,train,0.03369,65.315,65.406,7.685636,0.8857
sparse_match,70,train,0.02574,81.873,59.989,9.321714,0.9695
sparse_match,71,train,0.07571,84.746,79.161,14.147978,1.1507
sparse_match,72,train,0.04992,51.086,57.293,2.147566,0.3319
sparse_match,73,train,0.06719,69.007,57.324,1.105014,0.0434
sparse_match,74,train,0.09206,89.839,70.053,2.833891,0.4524
sparse_match,75,train,0.05952,70.513,68.83,3.739549,0.5728
sparse_match,76,train,0.07517,65.861,71.202,8.82996,0.946
sparse_match,77,train,0.05473,49.784,63.739,2.43384,0.3863
sparse_match,78,train,0.07166,64.841,59.366,1.260007,0.1004
sparse_match,79,train,0.1227,63.985,56.328,0.221665,-0.6543
sparse_match,80,train,0.0547,68.563,56.868,2.523509,0.402
sparse_match,81,train,0.05917,66.836,65.135,1.554274,0.1915
sparse_match,82,train,0.06405,60.406,58.097,7.424573,0.8707
sparse_match,83,train,0.07565,50.95,66.846,3.945913,0.5961
sparse_match,84,train,0.07514,78.222,67.756,5.557842,0.7449
sparse_match,85,train,0.05452,79.19,69.555,2.409147,0.3819
sparse_match,86,train,0.04026,69.561,69.857,2.182627,0.339
sparse_match,87,train,0.0526,74.504,69.35,7.238234,0.8596
sparse_match,88,train,0.0518,54.577,63.525,2.905241,0.4632
sparse_match,89,train,0.06257,63.095,60.392,3.388895,0.5301
sparse_match,90,train,0.05891,69.042,69.012,5.191388,0.7153
sparse_match,91,train,0.11842,71.304,60.869,1.516082,0.1807
sparse_match,92,train,0.06189,54.348,57.682,3.30474,0.5191
sparse_match,93,train,0.06061,53.135,60.638,3.191013,0.5039
sparse_match,94,train,0.13295,74.623,59.2,2.631484,0.4202
sparse_match,95,train,0.04916,48.148,57.638,4.441736,0.6476
sparse_match,96,train,0.07215,61.353,62.365,1.425858,0.1541
sparse_match,97,train,0.06599,62.225,65.616,6.110163,0.7861
sparse_match,98,train,0.0569,48.539,59.053,1.237963,0.0927
sparse_match,99,train,0.08243,71.838,83.082,2.618315,0.418
sparse_match,100,test,0.1181,72.049,62.902,5.253723,0.7205
sparse_match,101,test,0.07837,65.014,63.01,4.025929,0.6049
sparse_match,102,test,0.06549,59.974,64.269,7.529534,0.8768
sparse_match,103,test,0.0519,72.747,59.019,7.787353,0.8914
sparse_match,104,test,0.05478,66.333,61.8,1.423509,0.1534
sparse_match,105,test,0.04077,80.164,76.435,4.448134,0.6482
sparse_match,106,test,0.06897,53.942,60.356,8.725273,0.9408
sparse_match,107,test,0.11052,58.154,61.546,4.707626,0.6728
sparse_match,108,test,0.12143,62.515,61.532,0.634336,-0.1977
sparse_match,109,test,0.0443,60.08,58.98,2.143829,0.3312
sparse_match,110,test,0.06007,54.137,59.156,2.963883,0.4719
sparse_match,111,test,0.12831,59.872,62.48,2.862386,0.4567
sparse_match,112,test,0.05575,61.213,71.431,4.71488,0.6735
sparse_match,113,test,0.03884,73.289,73.713,6.514447,0.8139
sparse_match,114,test,0.05572,43.15,55.062,1.223272,0.0875
sparse_match,115,test,0.06442,57.595,58.524,0.991467,-0.0037
sparse_match,116,test,0.06463,60.785,56.355,8.685836,0.9388
sparse_match,117,test,0.09648,59.403,68.629,1.31256,0.1181
sparse_match,118,test,0.071,40.044,57.508,0.835134,-0.0782
sparse_match,119,test,0.11403,79.681,66.485,6.570444,0.8176
sparse_match,120,test,0.10359,68.193,72.838,1.383183,0.1409
sparse_match,121,test,0.04847,65.839,69.44,0.349611,-0.4564
sparse_match,122,test,0.14337,62.947,60.904,1.373155,0.1377
sparse_match,123,test,0.04011,59.923,59.248,2.862079,0.4567
sparse_match,124,test,0.12073,57.806,65.635,3.266962,0.5141
sparse_match,125,test,0.07261,66.75,58.272,1.244112,0.0949
sparse_match,126,test,0.10122,49.262,65.93,1.78584,0.2518
sparse_match,127,test,0.06942,64.058,73.893,5.093983,0.7071
sparse_match,128,test,0.05293,86.351,84.865,10.546144,1.0231
sparse_match,129,test,0.12003,59.299,66.307,4.42819,0.6462
sparse_match,130,test,0.1532,65.306,58.277,0.130889,-0.8831
sparse_match,131,test,0.07324,64.984,68.526,4.865334,0.6871
sparse_match,132,test,0.04228,69.874,65.719,7.042497,0.8477
sparse_match,133,test,0.04736,68.113,62.78,2.257039,0.3535
sparse_match,134,test,0.06517,54.048,60.824,2.376226,0.3759
sparse_match,135,test,0.03693,62.822,69.161,8.679817,0.9385
sparse_match,136,test,0.07484,68.535,67.911,1.753098,0.2438
sparse_match,137,test,0.03321,67.667,60.674,4.152227,0.6183
sparse_match,138,test,0.13582,61.13,55.858,1.83445,0.2635
sparse_match,139,test,0.10585,65.721,63.038,1.297938,0.1133
sparse_match,140,test,0.07731,64.551,67.135,4.116466,0.6145
sparse_match,141,test,0.07632,50.566,55.246,2.289626,0.3598
sparse_match,142,test,0.10186,59.225,63.663,5.618985,0.7497
sparse_match,143,test,0.07525,59.399,63.28,3.624296,0.5592
sparse_match,144,test,0.07168,68.503,51.951,2.331357,0.3676
sparse_match,145,test,0.04569,76.912,82.937,7.189329,0.8567
sparse_match,146,test,0.04731,71.9,63.382,4.250339,0.6284
sparse_match,147,test,0.09516,69.557,69.108,0.89254,-0.0494
sparse_match,148,test,0.07637,69.945,74.238,1.951126,0.2903
sparse_match,149,test,0.04439,55.329,55.855,6.60938,0.8202
sparse_match,150,test,0.06509,46.973,58.256,1.045323,0.0193
sparse_match,151,test,0.08936,69.812,61.522,6.333101,0.8016
sparse_match,152,test,0.07344,60.745,56.727,3.585756,0.5546
sparse_match,153,test,0.07522,74.468,88.084,7.387957,0.8685
sparse_match,154,test,0.04797,65.89,58.053,3.49652,0.5436
sparse_match,155,test,0.0984,41.61,57.625,4.812606,0.6824
sparse_match,156,test,0.06813,77.419,70.45,7.221948,0.8587
sparse_match,157,test,0.06747,78.05,81.373,6.843844,0.8353
sparse_match,158,test,0.05564,39.487,52.432,3.878415,0.5887
sparse_match,159,test,0.08659,78.686,73.399,3.248014,0.5116
sparse_match,160,test,0.12576,50.148,54.389,2.823733,0.4508
sparse_match,161,test,0.06771,46.687,59.502,2.07755,0.3176
sparse_match,162,test,0.0617,64.224,58.175,4.227684,0.6261
sparse_match,163,test,0.02407,79.348,66.957,2.975931,0.4736
sparse_match,164,test,0.0772,73.848,66.928,5.15119,0.7119
sparse_match,165,test,0.04883,63.584,63.945,4.77579,0.679
sparse_match,166,test,0.04796,64.499,54.811,3.313239,0.5203
sparse_match,167,test,0.04778,66.212,57.729,2.614135,0.4173
sparse_match,168,test,0.05383,62.459,67.771,5.559485,0.745
sparse_match,169,test,0.12873,53.151,61.221,2.68252,0.4285
sparse_match,170,test,0.11679,63.475,73.308,3.66568,0.5642
sparse_match,171,test,0.10848,68.48,68.472,5.258812,0.7209
sparse_match,172,test,0.0579,37.236,54.862,5.306576,0.7248
sparse_match,173,test,0.08145,74.913,68.33,4.498427,0.6531
sparse_match,174,test,0.05594,58.845,64.155,3.155334,0.499
sparse_match,175,test,0.06614,63.542,67.663,3.01906,0.4799
sparse_match,176,test,0.05333,63.817,70.675,5.24818,0.72
sparse_match,177,test,0.03266,84.009,64.141,15.815588,1.1991
sparse_match,178,test,0.08314,40.625,55.591,4.487775,0.652
sparse_match,179,test,0.05138,40.841,62.124,2.269231,0.3559
sparse_match,180,test,0.08236,64.425,65.864,4.141663,0.6172
sparse_match,181,test,0.05417,56.98,59.748,6.598325,0.8194
sparse_match,182,test,0.09669,73.981,71.848,2.116881,0.3257
sparse_match,183,test,0.06832,54.628,55.949,1.415119,0.1508
sparse_match,184,test,0.05363,44.516,55.787,3.760857,0.5753
sparse_match,185,test,0.05361,58.145,55.066,3.5258,0.5473
sparse_match,186,test,0.04914,67.767,65.178,2.336035,0.3685
sparse_match,187,test,0.03517,65.358,58.529,4.896427,0.6899
sparse_match,188,test,0.11679,72.332,75.49,0.359383,-0.4444
sparse_match,189,test,0.03987,66.652,67.04,10.609787,1.0257
sparse_match,190,test,0.06206,50.8,63.675,5.046247,0.703
sparse_match,191,test,0.05994,70.183,75.414,2.841944,0.4536
sparse_match,192,test,0.0521,62.842,64.866,1.344474,0.1286
sparse_match,193,test,0.07626,68.608,62.921,4.537342,0.6568
sparse_match,194,test,0.09118,83.575,67.498,8.554378,0.9322
sparse_match,195,test,0.08896,81.748,61.093,15.440321,1.1887
sparse_match,196,test,0.06392,54.786,64.401,0.624794,-0.2043
sparse_match,197,test,0.02434,75.943,73.899,4.015143,0.6037
sparse_match,198,test,0.08806,70.562,69.541,9.090625,0.9586
sparse_match,199,test,0.0933,37.555,54.364,4.648047,0.6673
iso15,0,train,0.20446,15.0,80.666,0.010807,-1.9663
iso15,1,train,0.9705,15.0,65.252,0.000717,-3.1442
iso15,2,train,0.13932,15.0,90.88,0.014439,-1.8405
iso15,3,train,0.18237,15.0,80.523,0.010851,-1.9645
iso15,4,train,0.13469,15.0,85.397,0.026311,-1.5799
iso15,5,train,0.16336,15.0,79.017,0.031242,-1.5053
iso15,6,train,0.17463,15.0,66.64,0.026988,-1.5688
iso15,7,train,0.14068,15.0,91.944,0.014269,-1.8456
iso15,8,train,0.11959,15.0,67.877,0.057631,-1.2393
iso15,9,train,0.25598,15.0,95.043,0.00274,-2.5622
iso15,10,train,0.11347,15.0,83.562,0.013399,-1.8729
iso15,11,train,0.11388,15.0,93.232,0.021776,-1.662
iso15,12,train,0.25621,15.0,84.528,0.003708,-2.4309
iso15,13,train,0.12937,15.0,83.219,0.013223,-1.8787
iso15,14,train,0.07069,15.0,84.512,0.06504,-1.1868
iso15,15,train,0.29179,15.0,83.587,0.003455,-2.4615
iso15,16,train,0.20739,15.0,65.895,0.014581,-1.8362
iso15,17,train,0.12955,15.0,83.278,0.036175,-1.4416
iso15,18,train,0.29158,15.0,77.856,0.004532,-2.3437
iso15,19,train,0.17996,15.0,80.577,0.013364,-1.8741
iso15,20,train,0.22211,15.0,79.638,0.007062,-2.1511
iso15,21,train,0.23968,15.0,98.759,0.006958,-2.1575
iso15,22,train,0.11522,15.0,76.938,0.08306,-1.0806
iso15,23,train,0.2463,15.0,86.749,0.012878,-1.8901
iso15,24,train,0.15485,15.0,86.202,0.005598,-2.252
iso15,25,train,0.48154,15.0,82.025,0.000982,-3.0078
iso15,26,train,0.12326,15.0,74.628,0.015272,-1.8161
iso15,27,train,0.09222,15.0,78.875,0.042351,-1.3731
iso15,28,train,0.27449,15.0,73.407,0.003744,-2.4266
iso15,29,train,0.27699,15.0,98.343,0.004524,-2.3444
iso15,30,train,0.17681,15.0,73.637,0.013012,-1.8857
iso15,31,train,0.08993,15.0,86.749,0.033452,-1.4756
iso15,32,train,0.25439,15.0,67.411,0.011101,-1.9546
iso15,33,train,0.21111,15.0,83.631,0.006558,-2.1832
iso15,34,train,0.13194,15.0,85.889,0.00505,-2.2967
iso15,35,train,0.30076,15.0,64.897,0.007629,-2.1175
iso15,36,train,0.1342,15.0,81.789,0.071012,-1.1487
iso15,37,train,0.14548,15.0,78.948,0.019151,-1.7178
iso15,38,train,0.17632,15.0,80.54,0.012676,-1.897
iso15,39,train,0.27766,15.0,84.367,0.001886,-2.7244
iso15,40,train,0.08765,15.0,85.219,0.030035,-1.5224
iso15,41,train,0.18821,15.0,84.585,0.035736,-1.4469
iso15,42,train,0.30535,15.0,85.975,0.001902,-2.7207
iso15,43,train,0.23335,15.0,71.168,0.011709,-1.9315
iso15,44,train,0.26848,15.0,78.974,0.011289,-1.9473
iso15,45,train,0.15127,15.0,70.105,0.024113,-1.6177
iso15,46,train,0.21701,15.0,80.757,0.004941,-2.3062
iso15,47,train,0.99474,15.0,81.706,5e-06,-5.3252
iso15,48,train,0.18657,15.0,70.628,0.013659,-1.8646
iso15,49,train,0.26532,15.0,85.641,0.013026,-1.8852
iso15,50,train,0.25025,15.0,74.098,0.014062,-1.852
iso15,51,train,0.1403,15.0,95.438,0.009148,-2.0387
iso15,52,train,0.20465,15.0,75.234,0.011726,-1.9308
iso15,53,train,0.22304,15.0,88.363,0.008977,-2.0469
iso15,54,train,0.11357,15.0,72.508,0.016272,-1.7886
iso15,55,train,0.07402,15.0,85.223,0.062361,-1.2051
iso15,56,train,0.11223,15.0,75.038,0.088426,-1.0534
iso15,57,train,0.14316,15.0,74.322,0.013334,-1.875
iso15,58,train,0.15184,15.0,82.915,0.008789,-2.0561
iso15,59,train,0.22459,15.0,72.635,0.010323,-1.9862
iso15,60,train,0.16399,15.0,82.061,0.03284,-1.4836
iso15,61,train,0.97647,15.0,87.24,3.7e-05,-4.4309
iso15,62,train,0.12964,15.0,82.653,0.028138,-1.5507
iso15,63,train,0.96886,15.0,97.691,2.5e-05,-4.6024
iso15,64,train,0.11515,15.0,74.435,0.017463,-1.7579
iso15,65,train,0.2767,15.0,65.298,0.005786,-2.2376
iso15,66,train,0.17903,15.0,71.172,0.008307,-2.0805
iso15,67,train,0.26134,15.0,76.441,0.005874,-2.2311
iso15,68,train,0.2001,15.0,72.215,0.010328,-1.986
iso15,69,train,0.95887,15.0,86.5,1.6e-05,-4.8087
iso15,70,train,0.09303,15.0,88.809,0.017231,-1.7637
iso15,71,train,0.16214,15.0,85.673,0.005736,-2.2414
iso15,72,train,0.22697,15.0,70.363,0.01117,-1.9519
iso15,73,train,0.25857,15.0,93.388,0.002684,-2.5712
iso15,74,train,0.62499,15.0,92.212,0.002203,-2.657
iso15,75,train,0.13427,15.0,84.282,0.019417,-1.7118
iso15,76,train,0.09331,15.0,79.855,0.027778,-1.5563
iso15,77,train,0.2461,15.0,72.132,0.006772,-2.1693
iso15,78,train,0.10078,15.0,77.623,0.028633,-1.5431
iso15,79,train,0.18608,15.0,86.79,0.008702,-2.0604
iso15,80,train,0.24029,15.0,89.059,0.002676,-2.5724
iso15,81,train,0.21678,15.0,87.994,0.018802,-1.7258
iso15,82,train,0.09248,15.0,75.384,0.036787,-1.4343
iso15,83,train,0.16921,15.0,73.144,0.024922,-1.6034
iso15,84,train,0.1037,15.0,80.175,0.030701,-1.5128
iso15,85,train,0.16354,15.0,97.823,0.013962,-1.8551
iso15,86,train,0.21927,15.0,81.359,0.015758,-1.8025
iso15,87,train,0.52374,15.0,75.463,0.002821,-2.5495
iso15,88,train,0.1784,15.0,75.287,0.013272,-1.8771
iso15,89,train,0.13909,15.0,78.212,0.014017,-1.8533
iso15,90,train,0.22866,15.0,86.29,0.003318,-2.4791
iso15,91,train,0.15813,15.0,89.059,0.011897,-1.9246
iso15,92,train,0.31657,15.0,75.227,0.004074,-2.39
iso15,93,train,0.18453,15.0,77.984,0.004874,-2.3121
iso15,94,train,0.25175,15.0,91.319,0.002989,-2.5245
iso15,95,train,0.17958,15.0,68.178,0.047974,-1.319
iso15,96,train,0.27792,15.0,91.505,0.00433,-2.3635
iso15,97,train,0.21265,15.0,78.571,0.042958,-1.367
iso15,98,train,0.16918,15.0,70.847,0.010744,-1.9688
iso15,99,train,0.1456,15.0,86.673,0.014359,-1.8429
iso15,100,test,0.32781,15.0,94.955,0.001372,-2.8627
iso15,101,test,0.171,15.0,73.95,0.01233,-1.909
iso15,102,test,0.15082,15.0,76.827,0.017329,-1.7612
iso15,103,test,0.07995,15.0,91.161,0.029738,-1.5267
iso15,104,test,0.17244,15.0,83.319,0.008527,-2.0692
iso15,105,test,0.15473,15.0,88.254,0.005176,-2.286
iso15,106,test,0.21116,15.0,69.667,0.007692,-2.114
iso15,107,test,0.18003,15.0,78.519,0.009524,-2.0212
iso15,108,test,0.16913,15.0,73.211,0.054503,-1.2636
iso15,109,test,0.15165,15.0,78.952,0.030656,-1.5135
iso15,110,test,0.16101,15.0,74.627,0.011026,-1.9576
iso15,111,test,0.12346,15.0,67.368,0.026905,-1.5702
iso15,112,test,0.15531,15.0,75.047,0.051315,-1.2898
iso15,113,test,0.16771,15.0,78.922,0.017517,-1.7565
iso15,114,test,0.17115,15.0,66.588,0.009381,-2.0277
iso15,115,test,0.2021,15.0,75.53,0.017223,-1.7639
iso15,116,test,0.57225,15.0,76.554,0.001422,-2.8471
iso15,117,test,0.18403,15.0,80.083,0.012207,-1.9134
iso15,118,test,0.17017,15.0,62.982,0.03487,-1.4575
iso15,119,test,0.48868,15.0,86.083,0.001801,-2.7444
iso15,120,test,0.17623,15.0,87.482,0.013398,-1.873
iso15,121,test,0.21614,15.0,86.206,0.007468,-2.1268
iso15,122,test,0.16458,15.0,75.802,0.016013,-1.7955
iso15,123,test,0.10793,15.0,78.449,0.034439,-1.4629
iso15,124,test,0.17706,15.0,77.736,0.045059,-1.3462
iso15,125,test,0.13363,15.0,81.5,0.053242,-1.2737
iso15,126,test,0.15774,15.0,71.45,0.009603,-2.0176
iso15,127,test,0.23561,15.0,87.447,0.008665,-2.0622
iso15,128,test,0.5968,15.0,102.499,0.002311,-2.6362
iso15,129,test,0.27541,15.0,85.294,0.003448,-2.4625
iso15,130,test,0.43626,15.0,96.033,0.002045,-2.6892
iso15,131,test,0.17113,15.0,81.558,0.011745,-1.9302
iso15,132,test,0.14032,15.0,89.719,0.013211,-1.8791
iso15,133,test,0.17585,15.0,84.604,0.007588,-2.1199
iso15,134,test,0.30642,15.0,83.76,0.0033,-2.4814
iso15,135,test,0.38658,15.0,77.526,0.004975,-2.3032
iso15,136,test,0.19498,15.0,76.44,0.011681,-1.9325
iso15,137,test,0.12407,15.0,83.034,0.053475,-1.2718
iso15,138,test,0.21985,15.0,83.702,0.005388,-2.2686
iso15,139,test,0.15668,15.0,86.796,0.019372,-1.7128
iso15,140,test,0.15579,15.0,77.257,0.011744,-1.9302
iso15,141,test,0.12415,15.0,69.211,0.126126,-0.8992
iso15,142,test,0.09198,15.0,70.544,0.094993,-1.0223
iso15,143,test,0.2217,15.0,77.564,0.005847,-2.233
iso15,144,test,0.18357,15.0,97.123,0.01471,-1.8324
iso15,145,test,0.24069,15.0,97.86,0.003264,-2.4863
iso15,146,test,0.11825,15.0,92.706,0.011333,-1.9456
iso15,147,test,0.21684,15.0,86.029,0.002743,-2.5618
iso15,148,test,0.13964,15.0,81.112,0.021538,-1.6668
iso15,149,test,0.56023,15.0,69.649,0.001258,-2.9002
iso15,150,test,0.23072,15.0,73.106,0.009195,-2.0364
iso15,151,test,0.17529,15.0,86.448,0.007631,-2.1174
iso15,152,test,0.1568,15.0,80.94,0.029442,-1.531
iso15,153,test,0.20239,15.0,74.067,0.028096,-1.5514
iso15,154,test,0.1267,15.0,81.965,0.0253,-1.5969
iso15,155,test,0.36303,15.0,68.051,0.009634,-2.0162
iso15,156,test,0.12108,15.0,82.294,0.031145,-1.5066
iso15,157,test,0.10375,15.0,86.392,0.040762,-1.3897
iso15,158,test,0.12739,15.0,63.776,0.072696,-1.1385
iso15,159,test,0.15119,15.0,93.414,0.017762,-1.7505
iso15,160,test,0.18261,15.0,74.747,0.007306,-2.1363
iso15,161,test,0.20412,15.0,72.259,0.008934,-2.0489
iso15,162,test,0.24274,15.0,77.691,0.004874,-2.3121
iso15,163,test,0.17691,15.0,89.764,0.010443,-1.9812
iso15,164,test,0.12462,15.0,86.626,0.021079,-1.6762
iso15,165,test,0.19926,15.0,77.54,0.00815,-2.0889
iso15,166,test,0.43754,15.0,83.345,0.004504,-2.3464
iso15,167,test,0.40137,15.0,85.988,0.003139,-2.5032
iso15,168,test,0.1637,15.0,82.769,0.016165,-1.7914
iso15,169,test,0.22571,15.0,77.922,0.004572,-2.3399
iso15,170,test,0.25696,15.0,77.953,0.005077,-2.2944
iso15,171,test,0.14118,15.0,83.782,0.020371,-1.691
iso15,172,test,0.25308,15.0,65.875,0.00483,-2.316
iso15,173,test,0.11709,15.0,90.451,0.026426,-1.578
iso15,174,test,0.25165,15.0,82.078,0.009694,-2.0135
iso15,175,test,0.1543,15.0,83.144,0.012418,-1.9059
iso15,176,test,0.22708,15.0,70.576,0.025437,-1.5945
iso15,177,test,0.08288,15.0,94.466,0.018813,-1.7255
iso15,178,test,0.24622,15.0,68.028,0.013462,-1.8709
iso15,179,test,0.21216,15.0,69.502,0.011086,-1.9552
iso15,180,test,0.21537,15.0,80.01,0.010987,-1.9591
iso15,181,test,0.22289,15.0,72.767,0.000867,-3.0618
iso15,182,test,0.20506,15.0,82.069,0.002628,-2.5804
iso15,183,test,0.20582,15.0,83.58,0.011171,-1.9519
iso15,184,test,0.24783,15.0,72.029,0.011147,-1.9528
iso15,185,test,0.12195,15.0,78.097,0.021833,-1.6609
iso15,186,test,0.22533,15.0,82.125,0.007986,-2.0977
iso15,187,test,0.19375,15.0,76.708,0.018538,-1.7319
iso15,188,test,0.26768,15.0,94.119,0.002041,-2.6902
iso15,189,test,0.37392,15.0,78.322,0.007542,-2.1225
iso15,190,test,0.1557,15.0,76.929,0.020842,-1.6811
iso15,191,test,0.46748,15.0,89.447,0.001493,-2.8259
iso15,192,test,0.21525,15.0,84.116,0.007143,-2.1461
iso15,193,test,0.16104,15.0,85.97,0.013221,-1.8787
iso15,194,test,0.13493,15.0,97.625,0.007255,-2.1393
iso15,195,test,0.49385,15.0,84.282,0.000675,-3.1709
iso15,196,test,0.25103,15.0,77.942,0.005831,-2.2343
iso15,197,test,0.35283,15.0,93.319,0.001708,-2.7676
iso15,198,test,0.42015,15.0,77.375,0.00175,-2.757
iso15,199,test,0.2782,15.0,66.557,0.010087,-1.9962
iso30,0,train,0.15992,30.0,84.431,0.024816,-1.6053
iso30,1,train,0.97938,30.0,70.65,0.000602,-3.2201
iso30,2,train,0.13062,30.0,92.215,0.067778,-1.1689
iso30,3,train,0.18308,30.0,83.642,0.040574,-1.3917
iso30,4,train,0.09915,30.0,88.26,0.131342,-0.8816
iso30,5,train,0.12073,30.0,84.961,0.022167,-1.6543
iso30,6,train,0.13272,30.0,70.906,0.077285,-1.1119
iso30,7,train,0.14518,30.0,98.285,0.072673,-1.1386
iso30,8,train,0.14054,30.0,72.23,0.20093,-0.697
iso30,9,train,0.22354,30.0,98.237,0.020885,-1.6802
iso30,10,train,0.07999,30.0,86.299,0.082553,-1.0833
iso30,11,train,0.08472,30.0,94.927,0.192997,-0.7144
iso30,12,train,0.17999,30.0,88.826,0.031045,-1.508
iso30,13,train,0.11304,30.0,86.423,0.433097,-0.3634
iso30,14,train,0.06469,30.0,89.314,0.200238,-0.6985
iso30,15,train,0.22375,30.0,87.805,0.027164,-1.566
iso30,16,train,0.17978,30.0,71.211,0.086632,-1.0623
iso30,17,train,0.09995,30.0,87.423,0.0752,-1.1238
iso30,18,train,0.28431,30.0,82.534,0.027961,-1.5535
iso30,19,train,0.1555,30.0,84.346,0.017338,-1.761
iso30,20,train,0.19782,30.0,85.205,0.050292,-1.2985
iso30,21,train,0.23859,30.0,102.159,0.013286,-1.8766
iso30,22,train,0.13973,30.0,81.926,0.091195,-1.04
iso30,23,train,0.22299,30.0,90.561,0.013712,-1.8629
iso30,24,train,0.19554,30.0,91.086,0.014796,-1.8298
iso30,25,train,0.4424,30.0,86.257,0.005888,-2.23
iso30,26,train,0.11893,30.0,79.234,0.158801,-0.7991
iso30,27,train,0.10878,30.0,83.862,0.090885,-1.0415
iso30,28,train,0.25462,30.0,77.552,0.024946,-1.603
iso30,29,train,0.20046,30.0,102.699,0.035781,-1.4463
iso30,30,train,0.16772,30.0,77.222,0.044341,-1.3532
iso30,31,train,0.08363,30.0,88.665,0.122598,-0.9115
iso30,32,train,0.22418,30.0,70.254,0.050511,-1.2966
iso30,33,train,0.20006,30.0,87.507,0.055447,-1.2561
iso30,34,train,0.13851,30.0,92.241,0.018443,-1.7342
iso30,35,train,0.24717,30.0,67.89,0.03492,-1.4569
iso30,36,train,0.10868,30.0,84.129,0.151563,-0.8194
iso30,37,train,0.13513,30.0,84.315,0.084869,-1.0713
iso30,38,train,0.16907,30.0,84.361,0.032797,-1.4842
iso30,39,train,0.20803,30.0,87.669,0.01781,-1.7493
iso30,40,train,0.07651,30.0,89.27,0.134047,-0.8727
iso30,41,train,0.18084,30.0,85.715,0.109265,-0.9615
iso30,42,train,0.24037,30.0,89.824,0.019701,-1.7055
iso30,43,train,0.1877,30.0,73.443,0.030604,-1.5142
iso30,44,train,0.22733,30.0,84.135,0.01084,-1.965
iso30,45,train,0.17997,30.0,74.448,0.026324,-1.5796
iso30,46,train,0.15778,30.0,85.757,0.039639,-1.4019
iso30,47,train,0.89761,30.0,85.607,0.000176,-3.7542
iso30,48,train,0.12653,30.0,75.693,0.083728,-1.0771
iso30,49,train,0.28908,30.0,90.358,0.036673,-1.4357
iso30,50,train,0.21403,30.0,78.965,0.009636,-2.0161
iso30,51,train,0.12871,30.0,99.186,0.03941,-1.4044
iso30,52,train,0.15694,30.0,78.282,0.014781,-1.8303
iso30,53,train,0.19221,30.0,91.946,0.01855,-1.7317
iso30,54,train,0.13061,30.0,76.74,0.038323,-1.4165
iso30,55,train,0.07405,30.0,88.298,0.30877,-0.5104
iso30,56,train,0.13369,30.0,79.785,0.103731,-0.9841
iso30,57,train,0.15059,30.0,78.428,0.102559,-0.989
iso30,58,train,0.14716,30.0,87.601,0.044644,-1.3502
iso30,59,train,0.20877,30.0,76.97,0.031852,-1.4969
iso30,60,train,0.16354,30.0,85.467,0.071709,-1.1444
iso30,61,train,0.95874,30.0,89.871,0.000108,-3.9682
iso30,62,train,0.14078,30.0,87.572,0.055592,-1.255
iso30,63,train,0.88876,30.0,100.404,0.002101,-2.6776
iso30,64,train,0.12076,30.0,77.111,0.065975,-1.1806
iso30,65,train,0.21249,30.0,72.1,0.035649,-1.448
iso30,66,train,0.09116,30.0,75.769,0.298882,-0.5245
iso30,67,train,0.24025,30.0,79.697,0.026625,-1.5747
iso30,68,train,0.21004,30.0,74.719,0.049292,-1.3072
iso30,69,train,0.90059,30.0,88.68,0.000357,-3.4473
iso30,70,train,0.0879,30.0,91.79,0.095451,-1.0202
iso30,71,train,0.12197,30.0,87.176,0.092816,-1.0324
iso30,72,train,0.2047,30.0,75.899,0.040742,-1.39
iso30,73,train,0.21619,30.0,96.611,0.021718,-1.6632
iso30,74,train,0.53178,30.0,96.752,0.003508,-2.4549
iso30,75,train,0.1199,30.0,88.404,0.107941,-0.9668
iso30,76,train,0.0843,30.0,85.742,0.403461,-0.3942
iso30,77,train,0.22929,30.0,76.171,0.042289,-1.3738
iso30,78,train,0.1124,30.0,82.799,0.20195,-0.6948
iso30,79,train,0.13096,30.0,89.841,0.09743,-1.0113
iso30,80,train,0.26443,30.0,93.31,0.032973,-1.4818
iso30,81,train,0.19456,30.0,92.508,0.034463,-1.4626
iso30,82,train,0.08559,30.0,77.601,0.230967,-0.6364
