condition,src,split,plateau_auc_low,dist_to_source,norm,output_kl,log10_output_kl
iso30,83,train,0.13338,30.0,77.08,0.069814,-1.1561
iso30,84,train,0.1194,30.0,85.47,0.060528,-1.218
iso30,85,train,0.15483,30.0,102.315,0.019474,-1.7105
iso30,86,train,0.18066,30.0,85.061,0.038498,-1.4146
iso30,87,train,0.31577,30.0,79.625,0.032806,-1.4841
iso30,88,train,0.20301,30.0,79.348,0.025693,-1.5902
iso30,89,train,0.11361,30.0,82.038,0.107219,-0.9697
iso30,90,train,0.21648,30.0,89.926,0.060584,-1.2176
iso30,91,train,0.15669,30.0,93.121,0.036371,-1.4392
iso30,92,train,0.25077,30.0,80.631,0.068288,-1.1657
iso30,93,train,0.21833,30.0,81.457,0.018127,-1.7417
iso30,94,train,0.2485,30.0,97.679,0.008571,-2.067
iso30,95,train,0.14529,30.0,74.01,0.140271,-0.853
iso30,96,train,0.2209,30.0,94.428,0.027244,-1.5647
iso30,97,train,0.2031,30.0,80.895,0.031496,-1.5018
iso30,98,train,0.17309,30.0,74.232,0.100012,-0.9999
iso30,99,train,0.15892,30.0,89.078,0.048761,-1.3119
iso30,100,test,0.31992,30.0,97.487,0.019799,-1.7034
iso30,101,test,0.16806,30.0,77.461,0.044376,-1.3528
iso30,102,test,0.13561,30.0,79.368,0.028641,-1.543
iso30,103,test,0.07696,30.0,95.266,0.297374,-0.5267
iso30,104,test,0.13484,30.0,89.272,0.042165,-1.375
iso30,105,test,0.13735,30.0,91.435,0.010882,-1.9633
iso30,106,test,0.17295,30.0,75.359,0.032677,-1.4858
iso30,107,test,0.17578,30.0,80.34,0.030292,-1.5187
iso30,108,test,0.14587,30.0,77.238,0.196805,-0.706
iso30,109,test,0.1514,30.0,83.718,0.039473,-1.4037
iso30,110,test,0.14109,30.0,79.822,0.043483,-1.3617
iso30,111,test,0.07101,30.0,71.001,0.223248,-0.6512
iso30,112,test,0.14463,30.0,77.903,0.05402,-1.2674
iso30,113,test,0.13413,30.0,84.043,0.063981,-1.194
iso30,114,test,0.13346,30.0,71.828,0.062604,-1.2034
iso30,115,test,0.12759,30.0,80.147,0.102335,-0.99
iso30,116,test,0.48723,30.0,79.448,0.021639,-1.6648
iso30,117,test,0.1733,30.0,83.84,0.031578,-1.5006
iso30,118,test,0.1689,30.0,67.667,0.048582,-1.3135
iso30,119,test,0.29949,30.0,88.923,0.010044,-1.9981
iso30,120,test,0.15,30.0,90.514,0.15236,-0.8171
iso30,121,test,0.21551,30.0,90.284,0.023115,-1.6361
iso30,122,test,0.14675,30.0,81.183,0.191512,-0.7178
iso30,123,test,0.11319,30.0,81.378,0.182466,-0.7388
iso30,124,test,0.16059,30.0,83.347,0.023657,-1.626
iso30,125,test,0.12332,30.0,84.684,0.097704,-1.0101
iso30,126,test,0.15905,30.0,76.038,0.034503,-1.4621
iso30,127,test,0.2405,30.0,91.13,0.021639,-1.6648
iso30,128,test,0.26068,30.0,106.874,0.012683,-1.8968
iso30,129,test,0.22068,30.0,89.56,0.014706,-1.8325
iso30,130,test,0.47373,30.0,99.587,0.002757,-2.5595
iso30,131,test,0.19678,30.0,83.624,0.030361,-1.5177
iso30,132,test,0.12731,30.0,92.543,0.062798,-1.2021
iso30,133,test,0.17648,30.0,89.063,0.036961,-1.4323
iso30,134,test,0.28697,30.0,90.264,0.014366,-1.8427
iso30,135,test,0.14469,30.0,83.445,0.119736,-0.9218
iso30,136,test,0.22858,30.0,80.37,0.040588,-1.3916
iso30,137,test,0.11991,30.0,86.996,0.043849,-1.358
iso30,138,test,0.18554,30.0,87.872,0.037342,-1.4278
iso30,139,test,0.15527,30.0,91.046,0.048917,-1.3105
iso30,140,test,0.14564,30.0,81.799,0.072035,-1.1425
iso30,141,test,0.10723,30.0,73.364,0.213433,-0.6707
iso30,142,test,0.10041,30.0,74.922,0.36401,-0.4389
iso30,143,test,0.1936,30.0,80.722,0.023571,-1.6276
iso30,144,test,0.18786,30.0,99.71,0.034803,-1.4584
iso30,145,test,0.23487,30.0,102.556,0.009051,-2.0433
iso30,146,test,0.12693,30.0,98.403,0.03746,-1.4264
iso30,147,test,0.22449,30.0,88.758,0.027373,-1.5627
iso30,148,test,0.1284,30.0,85.454,0.078859,-1.1031
iso30,149,test,0.87124,30.0,74.313,0.058143,-1.2355
iso30,150,test,0.19167,30.0,78.208,0.026974,-1.5691
iso30,151,test,0.18436,30.0,90.614,0.041401,-1.383
iso30,152,test,0.08778,30.0,85.466,0.096016,-1.0177
iso30,153,test,0.19003,30.0,78.186,0.045767,-1.3395
iso30,154,test,0.1364,30.0,85.065,0.057505,-1.2403
iso30,155,test,0.29628,30.0,71.831,0.009662,-2.0149
iso30,156,test,0.10323,30.0,87.235,0.096896,-1.0137
iso30,157,test,0.08655,30.0,90.973,0.114783,-0.9401
iso30,158,test,0.13412,30.0,69.29,0.316943,-0.499
iso30,159,test,0.12291,30.0,97.309,0.073921,-1.1312
iso30,160,test,0.15417,30.0,81.366,0.231116,-0.6362
iso30,161,test,0.10653,30.0,77.025,0.204436,-0.6894
iso30,162,test,0.22918,30.0,83.943,0.019355,-1.7132
iso30,163,test,0.11995,30.0,94.454,0.184383,-0.7343
iso30,164,test,0.12618,30.0,89.787,0.071119,-1.148
iso30,165,test,0.18356,30.0,85.81,0.130306,-0.885
iso30,166,test,0.47836,30.0,86.294,0.007435,-2.1287
iso30,167,test,0.3217,30.0,90.537,0.005584,-2.253
iso30,168,test,0.16688,30.0,86.757,0.18641,-0.7295
iso30,169,test,0.20863,30.0,81.526,0.056922,-1.2447
iso30,170,test,0.24851,30.0,81.493,0.015079,-1.8216
iso30,171,test,0.11564,30.0,85.591,0.08262,-1.0829
iso30,172,test,0.20112,30.0,71.57,0.052635,-1.2787
iso30,173,test,0.12583,30.0,93.743,0.079368,-1.1004
iso30,174,test,0.24007,30.0,87.287,0.02467,-1.6078
iso30,175,test,0.14541,30.0,86.478,0.076115,-1.1185
iso30,176,test,0.20147,30.0,75.925,0.048362,-1.3155
iso30,177,test,0.07887,30.0,100.154,0.209696,-0.6784
iso30,178,test,0.24608,30.0,73.607,0.031065,-1.5077
iso30,179,test,0.2049,30.0,76.473,0.05241,-1.2806
iso30,180,test,0.17773,30.0,85.608,0.025355,-1.5959
iso30,181,test,0.1968,30.0,77.161,0.017348,-1.7607
iso30,182,test,0.19404,30.0,86.414,0.016315,-1.7874
iso30,183,test,0.22682,30.0,85.755,0.025841,-1.5877
iso30,184,test,0.18477,30.0,76.428,0.046397,-1.3335
iso30,185,test,0.12772,30.0,82.037,0.035742,-1.4468
iso30,186,test,0.19204,30.0,84.804,0.035808,-1.446
iso30,187,test,0.17591,30.0,81.029,0.121918,-0.9139
iso30,188,test,0.27314,30.0,95.326,0.015243,-1.8169
iso30,189,test,0.44185,30.0,80.538,0.015362,-1.8135
iso30,190,test,0.12003,30.0,83.552,0.072831,-1.1377
iso30,191,test,0.36975,30.0,93.184,0.009541,-2.0204
iso30,192,test,0.15054,30.0,90.92,0.053141,-1.2746
iso30,193,test,0.14703,30.0,87.23,0.061073,-1.2142
iso30,194,test,0.12229,30.0,102.1,0.022281,-1.6521
iso30,195,test,0.40337,30.0,88.405,0.002394,-2.6209
iso30,196,test,0.2275,30.0,82.269,0.033647,-1.473
iso30,197,test,0.32706,30.0,95.07,0.015521,-1.8091
iso30,198,test,0.37593,30.0,81.392,0.013555,-1.8679
iso30,199,test,0.26443,30.0,69.691,0.016401,-1.7851
iso60,0,train,0.09859,60.0,100.347,0.117224,-0.931
iso60,1,train,0.58232,60.0,88.817,0.000647,-3.189
iso60,2,train,0.13153,60.0,105.553,0.212552,-0.6725
iso60,3,train,0.13774,60.0,99.854,0.189182,-0.7231
iso60,4,train,0.10112,60.0,101.109,0.269355,-0.5697
iso60,5,train,0.07635,60.0,97.441,0.227546,-0.6429
iso60,6,train,0.08743,60.0,88.706,1.475588,0.169
iso60,7,train,0.11783,60.0,109.4,0.212593,-0.6725
iso60,8,train,0.10987,60.0,86.657,0.170092,-0.7693
iso60,9,train,0.23074,60.0,112.871,0.0469,-1.3288
iso60,10,train,0.06628,60.0,100.001,0.663962,-0.1779
iso60,11,train,0.11105,60.0,105.162,0.297805,-0.5261
iso60,12,train,0.13834,60.0,104.97,0.220561,-0.6565
iso60,13,train,0.09681,60.0,100.976,0.94915,-0.0227
iso60,14,train,0.05756,60.0,102.694,1.18119,0.0723
iso60,15,train,0.06869,60.0,100.715,0.385891,-0.4135
iso60,16,train,0.11151,60.0,87.775,0.499141,-0.3018
iso60,17,train,0.11618,60.0,100.389,0.3372,-0.4721
iso60,18,train,0.12071,60.0,96.225,0.228047,-0.642
iso60,19,train,0.19268,60.0,98.32,0.070065,-1.1545
iso60,20,train,0.09807,60.0,98.848,0.380629,-0.4195
iso60,21,train,0.1224,60.0,112.417,0.144016,-0.8416
iso60,22,train,0.13081,60.0,95.617,0.182627,-0.7384
iso60,23,train,0.21403,60.0,103.586,0.055012,-1.2595
iso60,24,train,0.20538,60.0,101.151,0.316323,-0.4999
iso60,25,train,0.22601,60.0,100.847,0.070302,-1.153
iso60,26,train,0.18669,60.0,96.146,1.079114,0.0331
iso60,27,train,0.09583,60.0,96.467,0.327824,-0.4844
iso60,28,train,0.17296,60.0,92.445,0.06788,-1.1683
iso60,29,train,0.2089,60.0,114.888,0.071708,-1.1444
iso60,30,train,0.14383,60.0,99.352,0.151573,-0.8194
iso60,31,train,0.08479,60.0,103.102,0.695284,-0.1578
iso60,32,train,0.21495,60.0,87.447,0.089898,-1.0463
iso60,33,train,0.1685,60.0,99.814,0.179603,-0.7457
iso60,34,train,0.1297,60.0,106.883,0.144796,-0.8392
iso60,35,train,0.1522,60.0,86.053,0.176968,-0.7521
iso60,36,train,0.08151,60.0,101.906,0.567148,-0.2463
iso60,37,train,0.11598,60.0,98.106,0.250855,-0.6006
iso60,38,train,0.11494,60.0,97.978,0.4141,-0.3829
iso60,39,train,0.26953,60.0,101.41,0.109171,-0.9619
iso60,40,train,0.06631,60.0,104.368,1.026491,0.0114
iso60,41,train,0.14104,60.0,103.844,0.208853,-0.6802
iso60,42,train,0.06154,60.0,102.622,0.878111,-0.0565
iso60,43,train,0.12461,60.0,92.409,0.234072,-0.6307
iso60,44,train,0.15499,60.0,97.334,0.157431,-0.8029
iso60,45,train,0.12001,60.0,96.033,0.363891,-0.439
iso60,46,train,0.13361,60.0,101.535,0.145821,-0.8362
iso60,47,train,0.14132,60.0,99.737,0.091215,-1.0399
iso60,48,train,0.11444,60.0,91.974,0.310056,-0.5086
iso60,49,train,0.09547,60.0,103.922,0.516401,-0.287
iso60,50,train,0.15694,60.0,93.629,0.091112,-1.0404
iso60,51,train,0.13638,60.0,112.511,0.569166,-0.2448
iso60,52,train,0.12796,60.0,92.886,0.140638,-0.8519
iso60,53,train,0.14926,60.0,107.316,0.105211,-0.9779
iso60,54,train,0.07718,60.0,91.399,0.532177,-0.2739
iso60,55,train,0.07303,60.0,101.822,0.850215,-0.0705
iso60,56,train,0.11276,60.0,94.484,0.242733,-0.6149
iso60,57,train,0.08093,60.0,93.29,0.813246,-0.0898
iso60,58,train,0.0916,60.0,98.145,0.516194,-0.2872
iso60,59,train,0.17841,60.0,96.318,0.189247,-0.723
iso60,60,train,0.09769,60.0,98.117,0.575572,-0.2399
iso60,61,train,0.91053,60.0,102.471,0.001025,-2.9894
iso60,62,train,0.08824,60.0,100.122,0.466329,-0.3313
iso60,63,train,0.91579,60.0,115.934,0.000715,-3.1456
iso60,64,train,0.10634,60.0,93.798,0.23425,-0.6303
iso60,65,train,0.14391,60.0,87.249,0.134132,-0.8725
iso60,66,train,0.10814,60.0,90.449,1.459409,0.1642
iso60,67,train,0.13974,60.0,98.145,0.107911,-0.9669
iso60,68,train,0.14784,60.0,94.167,0.260369,-0.5844
iso60,69,train,0.64962,60.0,104.834,0.001672,-2.7767
iso60,70,train,0.11235,60.0,107.467,4.586431,0.6615
iso60,71,train,0.08836,60.0,104.28,0.370062,-0.4317
iso60,72,train,0.11822,60.0,88.468,0.269799,-0.569
iso60,73,train,0.12304,60.0,109.936,0.417548,-0.3793
iso60,74,train,0.22876,60.0,108.268,0.112645,-0.9483
iso60,75,train,0.10102,60.0,104.182,0.420313,-0.3764
iso60,76,train,0.06379,60.0,101.053,0.569757,-0.2443
iso60,77,train,0.09713,60.0,92.436,0.345962,-0.461
iso60,78,train,0.11282,60.0,99.171,0.303354,-0.518
iso60,79,train,0.13771,60.0,102.286,0.088044,-1.0553
iso60,80,train,0.18749,60.0,106.005,0.048812,-1.3115
iso60,81,train,0.15076,60.0,101.733,0.144035,-0.8415
iso60,82,train,0.06462,60.0,95.283,0.74851,-0.1258
iso60,83,train,0.1006,60.0,98.945,0.520851,-0.2833
iso60,84,train,0.0668,60.0,102.049,0.596442,-0.2244
iso60,85,train,0.12032,60.0,111.827,0.124877,-0.9035
iso60,86,train,0.16302,60.0,99.548,0.182496,-0.7387
iso60,87,train,0.25482,60.0,95.7,0.028219,-1.5495
iso60,88,train,0.17802,60.0,96.685,0.079266,-1.1009
iso60,89,train,0.11318,60.0,96.617,0.323999,-0.4895
iso60,90,train,0.11826,60.0,103.132,0.141475,-0.8493
iso60,91,train,0.15014,60.0,109.833,0.142185,-0.8471
iso60,92,train,0.17885,60.0,93.181,0.141579,-0.849
iso60,93,train,0.15121,60.0,100.182,0.184019,-0.7351
iso60,94,train,0.14143,60.0,108.013,0.149232,-0.8261
iso60,95,train,0.0918,60.0,87.471,0.770499,-0.1132
iso60,96,train,0.19185,60.0,109.618,0.037594,-1.4249
iso60,97,train,0.14068,60.0,99.352,0.135138,-0.8692
iso60,98,train,0.12427,60.0,91.153,0.255977,-0.5918
iso60,99,train,0.13547,60.0,102.719,0.177994,-0.7496
iso60,100,test,0.21504,60.0,110.592,0.123431,-0.9086
iso60,101,test,0.13898,60.0,94.587,0.196066,-0.7076
iso60,102,test,0.11196,60.0,95.989,0.40876,-0.3885
iso60,103,test,0.05945,60.0,107.489,2.280135,0.358
iso60,104,test,0.09641,60.0,98.224,0.282536,-0.5489
iso60,105,test,0.13975,60.0,105.446,0.061664,-1.21
iso60,106,test,0.09028,60.0,89.876,0.256727,-0.5905
iso60,107,test,0.12085,60.0,96.811,0.224925,-0.648
iso60,108,test,0.17819,60.0,92.77,0.535969,-0.2709
iso60,109,test,0.12202,60.0,98.43,0.193657,-0.713
iso60,110,test,0.12742,60.0,93.675,0.655819,-0.1832
iso60,111,test,0.13374,60.0,93.133,0.906273,-0.0427
iso60,112,test,0.10104,60.0,94.984,0.777822,-0.1091
iso60,113,test,0.11428,60.0,97.652,0.149883,-0.8242
iso60,114,test,0.08739,60.0,90.41,0.599961,-0.2219
iso60,115,test,0.10565,60.0,93.923,0.434324,-0.3622
iso60,116,test,0.20767,60.0,92.724,0.022701,-1.644
iso60,117,test,0.13841,60.0,100.796,0.178769,-0.7477
iso60,118,test,0.14421,60.0,85.097,0.148243,-0.829
iso60,119,test,0.43142,60.0,107.62,0.015213,-1.8178
iso60,120,test,0.1561,60.0,103.212,0.479925,-0.3188
iso60,121,test,0.09277,60.0,104.992,0.405263,-0.3923
iso60,122,test,0.11496,60.0,97.927,0.495801,-0.3047
iso60,123,test,0.06318,60.0,96.454,0.441538,-0.355
iso60,124,test,0.12058,60.0,99.136,0.63582,-0.1967
iso60,125,test,0.07815,60.0,99.589,0.645539,-0.1901
iso60,126,test,0.13765,60.0,90.876,0.282546,-0.5489
iso60,127,test,0.21935,60.0,108.25,0.193046,-0.7143
iso60,128,test,0.11567,60.0,119.076,0.065133,-1.1862
iso60,129,test,0.1554,60.0,103.859,0.089411,-1.0486
iso60,130,test,0.28131,60.0,109.67,0.026428,-1.5779
iso60,131,test,0.10686,60.0,100.406,0.614536,-0.2115
iso60,132,test,0.09997,60.0,104.351,0.942674,-0.0256
iso60,133,test,0.16285,60.0,102.094,0.123036,-0.91
iso60,134,test,0.21949,60.0,101.794,0.079053,-1.1021
iso60,135,test,0.10115,60.0,97.683,1.494105,0.1744
iso60,136,test,0.15999,60.0,94.983,0.577313,-0.2386
iso60,137,test,0.10943,60.0,103.591,0.516934,-0.2866
iso60,138,test,0.13092,60.0,104.926,0.286656,-0.5426
iso60,139,test,0.1228,60.0,102.665,0.160201,-0.7953
iso60,140,test,0.11039,60.0,95.077,0.326662,-0.4859
iso60,141,test,0.10111,60.0,92.809,0.476743,-0.3217
iso60,142,test,0.0813,60.0,90.442,0.547143,-0.2619
iso60,143,test,0.14821,60.0,96.115,0.166996,-0.7773
iso60,144,test,0.12398,60.0,113.464,0.116502,-0.9337
iso60,145,test,0.16488,60.0,111.189,0.332843,-0.4778
iso60,146,test,0.11236,60.0,110.028,0.300997,-0.5214
iso60,147,test,0.11246,60.0,103.757,0.267221,-0.5731
iso60,148,test,0.07313,60.0,96.355,0.595584,-0.2251
iso60,149,test,0.50426,60.0,92.523,0.0144,-1.8416
iso60,150,test,0.21415,60.0,95.972,0.083629,-1.0776
iso60,151,test,0.1389,60.0,103.515,0.143562,-0.843
iso60,152,test,0.08202,60.0,98.658,0.252018,-0.5986
iso60,153,test,0.09862,60.0,96.853,2.844196,0.454
iso60,154,test,0.09423,60.0,100.137,0.312099,-0.5057
iso60,155,test,0.21958,60.0,91.584,0.076789,-1.1147
iso60,156,test,0.06632,60.0,100.93,0.845039,-0.0731
iso60,157,test,0.0734,60.0,104.96,0.772391,-0.1122
iso60,158,test,0.09134,60.0,86.758,0.451992,-0.3449
iso60,159,test,0.09959,60.0,111.198,0.2731,-0.5637
iso60,160,test,0.15635,60.0,96.085,0.117836,-0.9287
iso60,161,test,0.12551,60.0,93.205,0.39778,-0.4004
iso60,162,test,0.12314,60.0,95.425,0.234045,-0.6307
iso60,163,test,0.13735,60.0,110.647,0.320837,-0.4937
iso60,164,test,0.07882,60.0,102.175,0.416596,-0.3803
iso60,165,test,0.12943,60.0,94.107,0.101855,-0.992
iso60,166,test,0.18473,60.0,101.385,0.123966,-0.9067
iso60,167,test,0.18391,60.0,101.517,0.053145,-1.2745
iso60,168,test,0.15222,60.0,104.189,0.237626,-0.6241
iso60,169,test,0.13528,60.0,99.322,0.149991,-0.8239
iso60,170,test,0.21743,60.0,97.835,0.319337,-0.4958
iso60,171,test,0.11411,60.0,101.976,0.188704,-0.7242
iso60,172,test,0.15887,60.0,86.981,0.12909,-0.8891
iso60,173,test,0.08886,60.0,107.14,0.223291,-0.6511
iso60,174,test,0.14792,60.0,98.281,0.161105,-0.7929
iso60,175,test,0.10583,60.0,101.749,0.342947,-0.4648
iso60,176,test,0.14886,60.0,89.837,0.406844,-0.3906
iso60,177,test,0.08123,60.0,112.722,0.294202,-0.5314
iso60,178,test,0.18827,60.0,89.009,0.193361,-0.7136
iso60,179,test,0.13126,60.0,93.01,0.176634,-0.7529
iso60,180,test,0.18334,60.0,99.033,0.126226,-0.8989
iso60,181,test,0.1896,60.0,93.472,0.104225,-0.982
iso60,182,test,0.0765,60.0,102.138,0.337696,-0.4715
iso60,183,test,0.1568,60.0,97.077,0.136782,-0.864
iso60,184,test,0.15544,60.0,93.471,0.043906,-1.3575
iso60,185,test,0.09526,60.0,97.721,0.529318,-0.2763
iso60,186,test,0.12127,60.0,99.488,0.180903,-0.7426
iso60,187,test,0.11854,60.0,95.595,0.508768,-0.2935
iso60,188,test,0.21088,60.0,108.4,0.06338,-1.198
iso60,189,test,0.25432,60.0,97.426,0.035953,-1.4443
iso60,190,test,0.12936,60.0,97.642,0.22081,-0.656
iso60,191,test,0.28618,60.0,106.882,0.025746,-1.5893
iso60,192,test,0.1099,60.0,102.948,0.175978,-0.7545
iso60,193,test,0.07459,60.0,100.406,0.501114,-0.3001
iso60,194,test,0.09966,60.0,114.129,0.183193,-0.7371
iso60,195,test,0.34964,60.0,106.73,0.01202,-1.9201
iso60,196,test,0.14359,60.0,98.17,0.086359,-1.0637
iso60,197,test,0.16169,60.0,109.028,0.097434,-1.0113
iso60,198,test,0.20605,60.0,99.498,0.079928,-1.0973
iso60,199,test,0.1464,60.0,86.9,0.225627,-0.6466
iso120,0,train,0.09182,120.0,147.147,0.468296,-0.3295
iso120,1,train,0.25636,120.0,137.39,0.021004,-1.6777
iso120,2,train,0.07198,120.0,153.139,1.264521,0.1019
iso120,3,train,0.1071,120.0,145.024,1.085688,0.0357
iso120,4,train,0.08333,120.0,145.137,1.684404,0.2264
iso120,5,train,0.05894,120.0,136.605,1.839687,0.2647
iso120,6,train,0.07763,120.0,139.003,2.050264,0.3118
iso120,7,train,0.079,120.0,149.691,0.891747,-0.0498
iso120,8,train,0.07645,120.0,133.597,3.309061,0.5197
iso120,9,train,0.14012,120.0,154.136,0.156104,-0.8066
iso120,10,train,0.05541,120.0,145.887,1.18791,0.0748
iso120,11,train,0.09958,120.0,151.693,0.576205,-0.2394
iso120,12,train,0.06728,120.0,147.434,0.910882,-0.0405
iso120,13,train,0.07035,120.0,145.072,1.260674,0.1006
iso120,14,train,0.03281,120.0,148.005,9.374229,0.9719
iso120,15,train,0.07037,120.0,144.132,0.494462,-0.3059
iso120,16,train,0.073,120.0,136.675,1.170753,0.0685
iso120,17,train,0.06992,120.0,146.624,2.798139,0.4469
iso120,18,train,0.08851,120.0,143.553,0.628164,-0.2019
iso120,19,train,0.06709,120.0,144.524,1.120682,0.0495
iso120,20,train,0.04088,120.0,144.309,1.682931,0.2261
iso120,21,train,0.05561,120.0,152.051,2.276237,0.3572
iso120,22,train,0.06958,120.0,140.459,1.448842,0.161
iso120,23,train,0.08668,120.0,144.525,0.917674,-0.0373
iso120,24,train,0.06307,120.0,148.702,0.465753,-0.3318
iso120,25,train,0.07803,120.0,146.572,0.504974,-0.2967
iso120,26,train,0.0567,120.0,135.385,5.392334,0.7318
iso120,27,train,0.05283,120.0,145.723,3.040342,0.4829
iso120,28,train,0.09298,120.0,139.903,0.903627,-0.044
iso120,29,train,0.1188,120.0,154.95,0.618573,-0.2086
iso120,30,train,0.07265,120.0,139.715,1.480062,0.1703
iso120,31,train,0.07299,120.0,149.676,1.3858,0.1417
iso120,32,train,0.08364,120.0,136.298,1.795658,0.2542
iso120,33,train,0.07797,120.0,146.405,0.795618,-0.0993
iso120,34,train,0.08761,120.0,152.624,1.10255,0.0424
iso120,35,train,0.07491,120.0,132.097,3.864091,0.587
iso120,36,train,0.05831,120.0,143.293,1.792083,0.2534
iso120,37,train,0.08545,120.0,140.947,0.949729,-0.0224
iso120,38,train,0.06465,120.0,142.616,1.847327,0.2665
iso120,39,train,0.1178,120.0,141.463,0.304263,-0.5168
iso120,40,train,0.11271,120.0,149.893,3.102863,0.4918
iso120,41,train,0.08809,120.0,148.394,0.78153,-0.1071
iso120,42,train,0.0731,120.0,150.654,3.356384,0.5259
iso120,43,train,0.05712,120.0,138.449,4.099741,0.6128
iso120,44,train,0.1244,120.0,144.583,0.339573,-0.4691
iso120,45,train,0.08464,120.0,138.547,3.096284,0.4908
iso120,46,train,0.07642,120.0,145.404,0.912741,-0.0397
iso120,47,train,0.03308,120.0,144.528,7.214631,0.8582
iso120,48,train,0.0647,120.0,138.471,1.943428,0.2886
iso120,49,train,0.09539,120.0,146.868,0.244981,-0.6109
iso120,50,train,0.10099,120.0,138.71,0.688753,-0.1619
iso120,51,train,0.07917,120.0,154.832,1.26893,0.1034
iso120,52,train,0.07252,120.0,137.409,4.123736,0.6153
iso120,53,train,0.09005,120.0,150.335,0.951885,-0.0214
iso120,54,train,0.05941,120.0,139.595,3.897103,0.5907
iso120,55,train,0.06031,120.0,146.169,3.138815,0.4968
iso120,56,train,0.09878,120.0,138.806,0.598195,-0.2232
iso120,57,train,0.07065,120.0,139.546,1.558673,0.1928
iso120,58,train,0.07939,120.0,145.859,0.589604,-0.2294
iso120,59,train,0.0956,120.0,144.796,0.827745,-0.0821
iso120,60,train,0.07281,120.0,143.517,4.045768,0.607
iso120,61,train,0.04001,120.0,151.027,2.588295,0.413
iso120,62,train,0.0837,120.0,144.533,1.894397,0.2775
iso120,63,train,0.045,120.0,157.349,0.92016,-0.0361
iso120,64,train,0.11943,120.0,141.261,1.614045,0.2079
iso120,65,train,0.10289,120.0,136.958,0.45085,-0.346
iso120,66,train,0.71051,120.0,138.242,7.342157,0.8658
iso120,67,train,0.08556,120.0,141.983,1.302771,0.1149
iso120,68,train,0.06398,120.0,139.345,0.993712,-0.0027
iso120,69,train,0.06265,120.0,147.93,6.904236,0.8391
iso120,70,train,0.04801,120.0,148.171,4.399416,0.6434
iso120,71,train,0.05224,120.0,148.86,8.57582,0.9333
iso120,72,train,0.10324,120.0,137.304,1.732725,0.2387
iso120,73,train,0.10703,120.0,152.531,0.382474,-0.4174
iso120,74,train,0.16791,120.0,155.313,0.304489,-0.5164
iso120,75,train,0.06218,120.0,143.582,3.61244,0.5578
iso120,76,train,0.07543,120.0,143.807,2.136787,0.3298
iso120,77,train,0.11475,120.0,143.643,0.483075,-0.316
iso120,78,train,0.06853,120.0,142.698,0.773278,-0.1117
iso120,79,train,0.08172,120.0,143.725,0.762061,-0.118
iso120,80,train,0.10125,120.0,149.398,0.586293,-0.2319
iso120,81,train,0.07008,120.0,145.311,1.430667,0.1555
iso120,82,train,0.06619,120.0,141.452,5.219265,0.7176
iso120,83,train,0.05956,120.0,139.837,1.987242,0.2983
iso120,84,train,0.05366,120.0,143.848,4.097623,0.6125
iso120,85,train,0.07895,120.0,153.529,0.989336,-0.0047
iso120,86,train,0.07773,120.0,145.435,1.155101,0.0626
iso120,87,train,0.08182,120.0,139.974,1.253013,0.098
iso120,88,train,0.11421,120.0,141.559,2.247054,0.3516
iso120,89,train,0.06991,120.0,144.073,1.491425,0.1736
iso120,90,train,0.0727,120.0,147.75,1.757117,0.2448
iso120,91,train,0.05679,120.0,152.428,1.219176,0.0861
iso120,92,train,0.0709,120.0,141.108,0.887872,-0.0516
iso120,93,train,0.06829,120.0,144.448,2.456628,0.3903
iso120,94,train,0.05132,120.0,149.911,1.889685,0.2764
iso120,95,train,0.08592,120.0,139.404,1.052323,0.0221
iso120,96,train,0.09837,120.0,148.994,0.920159,-0.0361
iso120,97,train,0.0649,120.0,139.885,1.966157,0.2936
iso120,98,train,0.10256,120.0,139.468,1.579335,0.1985
iso120,99,train,0.06745,120.0,145.204,1.729881,0.238
iso120,100,test,0.0612,120.0,157.445,4.824725,0.6835
iso120,101,test,0.08696,120.0,140.525,0.619452,-0.208
iso120,102,test,0.04976,120.0,135.521,3.406507,0.5323
iso120,103,test,0.06879,120.0,149.295,3.211314,0.5067
iso120,104,test,0.09599,120.0,149.526,0.406271,-0.3912
iso120,105,test,0.1103,120.0,146.362,4.66491,0.6688
iso120,106,test,0.07327,120.0,138.763,1.832237,0.263
iso120,107,test,0.07704,120.0,150.006,1.663315,0.221
iso120,108,test,0.03726,120.0,137.4,2.056006,0.313
iso120,109,test,0.06656,120.0,141.517,1.047645,0.0202
iso120,110,test,0.0817,120.0,138.006,1.149884,0.0607
iso120,111,test,0.06712,120.0,137.15,1.900425,0.2789
iso120,112,test,0.10512,120.0,139.513,1.312205,0.118
iso120,113,test,0.08146,120.0,145.314,1.09928,0.0411
iso120,114,test,0.07543,120.0,134.322,0.815636,-0.0885
iso120,115,test,0.06934,120.0,141.721,1.338139,0.1265
iso120,116,test,0.07838,120.0,142.099,0.516232,-0.2872
iso120,117,test,0.08852,120.0,142.899,1.136135,0.0554
iso120,118,test,0.08774,120.0,134.081,0.894842,-0.0483
iso120,119,test,0.14468,120.0,144.488,0.177898,-0.7498
iso120,120,test,0.08505,120.0,148.931,0.732163,-0.1354
iso120,121,test,0.05684,120.0,144.722,0.905192,-0.0433
iso120,122,test,0.06629,120.0,141.863,1.511109,0.1793
iso120,123,test,0.06249,120.0,142.682,2.154624,0.3334
