condition,src,plateau_auc_low,dist_to_source,l0,ref_at_dist,residual
iso15,176,0.22708,15.0,0,,
iso15,177,0.08288,15.0,0,,
iso15,178,0.24622,15.0,0,,
iso15,179,0.21216,15.0,0,,
iso15,180,0.21537,15.0,0,,
iso15,181,0.22289,15.0,0,,
iso15,182,0.20506,15.0,0,,
iso15,183,0.20582,15.0,0,,
iso15,184,0.24783,15.0,0,,
iso15,185,0.12195,15.0,0,,
iso15,186,0.22533,15.0,0,,
iso15,187,0.19375,15.0,0,,
iso15,188,0.26768,15.0,0,,
iso15,189,0.37392,15.0,0,,
iso15,190,0.1557,15.0,0,,
iso15,191,0.46748,15.0,0,,
iso15,192,0.21525,15.0,0,,
iso15,193,0.16104,15.0,0,,
iso15,194,0.13493,15.0,0,,
iso15,195,0.49385,15.0,0,,
iso15,196,0.25103,15.0,0,,
iso15,197,0.35283,15.0,0,,
iso15,198,0.42015,15.0,0,,
iso15,199,0.2782,15.0,0,,
iso30,100,0.31992,30.0,0,,
iso30,101,0.16806,30.0,0,,
iso30,102,0.13561,30.0,0,,
iso30,103,0.07696,30.0,0,,
iso30,104,0.13484,30.0,0,,
iso30,105,0.13735,30.0,0,,
iso30,106,0.17295,30.0,0,,
iso30,107,0.17578,30.0,0,,
iso30,108,0.14587,30.0,0,,
iso30,109,0.1514,30.0,0,,
iso30,110,0.14109,30.0,0,,
iso30,111,0.07101,30.0,0,,
iso30,112,0.14463,30.0,0,,
iso30,113,0.13413,30.0,0,,
iso30,114,0.13346,30.0,0,,
iso30,115,0.12759,30.0,0,,
iso30,116,0.48723,30.0,0,,
iso30,117,0.1733,30.0,0,,
iso30,118,0.1689,30.0,0,,
iso30,119,0.29949,30.0,0,,
iso30,120,0.15,30.0,0,,
iso30,121,0.21551,30.0,0,,
iso30,122,0.14675,30.0,0,,
iso30,123,0.11319,30.0,0,,
iso30,124,0.16059,30.0,0,,
iso30,125,0.12332,30.0,0,,
iso30,126,0.15905,30.0,0,,
iso30,127,0.2405,30.0,0,,
iso30,128,0.26068,30.0,0,,
iso30,129,0.22068,30.0,0,,
iso30,130,0.47373,30.0,0,,
iso30,131,0.19678,30.0,0,,
iso30,132,0.12731,30.0,0,,
iso30,133,0.17648,30.0,0,,
iso30,134,0.28697,30.0,0,,
iso30,135,0.14469,30.0,0,,
iso30,136,0.22858,30.0,0,,
iso30,137,0.11991,30.0,0,,
iso30,138,0.18554,30.0,0,,
iso30,139,0.15527,30.0,0,,
iso30,140,0.14564,30.0,0,,
iso30,141,0.10723,30.0,0,,
iso30,142,0.10041,30.0,0,,
iso30,143,0.1936,30.0,0,,
iso30,144,0.18786,30.0,0,,
iso30,145,0.23487,30.0,0,,
iso30,146,0.12693,30.0,0,,
iso30,147,0.22449,30.0,0,,
iso30,148,0.1284,30.0,0,,
iso30,149,0.87124,30.0,0,,
iso30,150,0.19167,30.0,0,,
iso30,151,0.18436,30.0,0,,
iso30,152,0.08778,30.0,0,,
iso30,153,0.19003,30.0,0,,
iso30,154,0.1364,30.0,0,,
iso30,155,0.29628,30.0,0,,
iso30,156,0.10323,30.0,0,,
iso30,157,0.08655,30.0,0,,
iso30,158,0.13412,30.0,0,,
iso30,159,0.12291,30.0,0,,
iso30,160,0.15417,30.0,0,,
iso30,161,0.10653,30.0,0,,
iso30,162,0.22918,30.0,0,,
iso30,163,0.11995,30.0,0,,
iso30,164,0.12618,30.0,0,,
iso30,165,0.18356,30.0,0,,
iso30,166,0.47836,30.0,0,,
iso30,167,0.3217,30.0,0,,
iso30,168,0.16688,30.0,0,,
iso30,169,0.20863,30.0,0,,
iso30,170,0.24851,30.0,0,,
iso30,171,0.11564,30.0,0,,
iso30,172,0.20112,30.0,0,,
iso30,173,0.12583,30.0,0,,
iso30,174,0.24007,30.0,0,,
iso30,175,0.14541,30.0,0,,
iso30,176,0.20147,30.0,0,,
iso30,177,0.07887,30.0,0,,
iso30,178,0.24608,30.0,0,,
iso30,179,0.2049,30.0,0,,
iso30,180,0.17773,30.0,0,,
iso30,181,0.1968,30.0,0,,
iso30,182,0.19404,30.0,0,,
iso30,183,0.22682,30.0,0,,
iso30,184,0.18477,30.0,0,,
iso30,185,0.12772,30.0,0,,
iso30,186,0.19204,30.0,0,,
iso30,187,0.17591,30.0,0,,
iso30,188,0.27314,30.0,0,,
iso30,189,0.44185,30.0,0,,
iso30,190,0.12003,30.0,0,,
iso30,191,0.36975,30.0,0,,
iso30,192,0.15054,30.0,0,,
iso30,193,0.14703,30.0,0,,
iso30,194,0.12229,30.0,0,,
iso30,195,0.40337,30.0,0,,
iso30,196,0.2275,30.0,0,,
