seed,model,layer,pair,class_a,class_b,rep,idx_a,idx_b,lin_dev,max_jump
1,pre,d_h2,64,4,7,0,48,36,0.040215,1.19886
1,pre,d_h2,65,4,7,1,121,114,0.018784,1.085167
1,pre,d_h2,66,4,8,0,49,134,0.005802,1.052055
1,pre,d_h2,67,4,8,1,139,266,0.021465,1.105148
1,pre,d_h2,68,4,9,0,56,20,0.005987,1.039648
1,pre,d_h2,69,4,9,1,159,125,0.009127,1.057035
1,pre,d_h2,70,5,6,0,59,66,0.020427,1.093727
1,pre,d_h2,71,5,6,1,182,161,0.004115,1.048672
1,pre,d_h2,72,5,7,0,102,41,0.041307,1.20632
1,pre,d_h2,73,5,7,1,187,122,0.052687,1.269297
1,pre,d_h2,74,5,8,0,120,146,0.025158,1.134307
1,pre,d_h2,75,5,8,1,207,268,0.008148,1.049459
1,pre,d_h2,76,5,9,0,127,58,0.022641,1.127169
1,pre,d_h2,77,5,9,1,211,150,0.017611,1.067045
1,pre,d_h2,78,6,7,0,88,60,0.009429,1.108569
1,pre,d_h2,79,6,7,1,197,124,0.02217,1.135853
1,pre,d_h2,80,6,8,0,91,177,0.001615,1.047033
1,pre,d_h2,81,6,8,1,201,277,0.001544,1.029611
1,pre,d_h2,82,6,9,0,98,62,0.039852,1.211068
1,pre,d_h2,83,6,9,1,217,151,0.006389,1.054615
1,pre,d_h2,84,7,8,0,70,179,0.004392,1.053035
1,pre,d_h2,85,7,8,1,141,290,0.006922,1.039469
1,pre,d_h2,86,7,9,0,75,73,0.004327,1.098797
1,pre,d_h2,87,7,9,1,144,185,0.011852,1.063811
1,pre,d_h2,88,8,9,0,184,78,0.026552,1.159971
1,pre,d_h2,89,8,9,1,338,193,0.039955,1.215361
1,pre,d_h3,0,0,1,0,10,2,0.087738,1.430526
1,pre,d_h3,1,0,1,1,183,94,0.072151,1.398917
1,pre,d_h3,2,0,2,0,13,1,0.030056,1.177794
1,pre,d_h3,3,0,2,1,188,172,0.026573,1.2656
1,pre,d_h3,4,0,3,0,25,18,0.044216,1.322547
1,pre,d_h3,5,0,3,1,192,142,0.060222,1.602693
1,pre,d_h3,6,0,4,0,28,4,0.046997,1.243892
1,pre,d_h3,7,0,4,1,194,85,0.016697,1.182678
1,pre,d_h3,8,0,5,0,55,8,0.026041,1.289773
1,pre,d_h3,9,0,5,1,215,152,0.0748,1.346588
1,pre,d_h3,10,0,6,0,69,11,0.045621,1.261425
1,pre,d_h3,11,0,6,1,246,130,0.027337,1.110058
1,pre,d_h3,12,0,7,0,71,0,0.126198,1.920824
1,pre,d_h3,13,0,7,1,269,83,0.048647,1.301712
1,pre,d_h3,14,0,8,0,101,61,0.00533,1.102918
1,pre,d_h3,15,0,8,1,271,233,0.037508,1.297307
1,pre,d_h3,16,0,9,0,126,7,0.039437,1.195002
1,pre,d_h3,17,0,9,1,294,105,0.036095,1.181632
1,pre,d_h3,18,1,2,0,14,35,0.008487,1.201922
1,pre,d_h3,19,1,2,1,107,174,0.011609,1.14283
1,pre,d_h3,20,1,3,0,29,30,0.011285,1.177996
1,pre,d_h3,21,1,3,1,135,158,0.009797,1.165857
1,pre,d_h3,22,1,4,0,31,6,0.022934,1.188844
1,pre,d_h3,23,1,4,1,137,95,0.010158,1.090944
1,pre,d_h3,24,1,5,0,37,15,0.015426,1.146853
1,pre,d_h3,25,1,5,1,143,153,0.037255,1.185101
1,pre,d_h3,26,1,6,0,39,21,0.016476,1.119179
1,pre,d_h3,27,1,6,1,145,131,0.049642,1.321203
1,pre,d_h3,28,1,7,0,40,17,0.040516,1.286155
1,pre,d_h3,29,1,7,1,154,86,0.027918,1.280427
1,pre,d_h3,30,1,8,0,46,84,0.018919,1.125759
1,pre,d_h3,31,1,8,1,168,242,0.029342,1.178658
1,pre,d_h3,32,1,9,0,57,9,0.017806,1.135272
1,pre,d_h3,33,1,9,1,176,108,0.047542,1.320809
1,pre,d_h3,34,2,3,0,43,32,0.013503,1.150554
1,pre,d_h3,35,2,3,1,199,173,0.054055,1.267892
1,pre,d_h3,36,2,4,0,47,19,0.020488,1.224607
1,pre,d_h3,37,2,4,1,208,103,0.003663,1.085711
1,pre,d_h3,38,2,5,0,72,23,0.038062,1.401936
1,pre,d_h3,39,2,5,1,221,155,0.023886,1.352395
1,pre,d_h3,40,2,6,0,77,22,0.017923,1.118928
1,pre,d_h3,41,2,6,1,222,138,0.050865,1.306529
1,pre,d_h3,42,2,7,0,82,26,0.095089,1.528963
1,pre,d_h3,43,2,7,1,225,97,0.034596,1.1484
1,pre,d_h3,44,2,8,0,106,110,0.004022,1.039466
1,pre,d_h3,45,2,8,1,236,257,0.022388,1.142508
1,pre,d_h3,46,2,9,0,119,12,0.080016,1.490439
1,pre,d_h3,47,2,9,1,237,113,0.023764,1.16564
1,pre,d_h3,48,3,4,0,51,24,0.078834,1.467013
1,pre,d_h3,49,3,4,1,200,109,0.063664,1.381094
1,pre,d_h3,50,3,5,0,63,45,0.03541,1.196498
1,pre,d_h3,51,3,5,1,205,162,0.014816,1.099139
1,pre,d_h3,52,3,6,0,68,50,0.045765,1.184592
1,pre,d_h3,53,3,6,1,213,140,0.008469,1.095593
1,pre,d_h3,54,3,7,0,76,34,0.031788,1.288271
1,pre,d_h3,55,3,7,1,216,111,0.046571,1.207861
1,pre,d_h3,56,3,8,0,87,128,0.005728,1.101053
1,pre,d_h3,57,3,8,1,230,260,0.024304,1.339486
1,pre,d_h3,58,3,9,0,90,16,0.044202,1.284666
1,pre,d_h3,59,3,9,1,231,118,0.056767,1.320001
1,pre,d_h3,60,4,5,0,33,52,0.02221,1.120853
1,pre,d_h3,61,4,5,1,116,165,0.028939,1.140493
1,pre,d_h3,62,4,6,0,42,54,0.006553,1.101345
1,pre,d_h3,63,4,6,1,117,156,0.026649,1.170818
1,pre,d_h3,64,4,7,0,48,36,0.043174,1.207664
1,pre,d_h3,65,4,7,1,121,114,0.056548,1.315266
1,pre,d_h3,66,4,8,0,49,134,0.045239,1.235291
1,pre,d_h3,67,4,8,1,139,266,0.015675,1.113927
1,pre,d_h3,68,4,9,0,56,20,0.025715,1.115476
1,pre,d_h3,69,4,9,1,159,125,0.007251,1.082814
1,pre,d_h3,70,5,6,0,59,66,0.009382,1.119208
1,pre,d_h3,71,5,6,1,182,161,0.010718,1.094782
1,pre,d_h3,72,5,7,0,102,41,0.038081,1.237221
1,pre,d_h3,73,5,7,1,187,122,0.061629,1.339813
1,pre,d_h3,74,5,8,0,120,146,0.032732,1.1903
1,pre,d_h3,75,5,8,1,207,268,0.015172,1.178076
1,pre,d_h3,76,5,9,0,127,58,0.01433,1.133348
1,pre,d_h3,77,5,9,1,211,150,0.022543,1.217635
1,pre,d_h3,78,6,7,0,88,60,0.027555,1.219032
1,pre,d_h3,79,6,7,1,197,124,0.065901,1.323365
1,pre,d_h3,80,6,8,0,91,177,0.007546,1.127487
1,pre,d_h3,81,6,8,1,201,277,0.009973,1.126194
1,pre,d_h3,82,6,9,0,98,62,0.064555,1.322614
1,pre,d_h3,83,6,9,1,217,151,0.021291,1.206459
1,pre,d_h3,84,7,8,0,70,179,0.004093,1.128638
1,pre,d_h3,85,7,8,1,141,290,0.029801,1.144614
1,pre,d_h3,86,7,9,0,75,73,0.00858,1.204073
1,pre,d_h3,87,7,9,1,144,185,0.008996,1.077695
1,pre,d_h3,88,8,9,0,184,78,0.068306,1.407521
1,pre,d_h3,89,8,9,1,338,193,0.043281,1.20399
1,pre,d_out,0,0,1,0,10,2,0.103979,1.534154
1,pre,d_out,1,0,1,1,183,94,0.077109,1.511911
1,pre,d_out,2,0,2,0,13,1,0.002832,1.120234
1,pre,d_out,3,0,2,1,188,172,0.03892,1.303405
1,pre,d_out,4,0,3,0,25,18,0.045287,1.44008
1,pre,d_out,5,0,3,1,192,142,0.089302,1.865207
1,pre,d_out,6,0,4,0,28,4,0.052438,1.314086
1,pre,d_out,7,0,4,1,194,85,0.016882,1.195696
1,pre,d_out,8,0,5,0,55,8,0.028209,1.352982
1,pre,d_out,9,0,5,1,215,152,0.080499,1.644875
1,pre,d_out,10,0,6,0,69,11,0.033769,1.227474
1,pre,d_out,11,0,6,1,246,130,0.045231,1.286755
1,pre,d_out,12,0,7,0,71,0,0.152699,2.332024
1,pre,d_out,13,0,7,1,269,83,0.09787,1.63004
1,pre,d_out,14,0,8,0,101,61,0.00623,1.144642
1,pre,d_out,15,0,8,1,271,233,0.050107,1.587105
1,pre,d_out,16,0,9,0,126,7,0.062305,1.391817
1,pre,d_out,17,0,9,1,294,105,0.03364,1.232188
1,pre,d_out,18,1,2,0,14,35,0.02364,1.467849
1,pre,d_out,19,1,2,1,107,174,0.029414,1.225057
1,pre,d_out,20,1,3,0,29,30,0.047291,1.393049
1,pre,d_out,21,1,3,1,135,158,0.008304,1.254773
1,pre,d_out,22,1,4,0,31,6,0.023371,1.250708
1,pre,d_out,23,1,4,1,137,95,0.015641,1.274014
1,pre,d_out,24,1,5,0,37,15,0.011411,1.143573
1,pre,d_out,25,1,5,1,143,153,0.031388,1.359037
1,pre,d_out,26,1,6,0,39,21,0.029325,1.186186
1,pre,d_out,27,1,6,1,145,131,0.007518,1.188108
1,pre,d_out,28,1,7,0,40,17,0.004793,1.251571
1,pre,d_out,29,1,7,1,154,86,0.018383,1.255715
1,pre,d_out,30,1,8,0,46,84,0.023877,1.168351
1,pre,d_out,31,1,8,1,168,242,0.010373,1.23812
1,pre,d_out,32,1,9,0,57,9,0.020911,1.367557
1,pre,d_out,33,1,9,1,176,108,0.056529,1.426345
1,pre,d_out,34,2,3,0,43,32,0.00676,1.245142
1,pre,d_out,35,2,3,1,199,173,0.074383,1.475062
1,pre,d_out,36,2,4,0,47,19,0.042506,1.400894
1,pre,d_out,37,2,4,1,208,103,0.027142,1.265501
1,pre,d_out,38,2,5,0,72,23,0.095968,1.641779
1,pre,d_out,39,2,5,1,221,155,0.056901,1.744255
1,pre,d_out,40,2,6,0,77,22,0.042681,1.327282
1,pre,d_out,41,2,6,1,222,138,0.062867,1.357663
1,pre,d_out,42,2,7,0,82,26,0.146198,1.923564
1,pre,d_out,43,2,7,1,225,97,0.048127,1.244661
1,pre,d_out,44,2,8,0,106,110,0.034842,1.226828
1,pre,d_out,45,2,8,1,236,257,0.057016,1.298057
1,pre,d_out,46,2,9,0,119,12,0.077988,1.583634
1,pre,d_out,47,2,9,1,237,113,0.046994,1.347177
1,pre,d_out,48,3,4,0,51,24,0.136068,1.77958
1,pre,d_out,49,3,4,1,200,109,0.09755,1.751427
1,pre,d_out,50,3,5,0,63,45,0.076814,1.422933
1,pre,d_out,51,3,5,1,205,162,0.021318,1.189947
1,pre,d_out,52,3,6,0,68,50,0.056925,1.365079
1,pre,d_out,53,3,6,1,213,140,0.033359,1.2079
1,pre,d_out,54,3,7,0,76,34,0.051247,1.557982
1,pre,d_out,55,3,7,1,216,111,0.047476,1.279527
1,pre,d_out,56,3,8,0,87,128,0.029345,1.218945
1,pre,d_out,57,3,8,1,230,260,0.058206,1.949321
1,pre,d_out,58,3,9,0,90,16,0.050205,1.306985
1,pre,d_out,59,3,9,1,231,118,0.073705,1.504439
1,pre,d_out,60,4,5,0,33,52,0.042599,1.227699
1,pre,d_out,61,4,5,1,116,165,0.027884,1.579374
1,pre,d_out,62,4,6,0,42,54,0.00836,1.193857
1,pre,d_out,63,4,6,1,117,156,0.031333,1.406889
1,pre,d_out,64,4,7,0,48,36,0.053218,1.338231
1,pre,d_out,65,4,7,1,121,114,0.031663,1.294987
1,pre,d_out,66,4,8,0,49,134,0.044026,1.264414
1,pre,d_out,67,4,8,1,139,266,0.026882,1.161193
1,pre,d_out,68,4,9,0,56,20,0.03464,1.169148
1,pre,d_out,69,4,9,1,159,125,0.004731,1.103616
1,pre,d_out,70,5,6,0,59,66,0.014719,1.213819
1,pre,d_out,71,5,6,1,182,161,0.021768,1.361778
1,pre,d_out,72,5,7,0,102,41,0.059935,1.361272
1,pre,d_out,73,5,7,1,187,122,0.061227,1.33053
1,pre,d_out,74,5,8,0,120,146,0.059542,1.317061
1,pre,d_out,75,5,8,1,207,268,0.025282,1.499944
1,pre,d_out,76,5,9,0,127,58,0.025498,1.198627
1,pre,d_out,77,5,9,1,211,150,0.068966,1.453539
1,pre,d_out,78,6,7,0,88,60,0.06213,1.489815
1,pre,d_out,79,6,7,1,197,124,0.063535,1.407529
1,pre,d_out,80,6,8,0,91,177,0.053083,1.277182
1,pre,d_out,81,6,8,1,201,277,0.0332,1.176965
1,pre,d_out,82,6,9,0,98,62,0.066815,1.405007
1,pre,d_out,83,6,9,1,217,151,0.040783,1.304538
1,pre,d_out,84,7,8,0,70,179,0.088125,1.601866
1,pre,d_out,85,7,8,1,141,290,0.056387,1.275002
1,pre,d_out,86,7,9,0,75,73,0.03055,1.589125
1,pre,d_out,87,7,9,1,144,185,0.003951,1.120269
1,pre,d_out,88,8,9,0,184,78,0.066371,1.5432
1,pre,d_out,89,8,9,1,338,193,0.056274,1.37522
2,clf,d_h2,0,0,1,0,10,2,0.17651,2.579539
2,clf,d_h2,1,0,1,1,183,94,0.189687,2.894328
2,clf,d_h2,2,0,2,0,13,1,0.044025,1.528519
2,clf,d_h2,3,0,2,1,188,172,0.108563,1.82865
2,clf,d_h2,4,0,3,0,25,18,0.18606,2.861359
2,clf,d_h2,5,0,3,1,192,142,0.174248,2.491679
2,clf,d_h2,6,0,4,0,28,4,0.158614,2.736117
2,clf,d_h2,7,0,4,1,194,85,0.174243,3.474039
2,clf,d_h2,8,0,5,0,55,8,0.048016,1.652849
2,clf,d_h2,9,0,5,1,215,152,0.139328,2.025813
2,clf,d_h2,10,0,6,0,69,11,0.091672,1.512206
2,clf,d_h2,11,0,6,1,246,130,0.141031,2.394734
2,clf,d_h2,12,0,7,0,71,0,0.19634,3.425384
2,clf,d_h2,13,0,7,1,269,83,0.10638,2.389648
2,clf,d_h2,14,0,8,0,101,61,0.143805,2.175868
2,clf,d_h2,15,0,8,1,271,233,0.266466,3.560436
2,clf,d_h2,16,0,9,0,126,7,0.167396,3.805305
2,clf,d_h2,17,0,9,1,294,105,0.121007,2.716306
2,clf,d_h2,18,1,2,0,14,35,0.04458,1.809303
2,clf,d_h2,19,1,2,1,107,174,0.024962,1.349255
2,clf,d_h2,20,1,3,0,29,30,0.031796,1.345462
2,clf,d_h2,21,1,3,1,135,158,0.049211,1.627388
2,clf,d_h2,22,1,4,0,31,6,0.065256,2.105253
2,clf,d_h2,23,1,4,1,137,95,0.06972,1.730199
2,clf,d_h2,24,1,5,0,37,15,0.090199,1.795941
2,clf,d_h2,25,1,5,1,143,153,0.098491,2.026706
2,clf,d_h2,26,1,6,0,39,21,0.077731,2.353944
2,clf,d_h2,27,1,6,1,145,131,0.087157,2.417208
2,clf,d_h2,28,1,7,0,40,17,0.060788,1.912873
2,clf,d_h2,29,1,7,1,154,86,0.029607,1.394381
2,clf,d_h2,30,1,8,0,46,84,0.14923,2.429189
2,clf,d_h2,31,1,8,1,168,242,0.083595,1.579516
2,clf,d_h2,32,1,9,0,57,9,0.054919,1.81207
2,clf,d_h2,33,1,9,1,176,108,0.085347,2.356804
2,clf,d_h2,34,2,3,0,43,32,0.036822,1.395726
2,clf,d_h2,35,2,3,1,199,173,0.107104,1.981488
2,clf,d_h2,36,2,4,0,47,19,0.084322,2.180854
2,clf,d_h2,37,2,4,1,208,103,0.119155,2.077899
2,clf,d_h2,38,2,5,0,72,23,0.113221,2.139468
2,clf,d_h2,39,2,5,1,221,155,0.073069,2.055089
2,clf,d_h2,40,2,6,0,77,22,0.046157,1.751834
2,clf,d_h2,41,2,6,1,222,138,0.038554,1.453414
2,clf,d_h2,42,2,7,0,82,26,0.129404,2.209542
2,clf,d_h2,43,2,7,1,225,97,0.115694,2.252135
2,clf,d_h2,44,2,8,0,106,110,0.05121,1.499099
2,clf,d_h2,45,2,8,1,236,257,0.13892,1.985782
2,clf,d_h2,46,2,9,0,119,12,0.13001,2.78987
2,clf,d_h2,47,2,9,1,237,113,0.133046,2.206546
2,clf,d_h2,48,3,4,0,51,24,0.196302,3.2765
2,clf,d_h2,49,3,4,1,200,109,0.179645,3.313012
2,clf,d_h2,50,3,5,0,63,45,0.110605,1.913585
2,clf,d_h2,51,3,5,1,205,162,0.010286,1.207376
2,clf,d_h2,52,3,6,0,68,50,0.109572,2.006309
2,clf,d_h2,53,3,6,1,213,140,0.125899,1.946255
2,clf,d_h2,54,3,7,0,76,34,0.083311,1.976105
2,clf,d_h2,55,3,7,1,216,111,0.170492,2.104423
2,clf,d_h2,56,3,8,0,87,128,0.059746,1.572206
2,clf,d_h2,57,3,8,1,230,260,0.154336,2.435303
2,clf,d_h2,58,3,9,0,90,16,0.139354,2.304142
2,clf,d_h2,59,3,9,1,231,118,0.158139,2.223205
2,clf,d_h2,60,4,5,0,33,52,0.11203,2.567704
2,clf,d_h2,61,4,5,1,116,165,0.069102,1.736987
2,clf,d_h2,62,4,6,0,42,54,0.053225,1.784599
2,clf,d_h2,63,4,6,1,117,156,0.03693,1.383933
2,clf,d_h2,64,4,7,0,48,36,0.076061,1.980421
2,clf,d_h2,65,4,7,1,121,114,0.027415,1.41879
2,clf,d_h2,66,4,8,0,49,134,0.148959,2.39712
2,clf,d_h2,67,4,8,1,139,266,0.086911,2.789529
2,clf,d_h2,68,4,9,0,56,20,0.118002,1.842853
2,clf,d_h2,69,4,9,1,159,125,0.033202,1.673733
2,clf,d_h2,70,5,6,0,59,66,0.033731,1.486176
2,clf,d_h2,71,5,6,1,182,161,0.033648,1.424503
2,clf,d_h2,72,5,7,0,102,41,0.128401,1.961165
2,clf,d_h2,73,5,7,1,187,122,0.135422,2.346869
2,clf,d_h2,74,5,8,0,120,146,0.117719,2.021144
2,clf,d_h2,75,5,8,1,207,268,0.133874,1.736344
2,clf,d_h2,76,5,9,0,127,58,0.154524,2.378437
2,clf,d_h2,77,5,9,1,211,150,0.074423,1.987404
2,clf,d_h2,78,6,7,0,88,60,0.112144,3.039625
2,clf,d_h2,79,6,7,1,197,124,0.174541,2.360445
2,clf,d_h2,80,6,8,0,91,177,0.158915,2.336673
2,clf,d_h2,81,6,8,1,201,277,0.186014,2.426256
2,clf,d_h2,82,6,9,0,98,62,0.120603,1.773939
2,clf,d_h2,83,6,9,1,217,151,0.155779,2.682556
2,clf,d_h2,84,7,8,0,70,179,0.153205,2.764113
2,clf,d_h2,85,7,8,1,141,290,0.206145,2.67439
2,clf,d_h2,86,7,9,0,75,73,0.088753,1.441389
2,clf,d_h2,87,7,9,1,144,185,0.089466,1.71038
2,clf,d_h2,88,8,9,0,184,78,0.034965,1.528416
2,clf,d_h2,89,8,9,1,338,193,0.083571,1.838225
2,clf,d_h3,0,0,1,0,10,2,0.175496,2.358127
2,clf,d_h3,1,0,1,1,183,94,0.249491,2.842799
2,clf,d_h3,2,0,2,0,13,1,0.018044,1.963326
2,clf,d_h3,3,0,2,1,188,172,0.123139,2.190226
2,clf,d_h3,4,0,3,0,25,18,0.390701,3.505653
2,clf,d_h3,5,0,3,1,192,142,0.265032,3.238648
2,clf,d_h3,6,0,4,0,28,4,0.198945,3.934425
2,clf,d_h3,7,0,4,1,194,85,0.231822,4.600411
2,clf,d_h3,8,0,5,0,55,8,0.122124,3.036493
2,clf,d_h3,9,0,5,1,215,152,0.119026,1.833219
2,clf,d_h3,10,0,6,0,69,11,0.090901,2.235913
2,clf,d_h3,11,0,6,1,246,130,0.098467,2.535552
2,clf,d_h3,12,0,7,0,71,0,0.309217,4.098574
2,clf,d_h3,13,0,7,1,269,83,0.196012,3.123933
2,clf,d_h3,14,0,8,0,101,61,0.312144,4.186302
2,clf,d_h3,15,0,8,1,271,233,0.339174,3.995007
2,clf,d_h3,16,0,9,0,126,7,0.339687,6.033593
2,clf,d_h3,17,0,9,1,294,105,0.257554,3.434247
2,clf,d_h3,18,1,2,0,14,35,0.066081,1.660752
2,clf,d_h3,19,1,2,1,107,174,0.033934,1.487601
2,clf,d_h3,20,1,3,0,29,30,0.025108,2.247837
2,clf,d_h3,21,1,3,1,135,158,0.033676,1.529497
2,clf,d_h3,22,1,4,0,31,6,0.155378,2.974719
2,clf,d_h3,23,1,4,1,137,95,0.046787,2.124286
2,clf,d_h3,24,1,5,0,37,15,0.023739,1.511082
2,clf,d_h3,25,1,5,1,143,153,0.068272,1.745076
2,clf,d_h3,26,1,6,0,39,21,0.033049,2.053636
2,clf,d_h3,27,1,6,1,145,131,0.085496,2.367136
2,clf,d_h3,28,1,7,0,40,17,0.21454,3.084558
2,clf,d_h3,29,1,7,1,154,86,0.105835,1.971871
2,clf,d_h3,30,1,8,0,46,84,0.229244,3.253776
2,clf,d_h3,31,1,8,1,168,242,0.037181,1.987332
2,clf,d_h3,32,1,9,0,57,9,0.176534,4.029989
2,clf,d_h3,33,1,9,1,176,108,0.156133,3.064433
2,clf,d_h3,34,2,3,0,43,32,0.073752,1.472747
2,clf,d_h3,35,2,3,1,199,173,0.180008,2.880263
2,clf,d_h3,36,2,4,0,47,19,0.090292,2.028805
2,clf,d_h3,37,2,4,1,208,103,0.147375,2.498925
2,clf,d_h3,38,2,5,0,72,23,0.086649,1.634943
2,clf,d_h3,39,2,5,1,221,155,0.049324,1.729266
2,clf,d_h3,40,2,6,0,77,22,0.058324,2.40441
2,clf,d_h3,41,2,6,1,222,138,0.059536,2.343732
2,clf,d_h3,42,2,7,0,82,26,0.160009,2.015249
2,clf,d_h3,43,2,7,1,225,97,0.111023,1.829991
2,clf,d_h3,44,2,8,0,106,110,0.081823,1.703507
2,clf,d_h3,45,2,8,1,236,257,0.18897,2.192056
2,clf,d_h3,46,2,9,0,119,12,0.255183,3.538704
2,clf,d_h3,47,2,9,1,237,113,0.1601,2.070604
2,clf,d_h3,48,3,4,0,51,24,0.356202,4.41231
2,clf,d_h3,49,3,4,1,200,109,0.294932,4.931307
2,clf,d_h3,50,3,5,0,63,45,0.12591,1.777126
2,clf,d_h3,51,3,5,1,205,162,0.016438,1.480818
2,clf,d_h3,52,3,6,0,68,50,0.133803,1.812747
2,clf,d_h3,53,3,6,1,213,140,0.13459,1.720445
2,clf,d_h3,54,3,7,0,76,34,0.114101,2.038615
2,clf,d_h3,55,3,7,1,216,111,0.194071,2.042066
2,clf,d_h3,56,3,8,0,87,128,0.205114,2.38466
2,clf,d_h3,57,3,8,1,230,260,0.105435,2.262984
2,clf,d_h3,58,3,9,0,90,16,0.308993,3.63168
2,clf,d_h3,59,3,9,1,231,118,0.290949,2.921203
2,clf,d_h3,60,4,5,0,33,52,0.09761,2.573416
2,clf,d_h3,61,4,5,1,116,165,0.100308,2.212012
2,clf,d_h3,62,4,6,0,42,54,0.047035,2.237326
2,clf,d_h3,63,4,6,1,117,156,0.116706,2.368516
2,clf,d_h3,64,4,7,0,48,36,0.113083,2.615926
2,clf,d_h3,65,4,7,1,121,114,0.038251,1.869228
2,clf,d_h3,66,4,8,0,49,134,0.190178,2.538329
2,clf,d_h3,67,4,8,1,139,266,0.259363,5.463153
2,clf,d_h3,68,4,9,0,56,20,0.242622,2.271406
2,clf,d_h3,69,4,9,1,159,125,0.02486,2.02567
2,clf,d_h3,70,5,6,0,59,66,0.055445,2.747124
2,clf,d_h3,71,5,6,1,182,161,0.062371,1.827535
2,clf,d_h3,72,5,7,0,102,41,0.235186,2.691917
2,clf,d_h3,73,5,7,1,187,122,0.18176,2.611893
2,clf,d_h3,74,5,8,0,120,146,0.197462,2.159011
2,clf,d_h3,75,5,8,1,207,268,0.11814,1.72413
2,clf,d_h3,76,5,9,0,127,58,0.188928,2.186686
2,clf,d_h3,77,5,9,1,211,150,0.076249,2.394451
2,clf,d_h3,78,6,7,0,88,60,0.313246,4.727568
2,clf,d_h3,79,6,7,1,197,124,0.249709,2.50172
2,clf,d_h3,80,6,8,0,91,177,0.203754,2.020031
2,clf,d_h3,81,6,8,1,201,277,0.293788,2.644344
2,clf,d_h3,82,6,9,0,98,62,0.188701,2.01382
2,clf,d_h3,83,6,9,1,217,151,0.273224,4.310721
2,clf,d_h3,84,7,8,0,70,179,0.240366,3.171512
2,clf,d_h3,85,7,8,1,141,290,0.257646,3.045395
2,clf,d_h3,86,7,9,0,75,73,0.019124,2.205449
2,clf,d_h3,87,7,9,1,144,185,0.148896,2.586505
2,clf,d_h3,88,8,9,0,184,78,0.112944,2.47278
2,clf,d_h3,89,8,9,1,338,193,0.078692,4.030281
2,clf,d_out,0,0,1,0,10,2,0.151639,6.382835
2,clf,d_out,1,0,1,1,183,94,0.112004,4.623135
2,clf,d_out,2,0,2,0,13,1,0.187175,6.737342
2,clf,d_out,3,0,2,1,188,172,0.156856,7.626158
2,clf,d_out,4,0,3,0,25,18,0.261425,10.625582
2,clf,d_out,5,0,3,1,192,142,0.226746,9.430063
2,clf,d_out,6,0,4,0,28,4,0.123707,8.877426
2,clf,d_out,7,0,4,1,194,85,0.183956,9.149318
2,clf,d_out,8,0,5,0,55,8,0.219517,5.58868
2,clf,d_out,9,0,5,1,215,152,0.164972,5.947274
2,clf,d_out,10,0,6,0,69,11,0.184137,5.334661
2,clf,d_out,11,0,6,1,246,130,0.106588,5.686846
2,clf,d_out,12,0,7,0,71,0,0.201834,7.723701
2,clf,d_out,13,0,7,1,269,83,0.246965,5.209595
2,clf,d_out,14,0,8,0,101,61,0.204302,8.441806
2,clf,d_out,15,0,8,1,271,233,0.166111,10.687386
2,clf,d_out,16,0,9,0,126,7,0.288295,3.85516
2,clf,d_out,17,0,9,1,294,105,0.110744,5.328217
2,clf,d_out,18,1,2,0,14,35,0.12046,5.219725
2,clf,d_out,19,1,2,1,107,174,0.2006,4.276955
2,clf,d_out,20,1,3,0,29,30,0.291486,7.332611
2,clf,d_out,21,1,3,1,135,158,0.189794,5.252379
2,clf,d_out,22,1,4,0,31,6,0.17823,5.154875
2,clf,d_out,23,1,4,1,137,95,0.104877,3.679782
2,clf,d_out,24,1,5,0,37,15,0.144694,3.869587
2,clf,d_out,25,1,5,1,143,153,0.116328,3.187595
2,clf,d_out,26,1,6,0,39,21,0.2041,3.778827
2,clf,d_out,27,1,6,1,145,131,0.164444,2.915604
2,clf,d_out,28,1,7,0,40,17,0.206639,5.112341
2,clf,d_out,29,1,7,1,154,86,0.182021,4.291605
2,clf,d_out,30,1,8,0,46,84,0.272278,7.650733
2,clf,d_out,31,1,8,1,168,242,0.15279,4.203981
2,clf,d_out,32,1,9,0,57,9,0.132944,4.244534
2,clf,d_out,33,1,9,1,176,108,0.188713,4.243992
2,clf,d_out,34,2,3,0,43,32,0.179386,5.123359
2,clf,d_out,35,2,3,1,199,173,0.32175,5.244306
2,clf,d_out,36,2,4,0,47,19,0.06211,3.644848
2,clf,d_out,37,2,4,1,208,103,0.183862,5.195742
2,clf,d_out,38,2,5,0,72,23,0.19752,5.273902
2,clf,d_out,39,2,5,1,221,155,0.169837,3.564799
2,clf,d_out,40,2,6,0,77,22,0.242656,9.741378
2,clf,d_out,41,2,6,1,222,138,0.168869,6.868947
2,clf,d_out,42,2,7,0,82,26,0.17782,5.35838
2,clf,d_out,43,2,7,1,225,97,0.150363,4.087961
2,clf,d_out,44,2,8,0,106,110,0.143111,4.386441
2,clf,d_out,45,2,8,1,236,257,0.160349,4.018176
2,clf,d_out,46,2,9,0,119,12,0.196881,4.651612
2,clf,d_out,47,2,9,1,237,113,0.134572,4.895794
2,clf,d_out,48,3,4,0,51,24,0.268759,12.130758
2,clf,d_out,49,3,4,1,200,109,0.161654,6.189029
2,clf,d_out,50,3,5,0,63,45,0.203138,4.693651
2,clf,d_out,51,3,5,1,205,162,0.223954,10.326118
2,clf,d_out,52,3,6,0,68,50,0.164282,4.326594
2,clf,d_out,53,3,6,1,213,140,0.183824,5.190915
