seed,model,layer,pair,class_a,class_b,rep,idx_a,idx_b,lin_dev,max_jump
0,pre,d_h3,73,5,7,1,187,122,0.097837,1.422891
0,pre,d_h3,74,5,8,0,120,146,0.01512,1.087645
0,pre,d_h3,75,5,8,1,207,268,0.012183,1.108104
0,pre,d_h3,76,5,9,0,127,58,0.033043,1.225851
0,pre,d_h3,77,5,9,1,211,150,0.001967,1.050055
0,pre,d_h3,78,6,7,0,88,60,0.054176,1.378992
0,pre,d_h3,79,6,7,1,197,124,0.059366,1.35258
0,pre,d_h3,80,6,8,0,91,177,0.041678,1.291049
0,pre,d_h3,81,6,8,1,201,277,0.005326,1.107533
0,pre,d_h3,82,6,9,0,98,62,0.066622,1.300588
0,pre,d_h3,83,6,9,1,217,151,0.047756,1.376794
0,pre,d_h3,84,7,8,0,70,179,0.016821,1.151389
0,pre,d_h3,85,7,8,1,141,290,0.010646,1.111484
0,pre,d_h3,86,7,9,0,75,73,0.012221,1.184031
0,pre,d_h3,87,7,9,1,144,185,0.007659,1.081454
0,pre,d_h3,88,8,9,0,184,78,0.051261,1.227033
0,pre,d_h3,89,8,9,1,338,193,0.070652,1.300435
0,pre,d_out,0,0,1,0,10,2,0.136009,1.706567
0,pre,d_out,1,0,1,1,183,94,0.072397,1.434108
0,pre,d_out,2,0,2,0,13,1,0.018638,1.216245
0,pre,d_out,3,0,2,1,188,172,0.039161,1.207117
0,pre,d_out,4,0,3,0,25,18,0.050111,1.403484
0,pre,d_out,5,0,3,1,192,142,0.062045,1.552368
0,pre,d_out,6,0,4,0,28,4,0.075529,1.447513
0,pre,d_out,7,0,4,1,194,85,0.008098,1.154917
0,pre,d_out,8,0,5,0,55,8,0.021184,1.285572
0,pre,d_out,9,0,5,1,215,152,0.054094,1.214355
0,pre,d_out,10,0,6,0,69,11,0.027687,1.157302
0,pre,d_out,11,0,6,1,246,130,0.049412,1.283197
0,pre,d_out,12,0,7,0,71,0,0.12469,1.744756
0,pre,d_out,13,0,7,1,269,83,0.077858,1.424517
0,pre,d_out,14,0,8,0,101,61,0.012075,1.145166
0,pre,d_out,15,0,8,1,271,233,0.039207,1.202579
0,pre,d_out,16,0,9,0,126,7,0.083061,1.527586
0,pre,d_out,17,0,9,1,294,105,0.060727,1.330238
0,pre,d_out,18,1,2,0,14,35,0.015284,1.174018
0,pre,d_out,19,1,2,1,107,174,0.015189,1.226419
0,pre,d_out,20,1,3,0,29,30,0.063587,1.426643
0,pre,d_out,21,1,3,1,135,158,0.008012,1.150455
0,pre,d_out,22,1,4,0,31,6,0.017542,1.280129
0,pre,d_out,23,1,4,1,137,95,0.021724,1.20393
0,pre,d_out,24,1,5,0,37,15,0.026652,1.369587
0,pre,d_out,25,1,5,1,143,153,0.063184,1.433933
0,pre,d_out,26,1,6,0,39,21,0.047551,1.321456
0,pre,d_out,27,1,6,1,145,131,0.009522,1.17819
0,pre,d_out,28,1,7,0,40,17,0.012205,1.183465
0,pre,d_out,29,1,7,1,154,86,0.057054,1.562147
0,pre,d_out,30,1,8,0,46,84,0.057516,1.64628
0,pre,d_out,31,1,8,1,168,242,0.019529,1.359743
0,pre,d_out,32,1,9,0,57,9,0.02413,1.362598
0,pre,d_out,33,1,9,1,176,108,0.043206,1.353098
0,pre,d_out,34,2,3,0,43,32,0.005077,1.212724
0,pre,d_out,35,2,3,1,199,173,0.08749,1.579888
0,pre,d_out,36,2,4,0,47,19,0.072505,1.473444
0,pre,d_out,37,2,4,1,208,103,0.030708,1.517384
0,pre,d_out,38,2,5,0,72,23,0.084861,1.547761
0,pre,d_out,39,2,5,1,221,155,0.031583,1.248971
0,pre,d_out,40,2,6,0,77,22,0.036955,1.287298
0,pre,d_out,41,2,6,1,222,138,0.047166,1.307429
0,pre,d_out,42,2,7,0,82,26,0.130179,1.790508
0,pre,d_out,43,2,7,1,225,97,0.035235,1.17916
0,pre,d_out,44,2,8,0,106,110,0.036386,1.277867
0,pre,d_out,45,2,8,1,236,257,0.048321,1.30731
0,pre,d_out,46,2,9,0,119,12,0.052952,1.320395
0,pre,d_out,47,2,9,1,237,113,0.028271,1.314531
0,pre,d_out,48,3,4,0,51,24,0.133566,1.782448
0,pre,d_out,49,3,4,1,200,109,0.088706,1.588774
0,pre,d_out,50,3,5,0,63,45,0.053325,1.239479
0,pre,d_out,51,3,5,1,205,162,0.014198,1.306094
0,pre,d_out,52,3,6,0,68,50,0.049182,1.319485
0,pre,d_out,53,3,6,1,213,140,0.006595,1.132083
0,pre,d_out,54,3,7,0,76,34,0.009133,1.180986
0,pre,d_out,55,3,7,1,216,111,0.052353,1.281141
0,pre,d_out,56,3,8,0,87,128,0.03636,1.792181
0,pre,d_out,57,3,8,1,230,260,0.037729,1.410779
0,pre,d_out,58,3,9,0,90,16,0.029471,1.215893
0,pre,d_out,59,3,9,1,231,118,0.075193,1.469234
0,pre,d_out,60,4,5,0,33,52,0.035302,1.247082
0,pre,d_out,61,4,5,1,116,165,0.017299,1.392201
0,pre,d_out,62,4,6,0,42,54,0.00968,1.13647
0,pre,d_out,63,4,6,1,117,156,0.026984,1.372191
0,pre,d_out,64,4,7,0,48,36,0.046269,1.288568
0,pre,d_out,65,4,7,1,121,114,0.033324,1.291342
0,pre,d_out,66,4,8,0,49,134,0.032413,1.17636
0,pre,d_out,67,4,8,1,139,266,0.006136,1.145142
0,pre,d_out,68,4,9,0,56,20,0.019343,1.138271
0,pre,d_out,69,4,9,1,159,125,0.029759,1.323909
0,pre,d_out,70,5,6,0,59,66,0.01298,1.147097
0,pre,d_out,71,5,6,1,182,161,0.023279,1.214045
0,pre,d_out,72,5,7,0,102,41,0.057734,1.37107
0,pre,d_out,73,5,7,1,187,122,0.064119,1.293794
0,pre,d_out,74,5,8,0,120,146,0.042923,1.223528
0,pre,d_out,75,5,8,1,207,268,0.021537,1.157454
0,pre,d_out,76,5,9,0,127,58,0.047145,1.250213
0,pre,d_out,77,5,9,1,211,150,0.033449,1.206751
0,pre,d_out,78,6,7,0,88,60,0.085734,1.697053
0,pre,d_out,79,6,7,1,197,124,0.063919,1.347275
0,pre,d_out,80,6,8,0,91,177,0.018249,1.202989
0,pre,d_out,81,6,8,1,201,277,0.03166,1.239219
0,pre,d_out,82,6,9,0,98,62,0.067642,1.291208
0,pre,d_out,83,6,9,1,217,151,0.060552,1.420789
0,pre,d_out,84,7,8,0,70,179,0.054337,1.359743
0,pre,d_out,85,7,8,1,141,290,0.047076,1.306648
0,pre,d_out,86,7,9,0,75,73,0.041304,1.369184
0,pre,d_out,87,7,9,1,144,185,0.015087,1.171618
0,pre,d_out,88,8,9,0,184,78,0.056836,1.311964
0,pre,d_out,89,8,9,1,338,193,0.052958,1.338853
1,clf,d_h2,0,0,1,0,10,2,0.164696,2.606099
1,clf,d_h2,1,0,1,1,183,94,0.173735,3.489541
1,clf,d_h2,2,0,2,0,13,1,0.037832,1.748496
1,clf,d_h2,3,0,2,1,188,172,0.038956,1.742151
1,clf,d_h2,4,0,3,0,25,18,0.164969,3.014488
1,clf,d_h2,5,0,3,1,192,142,0.119971,2.354384
1,clf,d_h2,6,0,4,0,28,4,0.167132,2.914994
1,clf,d_h2,7,0,4,1,194,85,0.14021,3.408556
1,clf,d_h2,8,0,5,0,55,8,0.061952,1.983297
1,clf,d_h2,9,0,5,1,215,152,0.162181,2.273967
1,clf,d_h2,10,0,6,0,69,11,0.081906,1.518242
1,clf,d_h2,11,0,6,1,246,130,0.12693,2.124075
1,clf,d_h2,12,0,7,0,71,0,0.176741,2.862666
1,clf,d_h2,13,0,7,1,269,83,0.080208,3.026102
1,clf,d_h2,14,0,8,0,101,61,0.088923,1.908408
1,clf,d_h2,15,0,8,1,271,233,0.155684,2.705199
1,clf,d_h2,16,0,9,0,126,7,0.104531,2.728584
1,clf,d_h2,17,0,9,1,294,105,0.130804,3.272107
1,clf,d_h2,18,1,2,0,14,35,0.074729,1.904
1,clf,d_h2,19,1,2,1,107,174,0.050382,1.5347
1,clf,d_h2,20,1,3,0,29,30,0.03993,1.704991
1,clf,d_h2,21,1,3,1,135,158,0.111888,2.559378
1,clf,d_h2,22,1,4,0,31,6,0.08742,1.858754
1,clf,d_h2,23,1,4,1,137,95,0.072757,2.25726
1,clf,d_h2,24,1,5,0,37,15,0.124533,2.383385
1,clf,d_h2,25,1,5,1,143,153,0.137846,2.306442
1,clf,d_h2,26,1,6,0,39,21,0.096211,2.662664
1,clf,d_h2,27,1,6,1,145,131,0.052625,1.79074
1,clf,d_h2,28,1,7,0,40,17,0.039185,1.696523
1,clf,d_h2,29,1,7,1,154,86,0.052463,1.481332
1,clf,d_h2,30,1,8,0,46,84,0.130848,2.081721
1,clf,d_h2,31,1,8,1,168,242,0.103321,1.91716
1,clf,d_h2,32,1,9,0,57,9,0.075378,1.740897
1,clf,d_h2,33,1,9,1,176,108,0.133952,2.21386
1,clf,d_h2,34,2,3,0,43,32,0.065483,1.812698
1,clf,d_h2,35,2,3,1,199,173,0.145571,2.081838
1,clf,d_h2,36,2,4,0,47,19,0.166275,2.743092
1,clf,d_h2,37,2,4,1,208,103,0.087628,1.990421
1,clf,d_h2,38,2,5,0,72,23,0.093803,2.137841
1,clf,d_h2,39,2,5,1,221,155,0.087075,2.43137
1,clf,d_h2,40,2,6,0,77,22,0.048238,1.593185
1,clf,d_h2,41,2,6,1,222,138,0.046455,1.840308
1,clf,d_h2,42,2,7,0,82,26,0.228893,2.764999
1,clf,d_h2,43,2,7,1,225,97,0.16067,2.445281
1,clf,d_h2,44,2,8,0,106,110,0.12246,1.838917
1,clf,d_h2,45,2,8,1,236,257,0.225358,2.404048
1,clf,d_h2,46,2,9,0,119,12,0.20878,3.032836
1,clf,d_h2,47,2,9,1,237,113,0.206823,2.644531
1,clf,d_h2,48,3,4,0,51,24,0.2039,4.410534
1,clf,d_h2,49,3,4,1,200,109,0.259358,4.924098
1,clf,d_h2,50,3,5,0,63,45,0.100355,1.492877
1,clf,d_h2,51,3,5,1,205,162,0.028145,1.342845
1,clf,d_h2,52,3,6,0,68,50,0.132973,1.837117
1,clf,d_h2,53,3,6,1,213,140,0.154361,2.017832
1,clf,d_h2,54,3,7,0,76,34,0.085096,1.860422
1,clf,d_h2,55,3,7,1,216,111,0.166594,2.268396
1,clf,d_h2,56,3,8,0,87,128,0.072538,2.051309
1,clf,d_h2,57,3,8,1,230,260,0.121977,2.538529
1,clf,d_h2,58,3,9,0,90,16,0.225652,3.533459
1,clf,d_h2,59,3,9,1,231,118,0.19453,2.554989
1,clf,d_h2,60,4,5,0,33,52,0.088708,2.158039
1,clf,d_h2,61,4,5,1,116,165,0.085428,1.947801
1,clf,d_h2,62,4,6,0,42,54,0.041755,1.65298
1,clf,d_h2,63,4,6,1,117,156,0.044103,1.558161
1,clf,d_h2,64,4,7,0,48,36,0.097107,2.421957
1,clf,d_h2,65,4,7,1,121,114,0.055205,2.12112
1,clf,d_h2,66,4,8,0,49,134,0.115136,2.688966
1,clf,d_h2,67,4,8,1,139,266,0.161196,4.056122
1,clf,d_h2,68,4,9,0,56,20,0.107454,1.64224
1,clf,d_h2,69,4,9,1,159,125,0.074363,1.489942
1,clf,d_h2,70,5,6,0,59,66,0.07898,1.738744
1,clf,d_h2,71,5,6,1,182,161,0.011229,1.16196
1,clf,d_h2,72,5,7,0,102,41,0.125002,2.085307
1,clf,d_h2,73,5,7,1,187,122,0.151276,2.239439
1,clf,d_h2,74,5,8,0,120,146,0.080425,1.908221
1,clf,d_h2,75,5,8,1,207,268,0.116111,1.695809
1,clf,d_h2,76,5,9,0,127,58,0.221143,2.677526
1,clf,d_h2,77,5,9,1,211,150,0.208862,3.698193
1,clf,d_h2,78,6,7,0,88,60,0.128643,2.607239
1,clf,d_h2,79,6,7,1,197,124,0.193283,2.912104
1,clf,d_h2,80,6,8,0,91,177,0.138152,1.911217
1,clf,d_h2,81,6,8,1,201,277,0.209836,2.499394
1,clf,d_h2,82,6,9,0,98,62,0.148285,2.058129
1,clf,d_h2,83,6,9,1,217,151,0.156816,3.033289
1,clf,d_h2,84,7,8,0,70,179,0.124189,2.267429
1,clf,d_h2,85,7,8,1,141,290,0.241984,3.740854
1,clf,d_h2,86,7,9,0,75,73,0.076503,1.41286
1,clf,d_h2,87,7,9,1,144,185,0.042344,1.474552
1,clf,d_h2,88,8,9,0,184,78,0.05451,1.605381
1,clf,d_h2,89,8,9,1,338,193,0.14992,1.893143
1,clf,d_h3,0,0,1,0,10,2,0.294911,3.307621
1,clf,d_h3,1,0,1,1,183,94,0.446576,5.611695
1,clf,d_h3,2,0,2,0,13,1,0.101484,2.170658
1,clf,d_h3,3,0,2,1,188,172,0.060301,2.138574
1,clf,d_h3,4,0,3,0,25,18,0.236611,3.533312
1,clf,d_h3,5,0,3,1,192,142,0.125118,2.779405
1,clf,d_h3,6,0,4,0,28,4,0.170855,2.983246
1,clf,d_h3,7,0,4,1,194,85,0.163964,3.858674
1,clf,d_h3,8,0,5,0,55,8,0.182212,3.583938
1,clf,d_h3,9,0,5,1,215,152,0.247808,2.709411
1,clf,d_h3,10,0,6,0,69,11,0.127775,2.673829
1,clf,d_h3,11,0,6,1,246,130,0.152674,1.991736
1,clf,d_h3,12,0,7,0,71,0,0.266436,3.676818
1,clf,d_h3,13,0,7,1,269,83,0.121616,4.636902
1,clf,d_h3,14,0,8,0,101,61,0.232789,4.051394
1,clf,d_h3,15,0,8,1,271,233,0.332822,4.468817
1,clf,d_h3,16,0,9,0,126,7,0.273866,4.457057
1,clf,d_h3,17,0,9,1,294,105,0.150673,5.059317
1,clf,d_h3,18,1,2,0,14,35,0.083573,1.837975
1,clf,d_h3,19,1,2,1,107,174,0.106237,1.652604
1,clf,d_h3,20,1,3,0,29,30,0.099822,1.748455
1,clf,d_h3,21,1,3,1,135,158,0.103707,2.86082
1,clf,d_h3,22,1,4,0,31,6,0.043421,1.724869
1,clf,d_h3,23,1,4,1,137,95,0.087118,2.353579
1,clf,d_h3,24,1,5,0,37,15,0.20334,2.834295
1,clf,d_h3,25,1,5,1,143,153,0.207957,2.613456
1,clf,d_h3,26,1,6,0,39,21,0.100728,2.584866
1,clf,d_h3,27,1,6,1,145,131,0.02315,1.747611
1,clf,d_h3,28,1,7,0,40,17,0.034123,1.476565
1,clf,d_h3,29,1,7,1,154,86,0.075471,1.740891
1,clf,d_h3,30,1,8,0,46,84,0.1559,2.429026
1,clf,d_h3,31,1,8,1,168,242,0.173777,2.887523
1,clf,d_h3,32,1,9,0,57,9,0.043735,2.035499
1,clf,d_h3,33,1,9,1,176,108,0.13117,2.323291
1,clf,d_h3,34,2,3,0,43,32,0.083865,1.696742
1,clf,d_h3,35,2,3,1,199,173,0.113301,1.640916
1,clf,d_h3,36,2,4,0,47,19,0.160206,2.705961
1,clf,d_h3,37,2,4,1,208,103,0.091921,1.907374
1,clf,d_h3,38,2,5,0,72,23,0.158719,2.70592
1,clf,d_h3,39,2,5,1,221,155,0.125873,3.148744
1,clf,d_h3,40,2,6,0,77,22,0.06366,1.836705
1,clf,d_h3,41,2,6,1,222,138,0.053451,1.804137
1,clf,d_h3,42,2,7,0,82,26,0.27275,2.940734
1,clf,d_h3,43,2,7,1,225,97,0.234686,2.907173
1,clf,d_h3,44,2,8,0,106,110,0.221174,2.336641
1,clf,d_h3,45,2,8,1,236,257,0.251508,2.39189
1,clf,d_h3,46,2,9,0,119,12,0.195119,3.754902
1,clf,d_h3,47,2,9,1,237,113,0.269363,2.895537
1,clf,d_h3,48,3,4,0,51,24,0.296169,5.747157
1,clf,d_h3,49,3,4,1,200,109,0.307132,5.988718
1,clf,d_h3,50,3,5,0,63,45,0.134203,1.629025
1,clf,d_h3,51,3,5,1,205,162,0.097984,2.258971
1,clf,d_h3,52,3,6,0,68,50,0.17362,1.858306
1,clf,d_h3,53,3,6,1,213,140,0.216136,2.136549
1,clf,d_h3,54,3,7,0,76,34,0.120031,2.008151
1,clf,d_h3,55,3,7,1,216,111,0.181472,2.011712
1,clf,d_h3,56,3,8,0,87,128,0.242098,3.202073
1,clf,d_h3,57,3,8,1,230,260,0.193108,4.39696
1,clf,d_h3,58,3,9,0,90,16,0.384163,5.211307
1,clf,d_h3,59,3,9,1,231,118,0.320769,3.157601
1,clf,d_h3,60,4,5,0,33,52,0.114187,2.680537
1,clf,d_h3,61,4,5,1,116,165,0.133598,2.64508
1,clf,d_h3,62,4,6,0,42,54,0.056542,1.807478
1,clf,d_h3,63,4,6,1,117,156,0.040832,2.172822
1,clf,d_h3,64,4,7,0,48,36,0.104858,2.641649
1,clf,d_h3,65,4,7,1,121,114,0.067988,2.074136
1,clf,d_h3,66,4,8,0,49,134,0.224792,3.448237
1,clf,d_h3,67,4,8,1,139,266,0.291706,5.829507
1,clf,d_h3,68,4,9,0,56,20,0.176934,2.053151
1,clf,d_h3,69,4,9,1,159,125,0.152468,2.450567
1,clf,d_h3,70,5,6,0,59,66,0.163369,2.320589
1,clf,d_h3,71,5,6,1,182,161,0.028087,2.488929
1,clf,d_h3,72,5,7,0,102,41,0.190004,2.400652
1,clf,d_h3,73,5,7,1,187,122,0.146671,1.963138
1,clf,d_h3,74,5,8,0,120,146,0.110861,2.63019
1,clf,d_h3,75,5,8,1,207,268,0.165113,1.817983
1,clf,d_h3,76,5,9,0,127,58,0.262006,2.818958
1,clf,d_h3,77,5,9,1,211,150,0.305991,4.738746
1,clf,d_h3,78,6,7,0,88,60,0.22468,3.067967
1,clf,d_h3,79,6,7,1,197,124,0.28999,3.184062
1,clf,d_h3,80,6,8,0,91,177,0.204677,2.102262
1,clf,d_h3,81,6,8,1,201,277,0.29667,2.922058
1,clf,d_h3,82,6,9,0,98,62,0.174357,2.41518
1,clf,d_h3,83,6,9,1,217,151,0.284958,6.017825
1,clf,d_h3,84,7,8,0,70,179,0.290104,3.477892
1,clf,d_h3,85,7,8,1,141,290,0.318909,5.620634
1,clf,d_h3,86,7,9,0,75,73,0.087764,1.466221
1,clf,d_h3,87,7,9,1,144,185,0.083801,2.893835
1,clf,d_h3,88,8,9,0,184,78,0.052309,1.983426
1,clf,d_h3,89,8,9,1,338,193,0.066624,1.648272
1,clf,d_out,0,0,1,0,10,2,0.14469,6.511885
1,clf,d_out,1,0,1,1,183,94,0.270472,11.058703
1,clf,d_out,2,0,2,0,13,1,0.211345,6.984109
1,clf,d_out,3,0,2,1,188,172,0.18274,6.601137
1,clf,d_out,4,0,3,0,25,18,0.204142,11.407632
1,clf,d_out,5,0,3,1,192,142,0.179016,10.414415
1,clf,d_out,6,0,4,0,28,4,0.201464,12.397942
1,clf,d_out,7,0,4,1,194,85,0.261488,12.715658
1,clf,d_out,8,0,5,0,55,8,0.119835,5.475947
1,clf,d_out,9,0,5,1,215,152,0.161214,9.628567
1,clf,d_out,10,0,6,0,69,11,0.216755,8.217114
1,clf,d_out,11,0,6,1,246,130,0.172929,6.300853
1,clf,d_out,12,0,7,0,71,0,0.224096,8.557897
1,clf,d_out,13,0,7,1,269,83,0.323817,8.419207
1,clf,d_out,14,0,8,0,101,61,0.217985,11.025849
1,clf,d_out,15,0,8,1,271,233,0.242301,13.504878
1,clf,d_out,16,0,9,0,126,7,0.223762,8.371204
1,clf,d_out,17,0,9,1,294,105,0.248291,12.939125
1,clf,d_out,18,1,2,0,14,35,0.098426,6.242087
1,clf,d_out,19,1,2,1,107,174,0.179693,3.396231
1,clf,d_out,20,1,3,0,29,30,0.22382,6.310412
1,clf,d_out,21,1,3,1,135,158,0.058221,4.145691
1,clf,d_out,22,1,4,0,31,6,0.174931,3.893061
1,clf,d_out,23,1,4,1,137,95,0.122649,3.402668
1,clf,d_out,24,1,5,0,37,15,0.147913,3.869271
1,clf,d_out,25,1,5,1,143,153,0.128225,3.614697
1,clf,d_out,26,1,6,0,39,21,0.214374,4.560608
1,clf,d_out,27,1,6,1,145,131,0.2013,4.421494
1,clf,d_out,28,1,7,0,40,17,0.16104,3.720999
1,clf,d_out,29,1,7,1,154,86,0.129151,4.598109
1,clf,d_out,30,1,8,0,46,84,0.177409,4.754674
1,clf,d_out,31,1,8,1,168,242,0.157043,4.428715
1,clf,d_out,32,1,9,0,57,9,0.087301,2.654797
1,clf,d_out,33,1,9,1,176,108,0.22293,4.521443
1,clf,d_out,34,2,3,0,43,32,0.17291,4.590842
1,clf,d_out,35,2,3,1,199,173,0.230197,4.152208
1,clf,d_out,36,2,4,0,47,19,0.155842,4.6597
1,clf,d_out,37,2,4,1,208,103,0.207162,7.341024
1,clf,d_out,38,2,5,0,72,23,0.236247,9.321189
1,clf,d_out,39,2,5,1,221,155,0.172285,5.875442
1,clf,d_out,40,2,6,0,77,22,0.200128,8.52632
1,clf,d_out,41,2,6,1,222,138,0.154007,4.715574
1,clf,d_out,42,2,7,0,82,26,0.220928,9.56859
1,clf,d_out,43,2,7,1,225,97,0.19336,5.358589
1,clf,d_out,44,2,8,0,106,110,0.192059,6.825262
1,clf,d_out,45,2,8,1,236,257,0.130287,3.66461
1,clf,d_out,46,2,9,0,119,12,0.242131,5.627105
1,clf,d_out,47,2,9,1,237,113,0.178899,6.046586
1,clf,d_out,48,3,4,0,51,24,0.211536,5.457334
1,clf,d_out,49,3,4,1,200,109,0.210432,7.81683
1,clf,d_out,50,3,5,0,63,45,0.212553,6.206274
1,clf,d_out,51,3,5,1,205,162,0.214984,6.53165
1,clf,d_out,52,3,6,0,68,50,0.163153,4.579801
1,clf,d_out,53,3,6,1,213,140,0.12735,4.392952
1,clf,d_out,54,3,7,0,76,34,0.179449,5.174285
1,clf,d_out,55,3,7,1,216,111,0.192609,3.451163
1,clf,d_out,56,3,8,0,87,128,0.174142,6.130846
1,clf,d_out,57,3,8,1,230,260,0.268658,9.043627
1,clf,d_out,58,3,9,0,90,16,0.342819,9.589091
1,clf,d_out,59,3,9,1,231,118,0.19143,9.504351
1,clf,d_out,60,4,5,0,33,52,0.170779,3.256738
1,clf,d_out,61,4,5,1,116,165,0.155705,8.135097
1,clf,d_out,62,4,6,0,42,54,0.198455,9.163743
1,clf,d_out,63,4,6,1,117,156,0.191712,9.973568
1,clf,d_out,64,4,7,0,48,36,0.155355,7.978669
1,clf,d_out,65,4,7,1,121,114,0.173786,4.866085
1,clf,d_out,66,4,8,0,49,134,0.207854,5.9852
1,clf,d_out,67,4,8,1,139,266,0.254322,6.639452
1,clf,d_out,68,4,9,0,56,20,0.215422,8.366701
1,clf,d_out,69,4,9,1,159,125,0.267439,4.171401
1,clf,d_out,70,5,6,0,59,66,0.122969,4.378718
1,clf,d_out,71,5,6,1,182,161,0.196802,8.238626
1,clf,d_out,72,5,7,0,102,41,0.166689,6.423189
1,clf,d_out,73,5,7,1,187,122,0.075582,3.223845
1,clf,d_out,74,5,8,0,120,146,0.199284,3.883666
1,clf,d_out,75,5,8,1,207,268,0.18105,4.440203
1,clf,d_out,76,5,9,0,127,58,0.164464,7.077584
1,clf,d_out,77,5,9,1,211,150,0.164046,5.734533
1,clf,d_out,78,6,7,0,88,60,0.207623,16.392374
1,clf,d_out,79,6,7,1,197,124,0.202182,10.851163
1,clf,d_out,80,6,8,0,91,177,0.179308,5.704942
1,clf,d_out,81,6,8,1,201,277,0.250125,15.480911
1,clf,d_out,82,6,9,0,98,62,0.102273,3.987873
1,clf,d_out,83,6,9,1,217,151,0.318597,11.415309
1,clf,d_out,84,7,8,0,70,179,0.117172,5.606359
1,clf,d_out,85,7,8,1,141,290,0.353893,7.550931
1,clf,d_out,86,7,9,0,75,73,0.248016,5.153072
1,clf,d_out,87,7,9,1,144,185,0.345968,5.30356
1,clf,d_out,88,8,9,0,184,78,0.133081,4.124981
1,clf,d_out,89,8,9,1,338,193,0.209773,2.925444
1,pre,d_h2,0,0,1,0,10,2,0.054352,1.247209
1,pre,d_h2,1,0,1,1,183,94,0.053727,1.243664
1,pre,d_h2,2,0,2,0,13,1,0.009474,1.065505
1,pre,d_h2,3,0,2,1,188,172,0.002078,1.050879
1,pre,d_h2,4,0,3,0,25,18,0.038978,1.209806
1,pre,d_h2,5,0,3,1,192,142,0.028128,1.190963
1,pre,d_h2,6,0,4,0,28,4,0.050447,1.246366
1,pre,d_h2,7,0,4,1,194,85,0.004807,1.067662
1,pre,d_h2,8,0,5,0,55,8,0.01122,1.089543
1,pre,d_h2,9,0,5,1,215,152,0.041238,1.21037
1,pre,d_h2,10,0,6,0,69,11,0.019464,1.078618
1,pre,d_h2,11,0,6,1,246,130,0.030517,1.135904
1,pre,d_h2,12,0,7,0,71,0,0.06641,1.504504
1,pre,d_h2,13,0,7,1,269,83,0.0258,1.133924
1,pre,d_h2,14,0,8,0,101,61,0.002093,1.032358
1,pre,d_h2,15,0,8,1,271,233,0.010357,1.09269
1,pre,d_h2,16,0,9,0,126,7,0.03781,1.185928
1,pre,d_h2,17,0,9,1,294,105,0.024213,1.125728
1,pre,d_h2,18,1,2,0,14,35,0.008416,1.062703
1,pre,d_h2,19,1,2,1,107,174,0.010824,1.122397
1,pre,d_h2,20,1,3,0,29,30,0.004188,1.065013
1,pre,d_h2,21,1,3,1,135,158,0.009458,1.059943
1,pre,d_h2,22,1,4,0,31,6,0.024262,1.12431
1,pre,d_h2,23,1,4,1,137,95,0.017196,1.108372
1,pre,d_h2,24,1,5,0,37,15,0.019858,1.081556
1,pre,d_h2,25,1,5,1,143,153,0.025536,1.125538
1,pre,d_h2,26,1,6,0,39,21,0.003504,1.046291
1,pre,d_h2,27,1,6,1,145,131,0.019081,1.106763
1,pre,d_h2,28,1,7,0,40,17,0.012553,1.069969
1,pre,d_h2,29,1,7,1,154,86,0.013439,1.10963
1,pre,d_h2,30,1,8,0,46,84,0.018643,1.090664
1,pre,d_h2,31,1,8,1,168,242,0.024249,1.122016
1,pre,d_h2,32,1,9,0,57,9,0.005165,1.071092
1,pre,d_h2,33,1,9,1,176,108,0.031293,1.197988
1,pre,d_h2,34,2,3,0,43,32,0.012251,1.078266
1,pre,d_h2,35,2,3,1,199,173,0.04544,1.255044
1,pre,d_h2,36,2,4,0,47,19,0.014076,1.059937
1,pre,d_h2,37,2,4,1,208,103,0.005081,1.035908
1,pre,d_h2,38,2,5,0,72,23,0.025365,1.188042
1,pre,d_h2,39,2,5,1,221,155,0.013483,1.169844
1,pre,d_h2,40,2,6,0,77,22,0.01,1.060733
1,pre,d_h2,41,2,6,1,222,138,0.042874,1.241158
1,pre,d_h2,42,2,7,0,82,26,0.043116,1.306275
1,pre,d_h2,43,2,7,1,225,97,0.027166,1.10423
1,pre,d_h2,44,2,8,0,106,110,0.012274,1.070455
1,pre,d_h2,45,2,8,1,236,257,0.013636,1.055619
1,pre,d_h2,46,2,9,0,119,12,0.043134,1.24721
1,pre,d_h2,47,2,9,1,237,113,0.011926,1.068449
1,pre,d_h2,48,3,4,0,51,24,0.062902,1.386718
1,pre,d_h2,49,3,4,1,200,109,0.060691,1.363311
1,pre,d_h2,50,3,5,0,63,45,0.010636,1.053798
1,pre,d_h2,51,3,5,1,205,162,0.000901,1.048291
1,pre,d_h2,52,3,6,0,68,50,0.035882,1.185322
1,pre,d_h2,53,3,6,1,213,140,0.013384,1.066357
1,pre,d_h2,54,3,7,0,76,34,0.012185,1.132101
1,pre,d_h2,55,3,7,1,216,111,0.026462,1.11023
1,pre,d_h2,56,3,8,0,87,128,0.004951,1.052964
1,pre,d_h2,57,3,8,1,230,260,0.006617,1.067655
1,pre,d_h2,58,3,9,0,90,16,0.026752,1.11109
1,pre,d_h2,59,3,9,1,231,118,0.031911,1.152238
1,pre,d_h2,60,4,5,0,33,52,0.010467,1.040465
1,pre,d_h2,61,4,5,1,116,165,0.02107,1.104438
1,pre,d_h2,62,4,6,0,42,54,0.005856,1.05561
1,pre,d_h2,63,4,6,1,117,156,0.022689,1.111741
