step 0: loss=0.10005 tr_acc=0.092 te_acc=0.109 te_conf=0.069
step 10: loss=0.06453 tr_acc=0.654 te_acc=0.594 te_conf=0.280
step 30: loss=0.02762 tr_acc=0.901 te_acc=0.834 te_conf=0.644
step 100: loss=0.00402 tr_acc=0.998 te_acc=0.877 te_conf=0.811
step 300: loss=0.00011 tr_acc=1.000 te_acc=0.885 te_conf=0.819
step 2000: loss=0.00003 tr_acc=1.000 te_acc=0.884 te_conf=0.818
step 4000: loss=0.00000 tr_acc=1.000 te_acc=0.888 te_conf=0.826
step 6000: loss=0.00001 tr_acc=1.000 te_acc=0.888 te_conf=0.833
step 8000: loss=0.00001 tr_acc=1.000 te_acc=0.891 te_conf=0.830
step 10000: loss=0.00000 tr_acc=1.000 te_acc=0.889 te_conf=0.879
step 12000: loss=0.00000 tr_acc=1.000 te_acc=0.888 te_conf=0.859
step 14000: loss=0.00000 tr_acc=1.000 te_acc=0.888 te_conf=0.840
step 16000: loss=0.00000 tr_acc=1.000 te_acc=0.882 te_conf=0.908
step 18000: loss=0.00000 tr_acc=1.000 te_acc=0.882 te_conf=0.900
step 20000: loss=0.00000 tr_acc=1.000 te_acc=0.882 te_conf=0.880
step 22000: loss=0.00000 tr_acc=1.000 te_acc=0.875 te_conf=0.918
step 24000: loss=0.00000 tr_acc=1.000 te_acc=0.877 te_conf=0.907
step 26000: loss=0.00000 tr_acc=1.000 te_acc=0.878 te_conf=0.893
step 28000: loss=0.00000 tr_acc=1.000 te_acc=0.875 te_conf=0.867
step 30000: loss=0.00000 tr_acc=1.000 te_acc=0.873 te_conf=0.906
step 32000: loss=0.00000 tr_acc=1.000 te_acc=0.869 te_conf=0.891
step 34000: loss=0.00016 tr_acc=1.000 te_acc=0.873 te_conf=0.913
step 36000: loss=0.00000 tr_acc=1.000 te_acc=0.877 te_conf=0.915
step 38000: loss=0.00000 tr_acc=1.000 te_acc=0.871 te_conf=0.899
step 40000: loss=0.00000 tr_acc=1.000 te_acc=0.865 te_conf=0.909
step 42000: loss=0.00000 tr_acc=1.000 te_acc=0.858 te_conf=0.893
step 44000: loss=0.00008 tr_acc=1.000 te_acc=0.882 te_conf=0.906
step 46000: loss=0.00000 tr_acc=1.000 te_acc=0.877 te_conf=0.906
step 48000: loss=0.00000 tr_acc=1.000 te_acc=0.869 te_conf=0.887
step 50000: loss=0.00000 tr_acc=1.000 te_acc=0.870 te_conf=0.915
step 52000: loss=0.00000 tr_acc=1.000 te_acc=0.870 te_conf=0.904
step 54000: loss=0.00000 tr_acc=1.000 te_acc=0.863 te_conf=0.880
step 56000: loss=0.00000 tr_acc=1.000 te_acc=0.858 te_conf=0.933
step 58000: loss=0.00000 tr_acc=1.000 te_acc=0.850 te_conf=0.928
step 60000: loss=0.00000 tr_acc=1.000 te_acc=0.839 te_conf=0.915
step 62000: loss=0.00000 tr_acc=1.000 te_acc=0.870 te_conf=0.917
step 64000: loss=0.00000 tr_acc=1.000 te_acc=0.863 te_conf=0.908
step 66000: loss=0.00000 tr_acc=1.000 te_acc=0.853 te_conf=0.887
step 68000: loss=0.00000 tr_acc=1.000 te_acc=0.865 te_conf=0.909
step 70000: loss=0.00000 tr_acc=1.000 te_acc=0.855 te_conf=0.892
step 72000: loss=0.00000 tr_acc=1.000 te_acc=0.846 te_conf=0.865
step 74000: loss=0.00000 tr_acc=1.000 te_acc=0.860 te_conf=0.902
step 76000: loss=0.00000 tr_acc=1.000 te_acc=0.847 te_conf=0.885
step 78000: loss=0.00000 tr_acc=1.000 te_acc=0.833 te_conf=0.865
step 80000: loss=0.00000 tr_acc=1.000 te_acc=0.856 te_conf=0.900
step 82000: loss=0.00000 tr_acc=1.000 te_acc=0.852 te_conf=0.885
step 84000: loss=0.00000 tr_acc=1.000 te_acc=0.848 te_conf=0.868
step 86000: loss=0.00000 tr_acc=1.000 te_acc=0.855 te_conf=0.902
step 88000: loss=0.00000 tr_acc=1.000 te_acc=0.851 te_conf=0.895
step 90000: loss=0.00000 tr_acc=1.000 te_acc=0.868 te_conf=0.913
step 92000: loss=0.00000 tr_acc=1.000 te_acc=0.866 te_conf=0.908
step 94000: loss=0.00000 tr_acc=1.000 te_acc=0.857 te_conf=0.884
step 96000: loss=0.00000 tr_acc=1.000 te_acc=0.844 te_conf=0.860
step 98000: loss=0.00000 tr_acc=1.000 te_acc=0.872 te_conf=0.911
step 100000: loss=0.00000 tr_acc=1.000 te_acc=0.858 te_conf=0.897
done: 55 checkpoints in 118s -> /workspace/marsv_agent_haoyang/dir12_plateau_during_training/results/plateau_records/seed_2
